eta,side,x_over_c,cp
0.44,lower,0.57389,-0.187011
0.44,lower,0.59573,-0.181120
0.44,lower,0.62078,-0.148627
0.44,lower,0.64262,-0.141958
0.44,lower,0.66771,-0.121076
0.44,lower,0.68962,-0.122798
0.44,lower,0.71198,-0.084944
0.44,lower,0.73370,-0.086015
0.44,lower,0.73636,-0.054499
0.44,lower,0.75815,-0.052060
0.44,lower,0.78321,-0.027456
0.44,lower,0.80543,-0.028494
0.44,lower,0.83093,0.012100
0.44,lower,0.85244,0.014403
0.44,lower,0.87628,0.056111
0.44,lower,0.89569,0.067391
0.44,lower,0.91623,0.095025
0.44,lower,0.93721,0.178215
0.44,lower,0.95486,0.155809
0.44,lower,0.97068,0.221708
0.44,lower,0.98296,0.215948
0.44,lower,0.98924,0.343937
0.44,lower,0.99977,0.343462
0.65,upper,0.00076,0.073039
0.65,upper,0.00772,-0.074318
0.65,upper,0.02245,-0.682977
0.65,upper,0.03929,-0.619763
0.65,upper,0.04729,-0.646498
0.65,upper,0.06950,-0.824786
0.65,upper,0.09507,-0.791171
0.65,upper,0.12004,-0.721378
0.65,upper,0.14597,-0.785981
0.65,upper,0.17178,-0.710882
0.65,upper,0.19815,-0.678486
0.65,upper,0.22403,-0.651446
0.65,upper,0.25051,-0.667827
0.65,upper,0.27640,-0.643296
0.65,upper,0.30287,-0.633006
0.65,upper,0.32874,-0.603479
0.65,upper,0.35523,-0.589812
0.65,upper,0.38110,-0.549429
0.65,upper,0.40762,-0.554043
0.65,upper,0.43358,-0.548422
0.65,upper,0.46008,-0.515258
0.65,upper,0.48583,-0.435197
0.65,upper,0.51229,-0.436215
0.65,upper,0.53812,-0.378415
0.65,upper,0.56454,-0.362894
0.65,upper,0.59040,-0.273595
0.65,upper,0.61683,-0.242216
0.65,upper,0.64262,-0.161744
0.65,upper,0.66901,-0.131861
0.65,upper,0.69480,-0.107270
0.65,upper,0.72119,-0.087276
0.65,upper,0.74697,-0.057751
0.65,upper,0.77334,-0.048498
0.65,upper,0.79910,-0.024775
0.65,upper,0.82545,-0.012291
0.65,upper,0.85113,0.037260
0.65,upper,0.87998,0.063997
0.65,upper,0.90587,0.114788
0.65,upper,0.92017,0.149890
0.65,upper,0.93897,0.136710
0.65,upper,0.96137,0.208107
0.65,upper,0.97559,0.205658
0.65,upper,0.98820,0.344443
0.65,upper,0.99982,0.341149
0.65,lower,0.00000,0.847130
0.65,lower,0.00551,0.743568
0.65,lower,0.01465,0.272061
0.65,lower,0.02762,0.257666
0.65,lower,0.04655,0.001542
0.65,lower,0.06539,0.000076
0.65,lower,0.07345,-0.006363
0.65,lower,0.09838,0.016602
0.65,lower,0.12654,-0.091066
0.65,lower,0.15106,-0.094356
0.65,lower,0.17946,-0.136599
0.65,lower,0.20406,-0.136282
0.65,lower,0.23240,-0.153126
0.65,lower,0.25703,-0.146585
0.65,lower,0.28532,-0.183685
0.65,lower,0.30998,-0.186186
0.65,lower,0.33830,-0.223371
0.65,lower,0.36295,-0.229019
0.65,lower,0.39115,-0.215548
0.65,lower,0.41581,-0.218225
0.65,lower,0.41592,-0.236430
0.65,lower,0.44059,-0.248972
0.65,lower,0.46885,-0.238670
0.65,lower,0.49348,-0.242486
0.65,lower,0.52180,-0.204238
0.65,lower,0.54643,-0.190404
0.65,lower,0.57467,-0.170262
0.65,lower,0.59929,-0.181576
0.65,lower,0.62751,-0.135472
0.65,lower,0.65208,-0.135858
0.65,lower,0.68032,-0.099367
0.65,lower,0.70489,-0.094751
0.65,lower,0.73310,-0.061802
0.65,lower,0.75766,-0.059062
0.65,lower,0.77988,-0.029332
0.65,lower,0.80457,-0.029227
0.65,lower,0.81055,0.011359
0.65,lower,0.83537,0.019713
0.65,lower,0.86439,0.062027
0.65,lower,0.88955,0.072378
0.65,lower,0.91905,0.153470
0.65,lower,0.93894,0.139761
0.65,lower,0.96049,0.215504
0.65,lower,0.97498,0.224413
0.65,lower,0.98823,0.341451
0.65,lower,1.00000,0.340208
0.80,upper,0.00187,0.007669
0.80,upper,0.00969,0.006393
0.80,upper,0.02276,-0.814766
0.80,upper,0.03655,-0.733161
0.80,upper,0.05003,-0.599273
0.80,upper,0.06418,-0.817028
0.80,upper,0.08685,-0.785114
0.80,upper,0.11436,-0.685776
0.80,upper,0.14253,-0.804404
0.80,upper,0.17150,-0.789106
0.80,upper,0.20010,-0.651705
0.80,upper,0.22932,-0.678527
0.80,upper,0.25795,-0.646412
0.80,upper,0.28723,-0.636148
0.80,upper,0.31590,-0.593371
0.80,upper,0.34520,-0.578443
0.80,upper,0.37383,-0.542525
0.80,upper,0.40315,-0.529969
0.80,upper,0.43177,-0.454852
0.80,upper,0.46104,-0.413634
0.80,upper,0.48964,-0.368476
0.80,upper,0.51892,-0.327258
0.80,upper,0.54756,-0.254469
0.80,upper,0.57688,-0.223386
0.80,upper,0.60542,-0.169042
0.80,upper,0.63467,-0.154809
0.80,upper,0.66330,-0.103116
0.80,upper,0.69259,-0.088904
0.80,upper,0.72110,-0.064065
0.80,upper,0.75025,-0.062628
0.80,upper,0.77874,-0.033807
0.80,upper,0.80788,-0.016653
0.80,upper,0.83629,0.022624
0.80,upper,0.86765,0.048630
0.80,upper,0.89764,0.095043
0.80,upper,0.92665,0.119544
0.80,upper,0.94737,0.118431
0.80,upper,0.95332,0.202480
0.80,upper,0.96878,0.202802
0.80,upper,0.98706,0.318167
0.80,upper,1.00000,0.314397
0.80,lower,0.00000,0.794775
0.80,lower,0.00629,0.712669
0.80,lower,0.01682,0.298083
0.80,lower,0.03317,0.187619
0.80,lower,0.05158,-0.001622
0.80,lower,0.07238,0.018848
0.80,lower,0.10423,-0.013317
0.80,lower,0.13112,-0.026489
0.80,lower,0.16279,-0.148894
0.80,lower,0.19000,-0.129478
0.80,lower,0.19607,-0.148550
0.80,lower,0.22332,-0.145362
0.80,lower,0.24858,-0.197398
0.80,lower,0.27590,-0.195039
0.80,lower,0.30723,-0.232385
0.80,lower,0.33456,-0.220605
0.80,lower,0.36583,-0.258044
0.80,lower,0.39307,-0.261834
0.80,lower,0.42442,-0.228137
0.80,lower,0.45168,-0.235109
0.80,lower,0.48298,-0.244571
0.80,lower,0.51024,-0.250523
0.80,lower,0.54155,-0.203053
0.80,lower,0.56880,-0.186074
0.80,lower,0.59846,-0.150790
0.80,lower,0.62569,-0.151371
0.80,lower,0.62729,-0.118710
0.80,lower,0.65450,-0.118296
0.80,lower,0.68574,-0.076312
0.80,lower,0.71292,-0.078601
0.80,lower,0.74414,-0.041221
0.80,lower,0.77131,-0.035477
0.80,lower,0.80251,0.003414
0.80,lower,0.82971,0.004454
0.80,lower,0.86071,0.047940
0.80,lower,0.88728,0.057551
0.80,lower,0.91633,0.128008
0.80,lower,0.93976,0.123210
0.80,lower,0.95390,0.205310
0.80,lower,0.97175,0.208706
0.80,lower,0.98587,0.326750
0.80,lower,0.99918,0.312418
0.90,upper,0.00000,-0.199624
0.90,upper,0.00917,-0.025007
0.90,upper,0.02449,-0.721497
0.90,upper,0.03662,-0.655890
0.90,upper,0.05233,-0.800625
0.90,upper,0.07276,-0.781895
0.90,upper,0.08180,-0.752843
0.90,upper,0.11134,-0.731638
0.90,upper,0.14123,-0.723267
0.90,upper,0.17276,-0.686483
0.90,upper,0.20351,-0.670701
0.90,upper,0.23499,-0.662252
0.90,upper,0.26591,-0.527889
0.90,upper,0.28730,-0.508352
0.90,upper,0.31813,-0.509758
0.90,upper,0.32833,-0.473941
0.90,upper,0.35915,-0.432680
0.90,upper,0.39067,-0.366928
0.90,upper,0.42141,-0.341659
0.90,upper,0.45317,-0.295356
0.90,upper,0.48415,-0.271644
0.90,upper,0.51561,-0.251196
0.90,upper,0.54618,-0.212687
0.90,upper,0.57799,-0.198603
0.90,upper,0.60880,-0.146382
0.90,upper,0.64024,-0.133991
0.90,upper,0.67126,-0.100993
0.90,upper,0.70256,-0.080597
0.90,upper,0.73331,-0.058560
0.90,upper,0.76496,-0.043325
0.90,upper,0.79531,-0.011923
0.90,upper,0.82672,-0.001855
0.90,upper,0.85808,0.035913
0.90,upper,0.88954,0.047207
0.90,upper,0.91777,0.113248
0.90,upper,0.94672,0.131333
0.90,upper,0.96856,0.186433
0.90,upper,0.98426,0.196278
0.90,upper,0.98620,0.318592
0.90,upper,1.00000,0.308147
0.90,lower,0.00050,0.715950
0.90,lower,0.00963,0.721293
0.90,lower,0.02859,0.087566
0.90,lower,0.04744,0.173521
0.90,lower,0.05852,-0.030982
0.90,lower,0.08480,-0.030765
0.90,lower,0.12209,-0.142532
0.90,lower,0.15381,-0.141254
0.90,lower,0.19076,-0.186411
0.90,lower,0.22075,-0.208007
0.90,lower,0.25450,-0.218958
0.90,lower,0.28386,-0.242084
0.90,lower,0.31189,-0.251160
0.90,lower,0.34131,-0.254693
0.90,lower,0.34716,-0.244145
0.90,lower,0.37663,-0.252299
0.90,lower,0.41024,-0.233786
0.90,lower,0.43961,-0.225844
0.90,lower,0.47341,-0.224573
0.90,lower,0.50278,-0.219734
0.90,lower,0.53662,-0.171563
0.90,lower,0.56599,-0.165130
0.90,lower,0.59968,-0.141202
0.90,lower,0.62902,-0.131558
0.90,lower,0.66269,-0.095556
0.90,lower,0.69200,-0.097106
0.90,lower,0.72564,-0.058980
0.90,lower,0.75494,-0.053416
0.90,lower,0.77420,-0.025081
0.90,lower,0.80348,-0.025869
0.90,lower,0.81792,0.019004
0.90,lower,0.84726,0.020493
0.90,lower,0.88232,0.075705
0.90,lower,0.91071,0.076873
0.90,lower,0.93924,0.149943
0.90,lower,0.96053,0.170787
0.90,lower,0.97702,0.195449
0.90,lower,0.98285,0.322207
0.90,lower,0.99937,0.309560
0.96,upper,0.00000,-0.020347
0.96,upper,0.00852,-0.060328
0.96,upper,0.02106,-0.723164
0.96,upper,0.03616,-0.727484
0.96,upper,0.04472,-0.775903
0.96,upper,0.06115,-0.820901
0.96,upper,0.08420,-0.677720
0.96,upper,0.12056,-0.655242
0.96,upper,0.15503,-0.699043
0.96,upper,0.18933,-0.557820
0.96,upper,0.22103,-0.496980
0.96,upper,0.25333,-0.389208
0.96,upper,0.28590,-0.389346
0.96,upper,0.31877,-0.356489
0.96,upper,0.34882,-0.316780
0.96,upper,0.38258,-0.282350
0.96,upper,0.41510,-0.266137
0.96,upper,0.44737,-0.245566
0.96,upper,0.47905,-0.258860
0.96,upper,0.51167,-0.237517
0.96,upper,0.54384,-0.192149
0.96,upper,0.56629,-0.170630
0.96,upper,0.59956,-0.187700
0.96,upper,0.61079,-0.115331
0.96,upper,0.64274,-0.113083
0.96,upper,0.67493,-0.134911
0.96,upper,0.70518,-0.102090
0.96,upper,0.73689,-0.054821
0.96,upper,0.76318,-0.030753
0.96,upper,0.79617,-0.126010
0.96,upper,0.82141,0.001206
0.96,upper,0.85960,0.032543
0.96,upper,0.88518,0.083984
0.96,upper,0.89371,0.041638
0.96,upper,0.92237,0.070094
0.96,upper,0.96290,0.117166
0.96,upper,0.98075,0.127893
0.96,upper,0.98507,0.245675
0.96,upper,1.00000,0.275589
0.96,lower,0.00082,0.740011
0.96,lower,0.00772,0.571423
0.96,lower,0.01847,0.180104
0.96,lower,0.03661,-0.055907
0.96,lower,0.06663,-0.116739
0.96,lower,0.08977,-0.203602
0.96,lower,0.09174,-0.171644
0.96,lower,0.10540,-0.224475
0.96,lower,0.13715,-0.222571
0.96,lower,0.15789,-0.230077
0.96,lower,0.18998,-0.248339
0.96,lower,0.22206,-0.254815
0.96,lower,0.25380,-0.230014
0.96,lower,0.28687,-0.222743
0.96,lower,0.31847,-0.231245
0.96,lower,0.35248,-0.231062
0.96,lower,0.38220,-0.207810
0.96,lower,0.41885,-0.204225
0.96,lower,0.44174,-0.246571
0.96,lower,0.46008,-0.155267
0.96,lower,0.49526,-0.181999
0.96,lower,0.52965,-0.209817
0.96,lower,0.55865,-0.174828
0.96,lower,0.60641,-0.087932
0.96,lower,0.63852,-0.104902
0.96,lower,0.64701,-0.080844
0.96,lower,0.67920,-0.099639
0.96,lower,0.71427,-0.062392
0.96,lower,0.74306,-0.045683
0.96,lower,0.77079,-0.033146
0.96,lower,0.79162,-0.045469
0.96,lower,0.81110,-0.050370
0.96,lower,0.84641,0.021378
0.96,lower,0.87924,0.034240
0.96,lower,0.87994,0.068237
0.96,lower,0.91128,0.061326
0.96,lower,0.95069,0.153204
0.96,lower,0.97277,0.121129
0.96,lower,0.98689,0.254223
0.96,lower,0.99984,0.255809
0.99,upper,0.00000,-0.251815
0.99,upper,0.00825,-0.212486
0.99,upper,0.02400,-0.699356
0.99,upper,0.03888,-0.744070
0.99,upper,0.04618,-0.511666
0.99,upper,0.06428,-0.714236
0.99,upper,0.08918,-0.497515
0.99,upper,0.11775,-0.473431
0.99,upper,0.14917,-0.366345
0.99,upper,0.18010,-0.442595
0.99,upper,0.21287,-0.340593
0.99,upper,0.24526,-0.352419
0.99,upper,0.27823,-0.313575
0.99,upper,0.31059,-0.304693
0.99,upper,0.34370,-0.232263
0.99,upper,0.37602,-0.329083
0.99,upper,0.40952,-0.275098
0.99,upper,0.44191,-0.235660
0.99,upper,0.47419,-0.213511
0.99,upper,0.50725,-0.327767
0.99,upper,0.54002,-0.264300
0.99,upper,0.57242,-0.170963
0.99,upper,0.60570,-0.173236
0.99,upper,0.63768,-0.202925
0.99,upper,0.67002,-0.144936
0.99,upper,0.70239,-0.133610
0.99,upper,0.73527,-0.134584
0.99,upper,0.76694,-0.163493
0.99,upper,0.80163,-0.122468
0.99,upper,0.83663,-0.135309
0.99,upper,0.86678,-0.098910
0.99,upper,0.89779,-0.078612
0.99,upper,0.91945,-0.053805
0.99,upper,0.94272,-0.273449
0.99,upper,0.96041,-0.071486
0.99,upper,0.97915,-0.038611
0.99,upper,1.00000,-0.100850
0.99,lower,0.00114,0.345348
0.99,lower,0.00918,0.463395
0.99,lower,0.01688,-0.266383
0.99,lower,0.02965,-0.440026
0.99,lower,0.04548,-0.228732
0.99,lower,0.06465,-0.280819
0.99,lower,0.08979,-0.255158
0.99,lower,0.11774,-0.304118
0.99,lower,0.14835,-0.299300
0.99,lower,0.17986,-0.288373
0.99,lower,0.21275,-0.214019
0.99,lower,0.24562,-0.244731
0.99,lower,0.27849,-0.274578
0.99,lower,0.31064,-0.242321
0.99,lower,0.34368,-0.139322
0.99,lower,0.37615,-0.240153
0.99,lower,0.40880,-0.215088
0.99,lower,0.44086,-0.181313
0.99,lower,0.47317,-0.138325
0.99,lower,0.50617,-0.227070
0.99,lower,0.54000,-0.100455
0.99,lower,0.57741,-0.048521
0.99,lower,0.60788,-0.164430
0.99,lower,0.63874,-0.175870
0.99,lower,0.67013,-0.131570
0.99,lower,0.69986,-0.098856
0.99,lower,0.73527,-0.119567
0.99,lower,0.76883,-0.069210
0.99,lower,0.80177,0.000710
0.99,lower,0.83555,0.024761
0.99,lower,0.86737,-0.097395
0.99,lower,0.89772,-0.031238
0.99,lower,0.91945,0.035845
0.99,lower,0.94273,0.080538
0.99,lower,0.96043,-0.234860
0.99,lower,0.97915,0.045643
0.99,lower,1.00000,-0.493716
