eta,side,x_over_c,cp
0.20,lower,0.41777,-0.238274
0.20,lower,0.42928,-0.244832
0.20,lower,0.43869,-0.245278
0.20,lower,0.45020,-0.245644
0.20,lower,0.45962,-0.250225
0.20,lower,0.46732,-0.250439
0.20,lower,0.47672,-0.251700
0.20,lower,0.48054,-0.254305
0.20,lower,0.48997,-0.253057
0.20,lower,0.50148,-0.238255
0.20,lower,0.51087,-0.239632
0.20,lower,0.52237,-0.242723
0.20,lower,0.53178,-0.236902
0.20,lower,0.54327,-0.225894
0.20,lower,0.55267,-0.219296
0.20,lower,0.56417,-0.221914
0.20,lower,0.57358,-0.213160
0.20,lower,0.57550,-0.206040
0.20,lower,0.58490,-0.206391
0.20,lower,0.59446,-0.196378
0.20,lower,0.60386,-0.189400
0.20,lower,0.61534,-0.185638
0.20,lower,0.62474,-0.174419
0.20,lower,0.63621,-0.166487
0.20,lower,0.64560,-0.157882
0.20,lower,0.65708,-0.154640
0.20,lower,0.66648,-0.144592
0.20,lower,0.67414,-0.136097
0.20,lower,0.68354,-0.135791
0.20,lower,0.68736,-0.134057
0.20,lower,0.69674,-0.118915
0.20,lower,0.70821,-0.112033
0.20,lower,0.71759,-0.105774
0.20,lower,0.72904,-0.096218
0.20,lower,0.73842,-0.091301
0.20,lower,0.74989,-0.084417
0.20,lower,0.75927,-0.076642
0.20,lower,0.77073,-0.069507
0.20,lower,0.78011,-0.061685
0.20,lower,0.78217,-0.050644
0.20,lower,0.79155,-0.051271
0.20,lower,0.80094,-0.044326
0.20,lower,0.81031,-0.035033
0.20,lower,0.82176,-0.028773
0.20,lower,0.83113,-0.018006
0.20,lower,0.84258,-0.007116
0.20,lower,0.85195,0.001612
0.20,lower,0.86338,0.014009
0.20,lower,0.87275,0.027395
0.20,lower,0.88080,0.038002
0.20,lower,0.89016,0.037259
0.20,lower,0.89354,0.046274
0.20,lower,0.90289,0.066115
0.20,lower,0.91431,0.089862
0.20,lower,0.92366,0.116649
0.20,lower,0.93551,0.139520
0.20,lower,0.94486,0.159947
0.20,lower,0.95716,0.200949
0.20,lower,0.96689,0.221278
0.20,lower,0.96930,0.256997
0.20,lower,0.97308,0.258743
0.20,lower,0.97815,0.252932
0.20,lower,0.98118,0.296527
0.20,lower,0.98510,0.297136
0.20,lower,0.99013,0.314100
0.20,lower,0.99551,0.385598
0.20,lower,1.00000,0.389407
0.44,upper,0.00000,0.482665
0.44,upper,0.00142,0.502883
0.44,upper,0.00277,-0.198212
0.44,upper,0.00629,-0.204144
0.44,upper,0.00946,-0.771864
0.44,upper,0.01403,-0.804263
0.44,upper,0.01862,-0.657209
0.44,upper,0.02172,-0.862772
0.44,upper,0.02763,-0.796804
0.44,upper,0.03270,-0.945996
0.44,upper,0.03740,-0.842715
0.44,upper,0.04665,-0.829443
0.44,upper,0.05656,-0.801059
0.44,upper,0.06652,-0.791045
0.44,upper,0.08126,-0.819002
0.44,upper,0.09117,-0.792809
0.44,upper,0.09310,-0.768085
0.44,upper,0.10311,-0.760456
0.44,upper,0.11970,-0.712262
0.44,upper,0.12973,-0.734600
0.44,upper,0.13646,-0.703503
0.44,upper,0.14650,-0.688207
0.44,upper,0.15636,-0.680382
0.44,upper,0.16641,-0.695029
0.44,upper,0.18199,-0.648451
0.44,upper,0.19204,-0.640193
0.44,upper,0.19306,-0.625802
0.44,upper,0.20312,-0.624627
0.44,upper,0.21972,-0.607116
0.44,upper,0.22978,-0.604891
0.44,upper,0.23767,-0.610529
0.44,upper,0.24774,-0.602906
0.44,upper,0.25643,-0.592739
0.44,upper,0.26649,-0.594297
0.44,upper,0.28310,-0.602025
0.44,upper,0.29317,-0.602403
0.44,upper,0.29345,-0.601019
0.44,upper,0.30351,-0.598315
0.44,upper,0.31983,-0.607126
0.44,upper,0.32990,-0.606393
0.44,upper,0.33919,-0.616998
0.44,upper,0.34926,-0.612263
0.44,upper,0.35657,-0.618675
0.44,upper,0.36665,-0.613479
0.44,upper,0.38324,-0.628980
0.44,upper,0.39331,-0.627174
0.44,upper,0.39504,-0.619324
0.44,upper,0.40511,-0.614315
0.44,upper,0.41996,-0.616601
0.44,upper,0.43003,-0.610494
0.44,upper,0.44081,-0.616881
0.44,upper,0.45089,-0.615525
0.44,upper,0.45669,-0.589075
0.44,upper,0.46676,-0.596484
0.44,upper,0.48333,-0.586849
0.44,upper,0.49340,-0.583087
0.44,upper,0.49666,-0.567881
0.44,upper,0.50672,-0.558254
0.44,upper,0.52003,-0.516090
0.44,upper,0.53009,-0.512937
0.44,upper,0.54239,-0.477500
0.44,upper,0.55245,-0.470584
0.44,upper,0.55671,-0.429455
0.44,upper,0.56677,-0.436576
0.44,upper,0.58333,-0.368112
0.44,upper,0.59338,-0.370237
0.44,upper,0.59813,-0.300092
0.44,upper,0.60818,-0.294477
0.44,upper,0.61997,-0.236059
0.44,upper,0.63002,-0.241569
0.44,upper,0.64378,-0.192481
0.44,upper,0.65382,-0.187676
0.44,upper,0.65661,-0.159471
0.44,upper,0.66665,-0.161483
0.44,upper,0.68319,-0.144537
0.44,upper,0.69323,-0.144260
0.44,upper,0.69942,-0.123975
0.44,upper,0.70946,-0.121938
0.44,upper,0.71980,-0.105007
0.44,upper,0.72983,-0.105638
0.44,upper,0.74503,-0.087468
0.44,upper,0.75508,-0.084032
0.44,upper,0.75640,-0.068267
0.44,upper,0.76642,-0.067718
0.44,upper,0.78296,-0.054697
0.44,upper,0.79298,-0.056742
0.44,upper,0.80056,-0.038102
0.44,upper,0.81058,-0.035766
0.44,upper,0.81953,-0.010549
0.44,upper,0.82955,-0.011567
0.44,upper,0.84604,-0.000417
0.44,upper,0.85606,0.001308
0.44,upper,0.85608,0.034737
0.44,upper,0.86609,0.031305
0.44,upper,0.88259,0.055894
0.44,upper,0.89259,0.052338
0.44,upper,0.90147,0.085420
0.44,upper,0.91146,0.088011
0.44,upper,0.91910,0.135852
0.44,upper,0.92908,0.132471
0.44,upper,0.94603,0.186820
0.44,upper,0.95717,0.179829
0.44,upper,0.95925,0.238255
0.44,upper,0.96709,0.256235
0.44,upper,0.97408,0.275916
0.44,upper,0.97805,0.293508
0.44,upper,0.98505,0.331958
0.44,upper,0.98959,0.335870
0.44,upper,0.99540,0.378448
0.44,upper,1.00000,0.371590
0.44,lower,0.00018,0.832870
0.44,lower,0.00170,0.818872
0.44,lower,0.00235,0.593748
0.44,lower,0.00583,0.588200
0.44,lower,0.00966,0.171227
0.44,lower,0.01431,0.237046
0.44,lower,0.01942,0.161923
0.44,lower,0.02704,0.107860
0.44,lower,0.03632,0.073673
0.44,lower,0.04907,-0.003040
0.44,lower,0.05966,-0.042108
0.44,lower,0.06449,-0.020005
0.44,lower,0.07504,-0.018678
0.44,lower,0.08303,-0.010647
0.44,lower,0.09363,-0.038003
0.44,lower,0.10651,-0.048057
0.44,lower,0.11712,-0.061793
0.44,lower,0.13005,-0.088859
0.44,lower,0.14067,-0.093973
0.44,lower,0.15362,-0.096908
0.44,lower,0.16425,-0.121692
0.44,lower,0.17691,-0.125235
0.44,lower,0.18754,-0.123775
0.44,lower,0.18786,-0.119141
0.44,lower,0.19851,-0.119215
0.44,lower,0.21148,-0.143301
0.44,lower,0.22212,-0.152714
0.44,lower,0.23511,-0.152280
0.44,lower,0.24576,-0.165315
0.44,lower,0.25876,-0.163129
0.44,lower,0.26940,-0.177618
0.44,lower,0.28240,-0.190730
0.44,lower,0.29305,-0.194870
0.44,lower,0.29959,-0.190404
0.44,lower,0.31024,-0.188725
0.44,lower,0.31672,-0.209405
0.44,lower,0.32737,-0.214923
0.44,lower,0.34037,-0.215002
0.44,lower,0.35102,-0.224632
0.44,lower,0.36403,-0.219938
0.44,lower,0.37468,-0.233774
0.44,lower,0.38769,-0.239878
0.44,lower,0.39834,-0.241640
0.44,lower,0.41138,-0.251084
0.44,lower,0.42205,-0.253189
0.44,lower,0.42220,-0.242559
0.44,lower,0.43282,-0.243193
0.44,lower,0.44568,-0.237982
0.44,lower,0.45632,-0.245921
0.44,lower,0.46933,-0.255661
0.44,lower,0.47997,-0.248086
0.44,lower,0.49298,-0.236691
0.44,lower,0.50362,-0.236894
0.44,lower,0.51663,-0.229965
0.44,lower,0.52726,-0.215204
0.44,lower,0.53373,-0.215839
0.44,lower,0.54437,-0.217038
0.44,lower,0.55090,-0.210804
0.44,lower,0.56152,-0.207495
0.44,lower,0.57452,-0.200805
0.44,lower,0.58515,-0.185951
0.44,lower,0.59813,-0.174550
0.44,lower,0.60875,-0.161573
0.44,lower,0.62172,-0.160909
0.44,lower,0.63234,-0.150923
0.44,lower,0.64530,-0.137602
0.44,lower,0.65594,-0.138525
0.44,lower,0.65597,-0.132041
0.44,lower,0.66658,-0.120315
0.44,lower,0.67954,-0.113932
0.44,lower,0.69015,-0.102271
0.44,lower,0.70311,-0.096856
0.44,lower,0.71372,-0.087198
0.44,lower,0.72668,-0.078410
0.44,lower,0.73730,-0.070723
0.44,lower,0.75025,-0.059939
0.44,lower,0.76086,-0.049965
0.44,lower,0.76742,-0.041853
0.44,lower,0.77802,-0.043169
0.44,lower,0.78442,-0.038726
0.44,lower,0.79502,-0.029745
0.44,lower,0.80797,-0.019749
0.44,lower,0.81856,-0.010751
0.44,lower,0.83151,-0.000365
0.44,lower,0.84210,0.016518
0.44,lower,0.85503,0.025130
0.44,lower,0.86562,0.034848
0.44,lower,0.87855,0.049311
0.44,lower,0.88913,0.064373
0.44,lower,0.88953,0.075601
0.44,lower,0.90011,0.074126
0.44,lower,0.91263,0.098838
0.44,lower,0.92408,0.134750
0.44,lower,0.93835,0.153779
0.44,lower,0.94990,0.189106
0.44,lower,0.95975,0.219419
0.44,lower,0.96644,0.245405
0.44,lower,0.97196,0.258675
0.44,lower,0.97678,0.270253
0.44,lower,0.98219,0.308304
0.44,lower,0.98754,0.315115
0.44,lower,0.99488,0.378326
0.44,lower,0.99996,0.365354
0.65,upper,0.00005,0.430947
0.65,upper,0.00184,0.435466
0.65,upper,0.00263,-0.541165
0.65,upper,0.00702,-0.530760
0.65,upper,0.01270,-0.828774
0.65,upper,0.01821,-0.771399
0.65,upper,0.02473,-0.737238
0.65,upper,0.03118,-0.922061
0.65,upper,0.03935,-0.864801
0.65,upper,0.05316,-0.940159
0.65,upper,0.06405,-0.868447
0.65,upper,0.06800,-0.895424
0.65,upper,0.07938,-0.903588
0.65,upper,0.09420,-0.869364
0.65,upper,0.10553,-0.881357
0.65,upper,0.11926,-0.818317
0.65,upper,0.13058,-0.765104
0.65,upper,0.13559,-0.782314
0.65,upper,0.14695,-0.784878
0.65,upper,0.16577,-0.784234
0.65,upper,0.17714,-0.780860
0.65,upper,0.18199,-0.730496
0.65,upper,0.19336,-0.716073
0.65,upper,0.20728,-0.707694
0.65,upper,0.21865,-0.715678
0.65,upper,0.23361,-0.694263
0.65,upper,0.24499,-0.683811
0.65,upper,0.24879,-0.673931
0.65,upper,0.26017,-0.680659
0.65,upper,0.27895,-0.663896
0.65,upper,0.29033,-0.666188
0.65,upper,0.29664,-0.644640
0.65,upper,0.30806,-0.641450
0.65,upper,0.32050,-0.631167
0.65,upper,0.33188,-0.638589
0.65,upper,0.34845,-0.625814
0.65,upper,0.35983,-0.627269
0.65,upper,0.36203,-0.616785
0.65,upper,0.37342,-0.618023
0.65,upper,0.39219,-0.609519
0.65,upper,0.40358,-0.611364
0.65,upper,0.41162,-0.604659
0.65,upper,0.42302,-0.603301
0.65,upper,0.43371,-0.569906
0.65,upper,0.44509,-0.570020
0.65,upper,0.46337,-0.526604
0.65,upper,0.47476,-0.526877
0.65,upper,0.47526,-0.479779
0.65,upper,0.48664,-0.488159
0.65,upper,0.50537,-0.423422
0.65,upper,0.51676,-0.427062
0.65,upper,0.52650,-0.347984
0.65,upper,0.53788,-0.345172
0.65,upper,0.54687,-0.295831
0.65,upper,0.55823,-0.296930
0.65,upper,0.57695,-0.242826
0.65,upper,0.58829,-0.250648
0.65,upper,0.58949,-0.198103
0.65,upper,0.60088,-0.194958
0.65,upper,0.61842,-0.161620
0.65,upper,0.62978,-0.164315
0.65,upper,0.64119,-0.148339
0.65,upper,0.65254,-0.145923
0.65,upper,0.65986,-0.123442
0.65,upper,0.67121,-0.126081
0.65,upper,0.68992,-0.106557
0.65,upper,0.70127,-0.107764
0.65,upper,0.70412,-0.096013
0.65,upper,0.71547,-0.094490
0.65,upper,0.73131,-0.070924
0.65,upper,0.74265,-0.071489
0.65,upper,0.75566,-0.058697
0.65,upper,0.76700,-0.053348
0.65,upper,0.77269,-0.036580
0.65,upper,0.78402,-0.034820
0.65,upper,0.80268,-0.022622
0.65,upper,0.81401,-0.021435
0.65,upper,0.81848,-0.001119
0.65,upper,0.82982,0.005328
0.65,upper,0.84407,0.020598
0.65,upper,0.85540,0.020898
0.65,upper,0.86990,0.044358
0.65,upper,0.88122,0.048974
0.65,upper,0.88540,0.080042
0.65,upper,0.89671,0.078433
0.65,upper,0.91533,0.118205
0.65,upper,0.92663,0.114502
0.65,upper,0.93375,0.175205
0.65,upper,0.94613,0.177893
0.65,upper,0.95597,0.228860
0.65,upper,0.96233,0.227968
0.65,upper,0.96888,0.226194
0.65,upper,0.97265,0.272535
0.65,upper,0.97730,0.299004
0.65,upper,0.98435,0.309299
0.65,upper,0.98931,0.307094
0.65,upper,0.99412,0.373715
0.65,upper,0.99996,0.376301
0.65,lower,0.00000,0.814412
0.65,lower,0.00190,0.791936
0.65,lower,0.00299,0.518906
0.65,lower,0.00748,0.597011
0.65,lower,0.01258,0.313559
0.65,lower,0.01680,0.149958
0.65,lower,0.02193,0.168545
0.65,lower,0.02535,0.145836
0.65,lower,0.03382,0.055473
0.65,lower,0.05061,0.034326
0.65,lower,0.06251,0.001286
0.65,lower,0.07386,-0.026181
0.65,lower,0.08583,-0.024479
0.65,lower,0.08930,-0.036473
0.65,lower,0.10129,-0.042651
0.65,lower,0.11589,-0.059981
0.65,lower,0.12791,-0.093397
0.65,lower,0.14254,-0.094504
0.65,lower,0.15454,-0.105595
0.65,lower,0.16920,-0.103821
0.65,lower,0.18123,-0.128662
0.65,lower,0.19591,-0.139047
0.65,lower,0.20794,-0.145951
0.65,lower,0.21298,-0.151597
0.65,lower,0.22502,-0.152054
0.65,lower,0.23466,-0.152888
0.65,lower,0.24670,-0.173613
0.65,lower,0.26140,-0.176413
0.65,lower,0.27344,-0.177644
0.65,lower,0.28815,-0.192428
0.65,lower,0.30020,-0.207601
0.65,lower,0.31490,-0.212670
0.65,lower,0.32693,-0.222015
0.65,lower,0.33960,-0.214490
0.65,lower,0.35164,-0.214075
0.65,lower,0.35370,-0.235250
0.65,lower,0.36575,-0.247938
0.65,lower,0.38047,-0.240170
0.65,lower,0.39251,-0.237867
0.65,lower,0.40723,-0.245920
0.65,lower,0.41928,-0.253412
0.65,lower,0.43399,-0.254545
0.65,lower,0.44603,-0.252334
0.65,lower,0.46075,-0.250742
0.65,lower,0.47279,-0.248055
0.65,lower,0.47798,-0.246430
0.65,lower,0.49001,-0.246480
0.65,lower,0.49954,-0.243203
0.65,lower,0.51158,-0.229128
0.65,lower,0.52628,-0.229930
0.65,lower,0.53830,-0.222642
0.65,lower,0.55300,-0.213704
0.65,lower,0.56503,-0.198605
0.65,lower,0.57972,-0.187747
0.65,lower,0.59174,-0.170730
0.65,lower,0.60421,-0.165097
0.65,lower,0.61622,-0.165609
0.65,lower,0.61844,-0.164129
0.65,lower,0.63045,-0.149505
0.65,lower,0.64512,-0.138994
0.65,lower,0.65713,-0.124252
0.65,lower,0.67179,-0.114176
0.65,lower,0.68380,-0.104460
0.65,lower,0.69847,-0.092405
0.65,lower,0.71047,-0.081775
0.65,lower,0.72513,-0.079331
0.65,lower,0.73713,-0.066810
0.65,lower,0.74235,-0.052260
0.65,lower,0.75435,-0.054421
0.65,lower,0.76378,-0.044104
0.65,lower,0.77577,-0.038122
0.65,lower,0.79042,-0.030023
0.65,lower,0.80241,-0.017550
0.65,lower,0.81705,-0.006682
0.65,lower,0.82903,0.005396
0.65,lower,0.84366,0.017392
0.65,lower,0.85565,0.029926
0.65,lower,0.86845,0.040352
0.65,lower,0.88043,0.038256
0.65,lower,0.88224,0.057275
0.65,lower,0.89420,0.081821
0.65,lower,0.90881,0.094041
0.65,lower,0.92160,0.124262
0.65,lower,0.93680,0.146699
0.65,lower,0.94981,0.191100
0.65,lower,0.96156,0.217542
0.65,lower,0.97101,0.263376
0.65,lower,0.97815,0.257876
0.65,lower,0.98443,0.321654
0.65,lower,0.98991,0.329826
0.65,lower,0.99435,0.376676
0.65,lower,1.00000,0.373109
0.80,upper,0.00000,0.308634
0.80,upper,0.00211,0.229728
0.80,upper,0.00668,-0.587648
0.80,upper,0.01154,-0.509047
0.80,upper,0.01746,-1.014912
0.80,upper,0.02310,-0.963097
0.80,upper,0.02815,-0.812553
0.80,upper,0.03707,-0.815854
0.80,upper,0.04550,-0.945660
0.80,upper,0.05169,-0.840580
0.80,upper,0.06150,-0.901370
0.80,upper,0.07219,-0.882836
0.80,upper,0.08501,-0.848864
0.80,upper,0.10521,-0.905028
0.80,upper,0.11771,-0.860179
0.80,upper,0.11844,-0.860344
0.80,upper,0.13095,-0.823531
0.80,upper,0.15167,-0.817081
0.80,upper,0.16420,-0.832985
0.80,upper,0.17437,-0.823353
0.80,upper,0.18690,-0.810960
0.80,upper,0.19744,-0.777889
0.80,upper,0.20997,-0.791403
0.80,upper,0.23060,-0.766706
0.80,upper,0.24312,-0.764789
0.80,upper,0.24381,-0.719825
0.80,upper,0.25637,-0.709086
0.80,upper,0.27643,-0.683738
0.80,upper,0.28899,-0.690574
0.80,upper,0.30075,-0.657330
0.80,upper,0.31331,-0.650167
0.80,upper,0.32230,-0.618860
0.80,upper,0.33489,-0.617402
0.80,upper,0.35558,-0.571629
0.80,upper,0.36816,-0.574678
0.80,upper,0.37053,-0.532033
0.80,upper,0.38301,-0.526112
0.80,upper,0.40128,-0.483362
0.80,upper,0.41384,-0.482179
0.80,upper,0.42746,-0.411485
0.80,upper,0.44001,-0.415087
0.80,upper,0.44706,-0.354270
0.80,upper,0.45961,-0.351984
0.80,upper,0.48020,-0.308348
0.80,upper,0.49281,-0.305301
0.80,upper,0.49736,-0.260488
0.80,upper,0.50989,-0.254475
0.80,upper,0.52603,-0.216518
0.80,upper,0.53854,-0.215933
0.80,upper,0.55410,-0.216453
0.80,upper,0.56664,-0.211652
0.80,upper,0.57177,-0.187887
0.80,upper,0.58430,-0.188511
0.80,upper,0.60492,-0.166280
0.80,upper,0.61744,-0.168592
0.80,upper,0.62356,-0.148243
0.80,upper,0.63609,-0.142597
0.80,upper,0.65062,-0.118828
0.80,upper,0.66313,-0.122219
0.80,upper,0.68043,-0.101296
0.80,upper,0.69294,-0.100938
0.80,upper,0.69627,-0.084695
0.80,upper,0.70878,-0.085038
0.80,upper,0.72938,-0.066183
0.80,upper,0.74187,-0.065016
0.80,upper,0.74975,-0.045877
0.80,upper,0.76224,-0.040953
0.80,upper,0.77497,-0.030307
0.80,upper,0.78750,-0.030202
0.80,upper,0.80653,-0.006840
0.80,upper,0.81901,-0.001937
0.80,upper,0.82061,0.009899
0.80,upper,0.83310,0.010442
0.80,upper,0.85370,0.034522
0.80,upper,0.86618,0.033521
0.80,upper,0.87569,0.052976
0.80,upper,0.88807,0.058682
0.80,upper,0.89914,0.100309
0.80,upper,0.91184,0.100264
0.80,upper,0.92925,0.152605
0.80,upper,0.94321,0.161090
0.80,upper,0.95117,0.215906
0.80,upper,0.96091,0.210395
0.80,upper,0.96875,0.255191
0.80,upper,0.97488,0.259916
0.80,upper,0.98368,0.294618
0.80,upper,0.98902,0.293502
0.80,upper,0.99086,0.298444
0.80,upper,0.99293,0.370743
0.80,upper,0.99962,0.372069
0.80,lower,0.00000,0.880198
0.80,lower,0.00229,0.771022
0.80,lower,0.00666,0.530247
0.80,lower,0.01181,0.517977
0.80,lower,0.01784,0.109042
0.80,lower,0.02471,0.158890
0.80,lower,0.03298,0.083631
0.80,lower,0.03905,0.090728
0.80,lower,0.04511,-0.008453
0.80,lower,0.05399,-0.009914
0.80,lower,0.06036,-0.006219
0.80,lower,0.07675,0.011647
0.80,lower,0.09160,-0.051825
0.80,lower,0.09325,-0.078220
0.80,lower,0.10672,-0.078791
0.80,lower,0.12130,-0.078223
0.80,lower,0.13462,-0.099095
0.80,lower,0.15076,-0.120281
0.80,lower,0.16401,-0.132591
0.80,lower,0.18018,-0.136632
0.80,lower,0.19345,-0.165325
0.80,lower,0.20961,-0.170681
0.80,lower,0.22288,-0.171358
0.80,lower,0.23493,-0.185459
0.80,lower,0.24820,-0.183357
0.80,lower,0.25235,-0.197216
0.80,lower,0.26563,-0.199368
0.80,lower,0.28186,-0.205488
0.80,lower,0.29512,-0.228265
0.80,lower,0.31132,-0.241208
0.80,lower,0.32460,-0.250070
0.80,lower,0.34081,-0.248572
0.80,lower,0.35409,-0.241550
0.80,lower,0.37032,-0.251599
0.80,lower,0.38359,-0.270181
0.80,lower,0.38770,-0.267021
0.80,lower,0.40097,-0.268810
0.80,lower,0.41310,-0.274955
0.80,lower,0.42637,-0.267342
0.80,lower,0.44258,-0.252320
0.80,lower,0.45586,-0.255979
0.80,lower,0.47209,-0.261377
0.80,lower,0.48536,-0.247868
0.80,lower,0.50158,-0.243932
0.80,lower,0.51485,-0.236493
0.80,lower,0.52692,-0.218064
0.80,lower,0.54017,-0.221061
0.80,lower,0.54431,-0.203437
0.80,lower,0.55756,-0.204028
0.80,lower,0.57376,-0.191437
0.80,lower,0.58701,-0.174098
0.80,lower,0.60319,-0.165619
0.80,lower,0.61643,-0.149289
0.80,lower,0.63262,-0.137359
0.80,lower,0.64586,-0.125457
