x_c,cp,surface
0.888546,-0.013685,upper
0.893505,-0.000899,upper
0.898464,-0.000618,upper
0.903422,0.013577,upper
0.908380,0.013989,upper
0.913337,0.028654,upper
0.918294,0.027292,upper
0.923250,0.045949,upper
0.928205,0.044233,upper
0.933161,0.063983,upper
0.938115,0.063043,upper
0.943069,0.083789,upper
0.948023,0.083726,upper
0.952976,0.107196,upper
0.957928,0.104292,upper
0.962880,0.135905,upper
0.967831,0.132674,upper
0.972782,0.170122,upper
0.977732,0.167892,upper
0.982682,0.218830,upper
0.987630,0.210416,upper
0.992579,0.313122,upper
0.997526,0.332804,upper
0.000732,0.707779,lower
0.002196,0.776176,lower
0.004610,0.988839,lower
0.007975,0.990441,lower
0.011715,0.790824,lower
0.015832,0.814295,lower
0.020112,0.607772,lower
0.024556,0.638730,lower
0.029086,0.485348,lower
0.033701,0.502051,lower
0.038367,0.383566,lower
0.043084,0.391490,lower
0.047835,0.302798,lower
0.052620,0.312608,lower
0.057428,0.248393,lower
0.062260,0.251614,lower
0.067108,0.198559,lower
0.071974,0.202443,lower
0.076853,0.160196,lower
0.081744,0.160298,lower
0.086646,0.124367,lower
0.091558,0.127197,lower
0.096477,0.097399,lower
0.101405,0.098514,lower
0.106339,0.072555,lower
0.111279,0.074172,lower
0.116225,0.052090,lower
0.121176,0.052367,lower
0.126131,0.033270,lower
0.131090,0.034303,lower
0.136053,0.019621,lower
0.141019,0.019928,lower
0.145989,0.003777,lower
0.150961,0.005372,lower
0.155936,-0.007582,lower
0.160913,-0.007394,lower
0.165893,-0.017754,lower
0.170874,-0.017343,lower
0.175857,-0.027496,lower
0.180842,-0.026651,lower
0.185828,-0.036279,lower
0.190816,-0.035594,lower
0.195805,-0.041491,lower
0.200795,-0.043607,lower
0.205787,-0.048897,lower
0.210779,-0.047925,lower
0.215772,-0.054283,lower
0.220766,-0.053995,lower
0.225760,-0.058495,lower
0.230756,-0.059293,lower
0.235751,-0.063372,lower
0.240748,-0.063116,lower
0.245744,-0.066497,lower
0.250742,-0.066630,lower
0.255739,-0.070417,lower
0.260737,-0.069642,lower
0.265735,-0.072545,lower
0.270733,-0.072514,lower
0.275732,-0.074708,lower
0.280730,-0.074567,lower
0.285729,-0.076664,lower
0.290728,-0.076245,lower
0.295727,-0.077751,lower
0.300726,-0.077407,lower
0.305725,-0.078515,lower
0.310723,-0.078864,lower
0.315722,-0.079851,lower
0.320721,-0.079589,lower
0.325720,-0.080379,lower
0.330718,-0.080240,lower
0.335716,-0.080746,lower
0.340715,-0.080529,lower
0.345713,-0.080632,lower
0.350711,-0.080396,lower
0.355708,-0.079939,lower
0.360706,-0.080068,lower
0.365703,-0.080139,lower
0.370700,-0.080577,lower
0.375697,-0.079424,lower
0.380693,-0.079506,lower
0.385690,-0.078462,lower
0.390686,-0.078525,lower
0.395682,-0.077988,lower
0.400677,-0.078187,lower
0.405672,-0.077147,lower
0.410667,-0.076985,lower
0.415662,-0.075797,lower
0.420656,-0.075675,lower
0.425650,-0.074548,lower
0.430644,-0.074450,lower
0.435637,-0.073442,lower
0.440630,-0.073215,lower
0.445623,-0.071884,lower
0.450615,-0.071677,lower
0.455607,-0.070226,lower
0.460599,-0.070253,lower
0.465590,-0.068668,lower
0.470581,-0.068835,lower
0.475572,-0.066694,lower
0.480562,-0.066912,lower
0.485552,-0.065054,lower
0.490541,-0.065188,lower
0.495531,-0.063242,lower
0.500520,-0.062925,lower
0.505508,-0.061329,lower
0.510496,-0.061212,lower
0.515484,-0.059310,lower
0.520472,-0.059372,lower
0.525459,-0.057321,lower
0.530446,-0.057197,lower
0.535432,-0.054994,lower
0.540418,-0.055034,lower
0.545404,-0.052813,lower
0.550389,-0.052855,lower
0.555374,-0.050629,lower
0.560359,-0.050738,lower
0.565343,-0.048471,lower
0.570327,-0.048405,lower
0.575311,-0.046028,lower
0.580294,-0.045906,lower
0.585277,-0.043525,lower
0.590259,-0.043585,lower
0.595242,-0.041272,lower
0.600223,-0.041203,lower
0.605205,-0.038502,lower
0.610186,-0.038383,lower
0.615167,-0.036101,lower
0.620147,-0.036261,lower
0.625127,-0.033599,lower
0.630107,-0.033525,lower
0.635086,-0.030889,lower
0.640065,-0.030719,lower
0.645044,-0.028087,lower
0.650022,-0.028117,lower
0.655000,-0.025324,lower
0.659978,-0.025310,lower
0.664955,-0.022528,lower
0.669932,-0.022370,lower
0.674908,-0.019680,lower
0.679885,-0.019856,lower
0.684860,-0.016343,lower
0.689836,-0.016469,lower
0.694811,-0.013568,lower
0.699786,-0.013616,lower
0.704760,-0.010489,lower
0.709734,-0.010490,lower
0.714708,-0.007281,lower
0.719681,-0.007099,lower
0.724654,-0.003931,lower
0.729627,-0.003719,lower
0.734599,-0.000432,lower
0.739571,-0.000462,lower
0.744542,0.002969,lower
0.749514,0.003025,lower
0.754484,0.006705,lower
0.759455,0.006621,lower
0.764425,0.010416,lower
0.769394,0.010501,lower
0.774364,0.014429,lower
0.779333,0.014449,lower
0.784301,0.018285,lower
0.789269,0.018460,lower
0.794237,0.022757,lower
0.799204,0.022787,lower
0.804171,0.027042,lower
0.809138,0.027299,lower
0.814104,0.031991,lower
0.819070,0.031793,lower
0.824035,0.036728,lower
0.829000,0.036688,lower
0.833965,0.041754,lower
0.838929,0.041870,lower
0.843892,0.047477,lower
0.848856,0.047320,lower
0.853818,0.053194,lower
0.858781,0.053214,lower
0.863743,0.059398,lower
0.868704,0.059370,lower
0.873665,0.066087,lower
0.878626,0.066360,lower
0.883586,0.073051,lower
0.888546,0.073213,lower
0.893505,0.080847,lower
0.898464,0.081148,lower
0.903422,0.089322,lower
0.908380,0.089935,lower
0.913337,0.099259,lower
0.918294,0.098912,lower
0.923250,0.109817,lower
0.928205,0.109801,lower
0.933161,0.121213,lower
0.938115,0.121971,lower
0.943069,0.134731,lower
0.948023,0.134828,lower
0.952976,0.151843,lower
0.957928,0.152315,lower
0.962880,0.170736,lower
0.967831,0.173127,lower
0.972782,0.195383,lower
0.977732,0.200404,lower
0.982682,0.229646,lower
0.987630,0.243402,lower
0.992579,0.311925,lower
0.997526,0.333974,lower
