node,x_c,F_delta,F_A,F_B,F_Psi,F_Ct1,F_Ct2,F_max
290,0.15344726908224227,-1.004086967126852e-07,-4.111427611972242e-10,-2.433288014993792e-07,-3.195085833190488e-08,1.4722824417329214e-09,-3.9026255331609486e-19,2.433288014993792e-07
291,0.14350256330656763,-9.129479260375535e-07,-2.6960469177852876e-08,-2.2281115744836916e-06,1.806282499084852e-08,8.509274858975627e-09,-6.615757355888493e-18,2.2281115744836916e-06
292,0.133569679339037,3.1697500096645807e-07,9.09985105131979e-08,9.600404781643856e-07,1.7636217946036277e-07,1.709316595171288e-08,-1.1305605757758878e-17,9.600404781643856e-07
293,0.12365098950869396,4.385690808037743e-07,1.372880104295031e-07,1.1853242056771964e-06,2.4234823384301636e-07,5.452980788334673e-09,-1.9007138781925143e-17,1.1853242056771964e-06
294,0.11374943178757883,-7.055023458879719e-08,-3.634806990154962e-08,-1.9074244693974592e-07,-3.881379829917352e-08,1.4667263545702966e-09,-2.5343262651779063e-17,1.9074244693974592e-07
295,0.10386870755488974,4.882348213311814e-08,4.8918150104467336e-08,1.4333477519695322e-07,6.477695825328186e-08,2.045750807443411e-09,-4.232361846721051e-17,1.4333477519695322e-07
296,0.09401356129771836,9.404180143614717e-08,-1.3809924012183932e-08,2.80727733166274e-07,-1.34331973100774e-08,3.96494947963056e-09,-6.555825451072001e-17,2.80727733166274e-07
297,0.08419020786742286,1.030691128593747e-07,2.3269869787442582e-08,2.9062972912827655e-07,2.9397956845184942e-08,2.5238654030263756e-09,-6.468476504398429e-17,2.9062972912827655e-07
298,0.07440700286433335,1.1960824262142813e-07,8.028447314703476e-09,3.550272991005785e-07,1.193376131332041e-08,3.6039933036671364e-09,2.4196524486396117e-16,3.550272991005785e-07
299,0.0646755325324012,2.402934005955805e-07,-8.432519162883967e-09,6.561336366093216e-07,-8.266854861013074e-09,3.687731376273809e-09,2.2470367089027766e-15,6.561336366093216e-07
300,0.055012498702031475,2.2029454609834552e-07,-9.29566490544524e-09,6.145963397624638e-07,-9.866930357796723e-09,1.384825217659666e-09,-7.579669444907353e-15,6.145963397624638e-07
301,0.045443153800991516,-2.028838408176088e-08,-2.7003489312364622e-09,-1.5928288629214184e-08,-4.693783693017064e-09,6.469526312617896e-17,-2.1706736987863774e-10,2.028838408176088e-08
302,0.036008080678837574,-3.614153978330636e-08,-7.657282724789531e-10,-9.672354076676462e-08,-3.0463762339931647e-09,0.0,-2.17067369878512e-10,9.672354076676462e-08
303,0.026778000454259234,-1.8448046153227084e-09,1.2953404465329832e-09,-2.535844352350788e-08,-1.5152828962711437e-09,0.0,-2.17067369878512e-10,2.535844352350788e-08
304,0.017890475740218563,-4.393187202911264e-16,0.0,3.1129412391763725e-14,-2.537899291232203e-17,0.0,0.0,3.1129412391763725e-14
305,0.009656878754864286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0029280046020373667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,0.002928004628695131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,0.009656878830778867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.017890475873309455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0267780006449475,0.03441549823608509,0.002125295951357486,-0.2712143686328853,-0.4486632170871953,0.0,-2.17067369878512e-10,0.4486632170871953
311,0.03600808092699955,0.005737307092501577,0.00035393677344194765,-0.04521129863290041,-0.07478847438485312,0.0,-2.17067369878512e-10,0.07478847438485312
312,0.04544315410538627,9.89447331647831e-06,-2.319721354343152e-05,-1.913661740280225e-05,8.867211996034566e-07,0.0,-2.17067369878512e-10,2.319721354343152e-05
313,0.05501249906370645,3.427679398226175e-06,-1.7741580684700707e-05,8.049803580408551e-05,-4.557617401890866e-05,-9.711482526071344e-06,8.063288295298221e-09,8.049803580408551e-05
314,0.06467553295054075,-1.2613299019169217e-05,2.7012566241354313e-06,0.00012127011433434972,0.0005646689969247935,8.152198541531396e-06,-2.6155539969975277e-07,0.0005646689969247935
315,0.07440700333898069,-0.00012960758309604482,3.3135605225040386e-05,-0.0002138770258373669,0.0011730929632434459,0.0001104541158687964,-9.167882994678184e-06,0.0011730929632434459
316,0.08419020840001401,-3.1214658452371596e-05,1.6019412975201064e-05,-2.8442442225792494e-05,7.6078141525224685e-06,4.487215029485524e-05,-2.295638493938211e-05,4.487215029485524e-05
317,0.09401356188692885,5.0576526505526824e-05,-1.8176966598387658e-05,0.00028908108826683547,-0.00028740349763292487,-0.00011313416819804576,-1.4745380445147532e-05,0.00028908108826683547
318,0.10386870820108043,3.189584654265126e-05,7.575174541035309e-05,2.6249779103690504e-05,-0.0010651619964708722,7.588564594959503e-06,-3.3916295170260057e-06,0.0010651619964708722
319,0.11374943249048204,-5.444130489003713e-05,7.054883932532013e-05,0.00015338604168859478,-0.0015752919160534863,2.974174897752062e-05,5.693278880813949e-07,0.0015752919160534863
320,0.12365099026841783,3.6307362179488597e-06,-2.0949194941240863e-05,0.0003655286921363446,-0.0017691552997079001,-6.250398710385694e-06,1.140033991084949e-07,0.0017691552997079001
321,0.13356968015527088,-0.003099779954266534,-0.0001918930560183059,-0.0042492583403419435,-0.0005961412625780407,-4.528940579335934e-05,-8.936612568583563e-09,0.0042492583403419435
322,0.1435025641777411,-0.003122669822293587,-0.00014845251546821638,-0.0042894112487082605,-0.0001996318604688885,-0.0001624412552595767,-7.581837069629535e-09,0.0042894112487082605
323,0.15344727001052919,0.0002595735419512093,0.00010641361200571686,0.002290511245336288,0.01114153975693709,0.00016222439561599443,1.5955743190311314e-08,0.01114153975693709
324,0.16340185401186597,0.001593658915271009,0.0007302660119246233,0.01404566747504405,0.06687074274637193,9.407622200489907e-05,-4.399017182963862e-08,0.06687074274637193
325,0.17336471387761648,0.00025201956063356873,0.0001635961629110717,0.0022669794438144753,0.011255308468651,1.6614178641891343e-05,-7.687301119487028e-09,0.011255308468651
326,0.18333450659637918,-1.0834355343436747e-05,-1.0782600161971242e-06,-7.099857283449344e-05,-0.00011859454387188008,-1.4021323767574488e-06,-8.338556227986401e-10,0.00011859454387188008
327,0.19331009994334047,1.5563144173283358e-05,-5.5221073270125e-06,8.892781812990856e-05,-1.8182219402271297e-05,-4.807369706974937e-07,-2.1689210376342685e-09,8.892781812990856e-05
328,0.20329053358506027,-1.8785791140287038e-06,6.724807894627608e-07,-2.8010082555960282e-05,3.252197720688162e-06,3.5295033748740685e-06,-3.4522240931835603e-10,2.8010082555960282e-05
329,0.2132749866687433,-3.2676709233753124e-06,1.5001558446249485e-07,-1.612923719934641e-05,-6.961354459796589e-06,-8.837877992140209e-06,-2.675535994525311e-12,1.612923719934641e-05
330,0.22326275038389795,7.52875676989068e-06,7.136658791238862e-08,1.9072887239548455e-05,7.656330434248531e-07,-5.9882809547646455e-06,3.4092270255425464e-13,1.9072887239548455e-05
331,0.23325321616449693,1.3204106434013389e-06,-1.9512851086822813e-06,3.5282547132757762e-06,-2.6733181684876307e-06,-5.092121418247727e-07,-3.94169992741632e-13,3.5282547132757762e-06
332,0.24324585415782976,3.3174246211877407e-06,9.089649964473422e-07,7.6251972670761896e-06,1.0263091268054719e-06,-2.0177158578649642e-07,-7.893890870059292e-13,7.6251972670761896e-06
333,0.2532402040137527,1.6750252938339588e-06,5.10942171146406e-07,3.485417170262538e-06,5.302144195992765e-07,1.1054752377960774e-07,-1.9691209632720602e-13,3.485417170262538e-06
334,0.26323586196339144,4.450707290879002e-07,1.3041516196695298e-07,7.975805696559438e-07,8.146672682422466e-08,-3.527002379279698e-09,-1.0881021885418471e-13,7.975805696559438e-07
335,0.27323247746215096,1.306861194551561e-06,-1.0505205075718322e-07,2.635323245563544e-06,-1.2602794171352337e-07,3.8680081078127145e-08,-3.319947816091835e-14,2.635323245563544e-06
336,0.2832297387247238,9.617266323793764e-07,-6.193734973060091e-07,1.9213851448302077e-06,-5.759811322127578e-07,2.346099338266626e-08,-1.8571291326745415e-14,1.9213851448302077e-06
337,0.2932273769406551,8.826532758191495e-07,-7.110172443764091e-07,1.8595406421426655e-06,-6.624571832338281e-07,1.2377298836740564e-08,-1.3749289690876966e-14,1.8595406421426655e-06
338,0.30322515271765055,-5.078320321379486e-07,6.589661798808483e-07,-8.940763511644891e-07,6.622292580090855e-07,6.348638404316114e-09,-8.981142338353921e-15,8.940763511644891e-07
339,0.313222856193014,-1.3406027783032217e-06,1.0831709223745853e-07,-2.6151862426640067e-06,7.45622347877597e-08,-3.4122344841100305e-10,-6.289216565509538e-15,2.6151862426640067e-06
340,0.3232203027963086,6.541591265325189e-07,-2.015689534197763e-06,1.2426742154019994e-06,-1.9896978060042784e-06,4.467504162858022e-09,-3.770384842014469e-15,2.015689534197763e-06
341,0.3332173301049513,-4.454734779997976e-08,-2.001451667741404e-06,-2.6139335775409045e-07,-2.020103409547756e-06,6.450955426860957e-09,-1.9856551728620462e-15,2.020103409547756e-06
342,0.3432137954102555,-3.6997654805717526e-07,7.55243665237387e-07,-6.391494088861144e-07,8.318129564193568e-07,1.2854649230311361e-08,-9.955314336233409e-16,8.318129564193568e-07
343,0.3532095737192942,-9.480841854644319e-07,2.151708237807288e-06,-1.774384036336559e-06,2.3260959260309547e-06,-2.937792361865332e-09,-7.241088866128627e-16,2.3260959260309547e-06
344,0.3632045537943491,2.0517312680290927e-07,1.5554738868206084e-06,2.7657708415641386e-07,1.4726007513367733e-06,-4.39517030505212e-08,2.7336402895594095e-17,1.5554738868206084e-06
345,0.3731986409643311,5.941082826605661e-07,-3.286885745484965e-07,1.1413787902104228e-06,-3.433185245504189e-07,7.007921983038379e-10,-4.0325534212420315e-16,1.1413787902104228e-06
346,0.3831917500127638,-1.9847113801884109e-07,-8.932523227454358e-08,-3.20324190836077e-07,-5.8333856120011875e-08,5.48835839492299e-09,-2.7640131277413156e-16,3.20324190836077e-07
347,0.39318380863391494,-2.3685074939088664e-07,1.1623250993021367e-07,-3.928524303150258e-07,1.2234310296312162e-07,4.4667609417959006e-09,-2.267476693391318e-16,3.928524303150258e-07
348,0.4031747533144754,-1.4834578435787638e-07,9.666630056302979e-08,-2.387670020867638e-07,9.99355502987821e-08,3.6282308408359744e-09,-1.7320934204839725e-16,2.387670020867638e-07
349,0.4131645287336001,-8.281685806355382e-08,5.624209434303677e-08,-1.2347485802805746e-07,6.010112918056758e-08,3.0011254987250688e-09,-1.2967317874053612e-16,1.2347485802805746e-07
350,0.42315308798536977,-4.6222693888408536e-08,2.7670692898111632e-08,-5.952326834453e-08,3.1934878472109505e-08,2.530577272384168e-09,-9.721074016177989e-17,5.952326834453e-08
351,0.43314039160150275,-2.7158453087579004e-08,1.244111254023278e-08,-2.711214482717374e-08,1.6710361510038356e-08,2.1709717577103996e-09,-7.329015136145409e-17,2.7158453087579004e-08
352,0.4431264042012629,-1.74893788923669e-08,6.946400064957547e-09,-1.1560484244286335e-08,1.1119074200808598e-08,1.8957363138648974e-09,-5.56389400204447e-17,1.74893788923669e-08
353,0.4531110974761132,-1.3188031941497931e-08,4.755041650143691e-09,-5.59543351929943e-09,8.778304480215875e-09,1.681874870390988e-09,-4.250178593576062e-17,1.3188031941497931e-08
354,0.4630944476041593,-1.1836999463245401e-08,6.126071341107777e-09,-4.772064153396355e-09,1.0068786842767043e-08,1.5149277068905218e-09,-3.264689657680978e-17,1.1836999463245401e-08
355,0.4730764356808704,-1.1688629263115833e-08,6.965098424042087e-09,-5.997757554864897e-09,1.0969524851437312e-08,1.3848197846755925e-09,-2.5203226150329332e-17,1.1688629263115833e-08
356,0.4830570443073074,-1.2685601944571452e-08,4.893295010854854e-09,-9.150464923535072e-09,8.999717684238092e-09,1.276776617070459e-09,-1.9535654858055692e-17,1.2685601944571452e-08
357,0.49303626110825477,-1.420900667010599e-08,2.4536925024594933e-09,-1.3212938164917448e-08,6.684846709084087e-09,1.183563831544346e-09,-1.5204881971132924e-17,1.420900667010599e-08
358,0.503014076866635,-1.595505806113957e-08,1.3952455100924925e-10,-1.7642041475669983e-08,4.334848507733144e-09,1.1046872480625563e-09,-1.1876917588381479e-17,1.7642041475669983e-08
359,0.5129904844281422,-1.8101850128044664e-08,1.732222082435752e-09,-2.2684645139045776e-08,5.826157883898824e-09,1.0403270055185414e-09,-9.309102682030546e-18,2.2684645139045776e-08
360,0.5229654772827211,-2.0170034396288592e-08,3.3097512936585444e-09,-2.7478935302339053e-08,7.438203989536116e-09,9.869309779730295e-10,-7.317499744249167e-18,2.7478935302339053e-08
361,0.532939052276885,-2.2182937306751067e-08,4.429365896739342e-09,-3.201694263358811e-08,8.634512765699205e-09,9.415253158388034e-10,-5.767216977696856e-18,3.201694263358811e-08
362,0.5429112082571138,-2.397480658471662e-08,4.9919481574031574e-09,-3.6069365940688015e-08,9.390190329199121e-09,9.016121560522525e-10,-4.556661104129167e-18,3.6069365940688015e-08
363,0.5528819443917188,-2.549865194186979e-08,3.5794461959945976e-09,-3.968475128324651e-08,8.113882443905056e-09,8.640314328225778e-10,-3.6085213359217265e-18,3.968475128324651e-08
364,0.5628512594138629,-2.730533640369017e-08,3.6299108245535638e-09,-4.3696776768209906e-08,8.207039075955143e-09,8.322625243997333e-10,-2.864203553052809e-18,4.3696776768209906e-08
365,0.5728191550571956,-2.9099998105451772e-08,3.726650140965081e-09,-4.758095300372765e-08,8.445869250152961e-09,8.029613052299634e-10,-2.278190185625208e-18,4.758095300372765e-08
366,0.5827856337129814,-3.0845346304640303e-08,2.9854000325356e-09,-5.13694742350315e-08,7.774136198142693e-09,7.734752508563102e-10,-1.815585454759274e-18,5.13694742350315e-08
367,0.5927506955448977,-3.29479057759658e-08,3.6483607413180445e-09,-5.5665687456609826e-08,8.475547805773367e-09,7.467286734330603e-10,-1.4497232322928854e-18,5.5665687456609826e-08
368,0.6027143425513377,-3.444871399328618e-08,4.276751036882019e-09,-5.888464004165883e-08,9.2906899790614e-09,7.233958203104179e-10,-1.1596573250774047e-18,5.888464004165883e-08
369,0.6126765778571047,-3.5957067268055336e-08,3.0030694343298424e-09,-6.210219672825868e-08,8.085516101824886e-09,6.99330932739723e-10,-9.291734576282191e-19,6.210219672825868e-08
370,0.6226374023231162,-3.7660388993101e-08,4.736736642158968e-09,-6.55554630985283e-08,9.850498281913653e-09,6.794969648850848e-10,-7.458043726455708e-19,6.55554630985283e-08
371,0.6325968159668962,-3.919492089473558e-08,3.917289750527503e-09,-6.869243635313173e-08,9.226499475332506e-09,6.573519022856909e-10,-5.995574073123991e-19,6.869243635313173e-08
372,0.6425548205427798,-4.10398958824283e-08,3.607965967604164e-09,-7.22704014344419e-08,9.00716240846501e-09,6.34268352535671e-10,-4.827143559505688e-19,7.22704014344419e-08
373,0.6525114173211151,-4.2742357394795715e-08,4.704730629596505e-09,-7.551709605141502e-08,1.0202235329072273e-08,6.141348205585841e-10,-3.8922229060839373e-19,7.551709605141502e-08
374,0.6624666027279849,-4.433102562532754e-08,3.2723085855667424e-09,-7.864939069905754e-08,8.965034363605842e-09,5.898074508051131e-10,-3.142741451885796e-19,7.864939069905754e-08
375,0.6724203771374981,-4.644543858040279e-08,4.118048729460451e-09,-8.253578020809096e-08,9.745385235566365e-09,5.690784888405709e-10,-2.5411773971244988e-19,8.253578020809096e-08
376,0.6823727386641666,-4.824225729561808e-08,8.23582404807874e-09,-8.57099415293428e-08,1.395654453464816e-08,5.542595173420387e-10,-2.0576504975405167e-19,8.57099415293428e-08
377,0.6923236814042223,-4.9714787617838306e-08,5.922469692229879e-09,-8.841870711889602e-08,1.2041355735639531e-08,5.281827055257869e-10,-1.668015446766461e-19,8.841870711889602e-08
378,0.7022732016550537,-5.156149918652919e-08,4.887650636933484e-09,-9.171109287227554e-08,1.1169495410800879e-08,5.032117973172594e-10,-1.3538601978661944e-19,9.171109287227554e-08
379,0.7122212943054135,-5.3797292716315775e-08,4.36718550892491e-09,-9.556290783006537e-08,1.0766814307046181e-08,4.78844774513087e-10,-1.1002633012107546e-19,9.556290783006537e-08
380,0.7221679500110973,-5.632388910250249e-08,3.931595614634207e-09,-9.983854854785892e-08,1.0513046348694157e-08,4.507038695140215e-10,-8.952184338246531e-20,9.983854854785892e-08
381,0.7321131610151015,-5.890668016260091e-08,4.356175228918633e-09,-1.0414262103371954e-07,1.098192136658877e-08,4.2415515767797856e-10,-7.292095097563947e-20,1.0414262103371954e-07
382,0.7420569154957535,-6.144078772301948e-08,5.565245078137199e-09,-1.0830821809700219e-07,1.233129233243003e-08,3.980128358808374e-10,-5.946871181101545e-20,1.0830821809700219e-07
383,0.7519992014038325,-6.412296761182193e-08,5.921026904609853e-09,-1.1268850854856228e-07,1.2787276819576903e-08,3.7025597735355144e-10,-4.855041836453491e-20,1.1268850854856228e-07
384,0.7619400059844613,-6.70208493342823e-08,6.958735702169549e-09,-1.172359922674175e-07,1.4083502567276605e-08,3.413050059635881e-10,-3.968253583676062e-20,1.172359922674175e-07
385,0.7718793116038026,-6.999287145859297e-08,5.963202608096546e-09,-1.2190296504348837e-07,1.338318250096201e-08,3.07098870757299e-10,-3.246389011584012e-20,1.2190296504348837e-07
386,0.7818171022406405,-7.34825620356051e-08,5.068005865505585e-09,-1.2730130768402004e-07,1.2802840453006838e-08,2.6943513919781654e-10,-2.6586330319152446e-20,1.2730130768402004e-07
387,0.791753356992931,-7.77102710193034e-08,6.107822625186942e-09,-1.33824940678815e-07,1.3877598957420201e-08,2.327364582650058e-10,-2.179735056386934e-20,1.33824940678815e-07
388,0.8016880537942684,-8.216891651795357e-08,6.2726432355938015e-09,-1.4054295271958215e-07,1.4416242907024806e-08,1.9066306623723498e-10,-1.7890150874115808e-20,1.4054295271958215e-07
389,0.8116211715918191,-8.694054170755861e-08,7.862328480566518e-09,-1.4766516616918394e-07,1.6142403572262248e-08,1.4809888090416705e-10,-1.4695740030894592e-20,1.4766516616918394e-07
390,0.821552679892781,-9.196682222686603e-08,1.0312193417905451e-08,-1.5506018424290686e-07,1.8783788637881755e-08,1.0571575398277824e-10,-1.2086516222100186e-20,1.5506018424290686e-07
391,0.8314825550610474,-9.70882229359792e-08,8.743567148060909e-09,-1.625314499640077e-07,1.7787650495533893e-08,5.329546098499465e-11,-9.947890729867066e-21,1.625314499640077e-07
392,0.8414107631229872,-1.0373975234468749e-07,1.0955831548936511e-08,-1.7221446493712753e-07,2.0102535852066807e-08,7.520409592741045e-15,-8.196654021859319e-21,1.7221446493712753e-07
393,0.851337271807381,-1.1123084795911089e-07,1.278090723520344e-08,-1.8300298148725573e-07,2.2290672051489166e-08,-6.035870655090004e-11,-6.762985277145058e-21,1.8300298148725573e-07
394,0.861262044028687,-1.1953108210283877e-07,1.2953752501657958e-08,-1.947565492252078e-07,2.2971168279207988e-08,-1.2664022686432855e-10,-5.583215153226275e-21,1.947565492252078e-07
395,0.8711850447481982,-1.293420800902865e-07,1.3683282407150859e-08,-2.0879862091546271e-07,2.4278727114512268e-08,-2.1463630232929067e-10,-4.6124403327036626e-21,2.0879862091546271e-07
396,0.8811062316526009,-1.4012723634062218e-07,1.1242214486655346e-08,-2.2407675254124056e-07,2.2609391405574436e-08,-3.070865075910575e-10,-3.8174915495753814e-21,2.2407675254124056e-07
397,0.8910255592716221,-1.533681833460674e-07,1.3899816634629607e-08,-2.422625299898553e-07,2.5503185870746134e-08,-3.8289917903656817e-10,-3.1620343599189604e-21,2.422625299898553e-07
398,0.9009429845474467,-1.7184684123207403e-07,1.5353508689054826e-08,-2.689418152621972e-07,2.7407145326527057e-08,-5.380057685800608e-10,-2.6183190501434013e-21,2.689418152621972e-07
399,0.91085845389405,-1.9697020748331296e-07,2.3570634335706367e-08,-3.0528108028572866e-07,3.4771964889791254e-08,-6.765561089403343e-10,-2.1819604824296547e-21,3.0528108028572866e-07
400,0.9207719157820895,-2.1659423855387747e-07,3.7886206304609153e-08,-3.292798429649538e-07,4.9022436587240975e-08,-7.473586427834661e-10,-1.8165484399534783e-21,3.292798429649538e-07
401,0.9306833175257317,-2.771760737955198e-07,4.873410215503007e-08,-4.18639660583019e-07,5.942644839959116e-08,-1.0787282913374786e-09,-1.5023201176942764e-21,4.18639660583019e-07
402,0.9405925964928253,-3.6318491140503064e-07,2.9738729803946468e-08,-5.537378304891457e-07,4.491553517085255e-08,-1.3501892670535092e-09,-1.2666093171318362e-21,5.537378304891457e-07
403,0.9504996933920147,-1.1212128619150079e-07,3.074191893527175e-07,-1.1489795422308062e-07,2.629886306738513e-07,-9.843799294755255e-10,-1.0625658544477358e-21,3.074191893527175e-07
404,0.9604045413619378,-2.0661917348817893e-06,-2.219491296977725e-06,-3.644388737610525e-06,-1.6305978090459444e-06,-2.1270226655779206e-09,-9.356457926747563e-22,3.644388737610525e-06
405,0.970307070712698,1.8300607071300413e-06,1.2472134381328556e-06,3.18976322480374e-06,9.138943734729708e-07,4.920321047372427e-09,-6.512098572832893e-22,3.18976322480374e-06
406,0.9802072088304364,-5.677196712300547e-07,2.0478381606244548e-07,-7.168686019940285e-07,1.308938049004945e-07,-1.995935331022059e-09,-5.594167227655805e-22,7.168686019940285e-07
407,0.9901048859059101,-9.037860682608939e-07,-7.029319293376473e-08,-1.120005406408798e-06,2.0353026852587265e-08,-1.9593140220900017e-09,-5.5826250277322385e-22,1.120005406408798e-06
408,1.0,7.1872965079040145e-06,3.6601085008041433e-06,1.2915354048223528e-05,-3.520466480271128e-05,-5.363958327208859e-06,-3.9416313772518905e-20,3.520466480271128e-05
409,1.0,-8.633899054421013e-07,1.8306422292453526e-05,2.569989649891782e-06,1.4764746185884138e-05,-2.421993678186101e-07,-8.748924835867243e-21,1.8306422292453526e-05
