state,arm,eta,half,d
WB M0.78,P1,0.9,0.04,0.02551284689364089
WB M0.78,P1,0.96,0.04,0.8190252957205453
WB M0.78,P1,0.99,0.04,0.8712973437096697
WB M0.78,P2,0.2,0.01,0.024117582700566853
WB M0.78,P2,0.44,0.01,-0.019161167611375318
WB M0.78,P2,0.65,0.01,-0.03591442074617157
WB M0.78,P2,0.8,0.01,-0.0008115229733661744
WB M0.78,P2,0.9,0.01,-0.009329826486538073
WB M0.78,P2,0.96,0.01,0.006589735549669767
WB M0.78,P2,0.99,0.01,0.8648886813581886
WB M0.78,P2,0.2,0.02,0.03121411348289263
WB M0.78,P2,0.44,0.02,-0.013153301999206224
WB M0.78,P2,0.65,0.02,0.0035946584818699057
WB M0.78,P2,0.8,0.02,0.03699988737213378
WB M0.78,P2,0.9,0.02,0.003221735966385336
WB M0.78,P2,0.96,0.02,0.03405453339225034
WB M0.78,P2,0.99,0.02,0.8656864963794035
WB M0.78,P2,0.2,0.04,0.05724921539009828
WB M0.78,P2,0.44,0.04,0.03266370891310777
WB M0.78,P2,0.65,0.04,0.025936727689895578
WB M0.78,P2,0.8,0.04,0.04634970577236591
WB M0.78,P2,0.9,0.04,0.022844812654086083
WB M0.78,P2,0.96,0.04,0.8142630911510056
WB M0.78,P2,0.99,0.04,0.8664134044363778
WB M0.78,P3,0.44,0.01,-0.021062165984833264
WB M0.78,P3,0.65,0.01,-0.03591442074617157
WB M0.78,P3,0.8,0.01,0.03002780032992286
WB M0.78,P3,0.9,0.01,0.01911693180467497
WB M0.78,P3,0.96,0.01,0.006589735549669767
WB M0.78,P3,0.99,0.01,0.02861249728628759
WB M0.78,P3,0.44,0.02,-0.015027551278525647
WB M0.78,P3,0.65,0.02,-0.00389036751819144
WB M0.78,P3,0.8,0.02,0.03699988737213378
WB M0.78,P3,0.9,0.02,0.016833950792111613
WB M0.78,P3,0.96,0.02,0.017392258240455954
WB M0.78,P3,0.99,0.02,0.053128141416765695
WB M0.78,P3,0.44,0.04,0.022661944896790798
WB M0.78,P3,0.65,0.04,0.025936727689895578
WB M0.78,P3,0.8,0.04,0.0603131773715731
WB M0.78,P3,0.9,0.04,0.035999260177710074
WB M0.78,P3,0.96,0.04,0.043029407526085806
WB M0.78,P3,0.99,0.04,0.07546492220740622
WB M0.78,S1,0.2,0.01,0.0073969328923415845
WB M0.78,S1,0.44,0.01,-0.021062165984833264
WB M0.78,S1,0.65,0.01,-0.03591442074617157
WB M0.78,S1,0.8,0.01,0.03002780032992286
WB M0.78,S1,0.9,0.01,0.01911693180467497
WB M0.78,S1,0.96,0.01,0.02118906203461307
WB M0.78,S1,0.99,0.01,0.8737181314903679
WB M0.78,S1,0.2,0.02,0.014637611521536226
WB M0.78,S1,0.44,0.02,-0.015027551278525647
WB M0.78,S1,0.65,0.02,-0.00389036751819144
WB M0.78,S1,0.8,0.02,0.03699988737213378
WB M0.78,S1,0.9,0.02,0.01879154587511747
WB M0.78,S1,0.96,0.02,0.03405453339225034
WB M0.78,S1,0.99,0.02,0.874265532362104
WB M0.78,S1,0.2,0.04,0.05724921539009828
WB M0.78,S1,0.44,0.04,0.022661944896790798
WB M0.78,S1,0.65,0.04,0.025936727689895578
WB M0.78,S1,0.8,0.04,0.0603131773715731
WB M0.78,S1,0.9,0.04,0.037891022989389816
WB M0.78,S1,0.96,0.04,0.8224058189716961
WB M0.78,S1,0.99,0.04,0.8747642821894183
WB M0.78,S2,0.44,0.01,-0.021062165984833264
WB M0.78,S2,0.65,0.01,-0.03591442074617157
WB M0.78,S2,0.8,0.01,-0.0008115229733661744
WB M0.78,S2,0.9,0.01,-0.009329826486538073
WB M0.78,S2,0.96,0.01,0.006589735549669767
WB M0.78,S2,0.99,0.01,0.03598677335367009
WB M0.78,S2,0.44,0.02,-0.015027551278525647
WB M0.78,S2,0.65,0.02,-0.00389036751819144
WB M0.78,S2,0.8,0.02,0.03699988737213378
WB M0.78,S2,0.9,0.02,0.003221735966385336
WB M0.78,S2,0.96,0.02,0.03405453339225034
WB M0.78,S2,0.99,0.02,0.060293273874773734
WB M0.78,S2,0.44,0.04,0.022661944896790798
WB M0.78,S2,0.65,0.04,0.025936727689895578
WB M0.78,S2,0.8,0.04,0.0603131773715731
WB M0.78,S2,0.9,0.04,0.022844812654086083
WB M0.78,S2,0.96,0.04,0.04983013939414235
WB M0.78,S2,0.99,0.04,0.08243949899689917
WB M0.78,S3,0.44,0.01,-0.05055876164489295
WB M0.78,S3,0.65,0.01,-0.03591442074617157
WB M0.78,S3,0.8,0.01,-0.0008115229733661744
WB M0.78,S3,0.9,0.01,-0.019885749068482866
WB M0.78,S3,0.96,0.01,0.006589735549669767
WB M0.78,S3,0.99,0.01,0.02861249728628759
WB M0.78,S3,0.44,0.02,-0.025474838804210503
WB M0.78,S3,0.65,0.02,-0.00389036751819144
WB M0.78,S3,0.8,0.02,0.03699988737213378
WB M0.78,S3,0.9,0.02,0.003221735966385336
WB M0.78,S3,0.96,0.02,0.03405453339225034
WB M0.78,S3,0.99,0.02,0.053128141416765695
WB M0.78,S3,0.44,0.04,0.022661944896790798
WB M0.78,S3,0.65,0.04,0.025936727689895578
WB M0.78,S3,0.8,0.04,0.0603131773715731
WB M0.78,S3,0.9,0.04,0.022844812654086083
WB M0.78,S3,0.96,0.04,0.043029407526085806
WB M0.78,S3,0.99,0.04,0.07546492220740622
WB M0.82,P0,0.2,0.01,0.005223816501063072
WB M0.82,P0,0.44,0.01,0.023722862454157445
WB M0.82,P0,0.65,0.01,-0.013471422515237308
WB M0.82,P0,0.8,0.01,0.00964145073587147
WB M0.82,P0,0.9,0.01,0.004491239906576128
WB M0.82,P0,0.96,0.01,0.7407728001693984
WB M0.82,P0,0.99,0.01,0.7852849131520345
WB M0.82,P0,0.2,0.02,0.02383491440630303
WB M0.82,P0,0.44,0.02,0.02495680971033476
WB M0.82,P0,0.65,0.02,0.02838375157449774
WB M0.82,P0,0.8,0.02,0.008918458103013338
WB M0.82,P0,0.9,0.02,0.006391635305328047
WB M0.82,P0,0.96,0.02,0.7363572851932523
WB M0.82,P0,0.99,0.02,0.7857619583565585
WB M0.82,P0,0.2,0.04,0.07103802818476879
WB M0.82,P0,0.44,0.04,0.03426643453421574
WB M0.82,P0,0.65,0.04,0.04274551889510253
WB M0.82,P0,0.8,0.04,0.015973180859689462
WB M0.82,P0,0.9,0.04,0.022149779818561477
WB M0.82,P0,0.96,0.04,0.7253761717039316
WB M0.82,P0,0.99,0.04,0.7863150284898588
WB M0.82,P1,0.2,0.01,-0.011194167582879055
WB M0.82,P1,0.44,0.01,0.010971923742213008
WB M0.82,P1,0.65,0.01,-0.019021767600894857
WB M0.82,P1,0.8,0.01,-0.020031874117157678
WB M0.82,P1,0.9,0.01,0.004491239906576128
WB M0.82,P1,0.96,0.01,0.0071239940230492516
WB M0.82,P1,0.99,0.01,0.7828042152503473
WB M0.82,P1,0.2,0.02,0.020767329861518746
WB M0.82,P1,0.44,0.02,0.012385290436472185
WB M0.82,P1,0.65,0.02,0.013698859885522718
WB M0.82,P1,0.8,0.02,-0.0038078280364245987
WB M0.82,P1,0.9,0.02,0.006391635305328047
WB M0.82,P1,0.96,0.02,0.016101571250608737
WB M0.82,P1,0.99,0.02,0.7833516161220834
WB M0.82,P1,0.2,0.04,0.03362671051670263
WB M0.82,P1,0.44,0.04,0.03426643453421574
WB M0.82,P1,0.65,0.04,0.02793100868911985
WB M0.82,P1,0.8,0.04,-0.0003087787317127
WB M0.82,P1,0.9,0.04,0.022149779818561477
WB M0.82,P1,0.96,0.04,0.7229729421476709
WB M0.82,P1,0.99,0.04,0.7838503659493976
WB M0.82,P2,0.2,0.01,-0.009243362160706203
WB M0.82,P2,0.44,0.01,-0.008417890102419223
WB M0.82,P2,0.65,0.01,-0.019021767600894857
WB M0.82,P2,0.8,0.01,-0.020031874117157678
WB M0.82,P2,0.9,0.01,-0.002993522864855158
WB M0.82,P2,0.96,0.01,0.0071239940230492516
WB M0.82,P2,0.99,0.01,0.7744455315360568
WB M0.82,P2,0.2,0.02,0.006146634373612514
WB M0.82,P2,0.44,0.02,0.006658716737287351
WB M0.82,P2,0.65,0.02,-0.0034772788192437565
WB M0.82,P2,0.8,0.02,-0.0038078280364245987
WB M0.82,P2,0.9,0.02,-0.007286052799670095
WB M0.82,P2,0.96,0.02,0.016101571250608737
WB M0.82,P2,0.99,0.02,0.7752299950381653
WB M0.82,P2,0.2,0.04,0.02864403924007841
WB M0.82,P2,0.44,0.04,0.012189305209375445
WB M0.82,P2,0.65,0.04,0.02793100868911985
WB M0.82,P2,0.8,0.04,-0.0003087787317127
WB M0.82,P2,0.9,0.04,0.009868947459489796
WB M0.82,P2,0.96,0.04,0.7152643662561045
WB M0.82,P2,0.99,0.04,0.7759447382116098
WB M0.82,P3,0.2,0.01,-0.011194167582879055
WB M0.82,P3,0.44,0.01,-0.004745505579520026
WB M0.82,P3,0.65,0.01,-0.013471422515237308
WB M0.82,P3,0.8,0.01,-0.020031874117157678
WB M0.82,P3,0.9,0.01,-0.002993522864855158
WB M0.82,P3,0.96,0.01,0.019242560026859368
WB M0.82,P3,0.99,0.01,0.02041708410196924
WB M0.82,P3,0.2,0.02,-0.0073967817808487935
WB M0.82,P3,0.44,0.02,0.006658716737287351
WB M0.82,P3,0.65,0.02,0.0037551280763516437
WB M0.82,P3,0.8,0.02,-0.020416090081396387
WB M0.82,P3,0.9,0.02,-0.007286052799670095
WB M0.82,P3,0.96,0.02,0.02799890732736665
WB M0.82,P3,0.99,0.02,0.05327695091750198
WB M0.82,P3,0.2,0.04,0.02864403924007841
WB M0.82,P3,0.44,0.04,0.023478918666858584
WB M0.82,P3,0.65,0.04,0.0202924889186909
WB M0.82,P3,0.8,0.04,-0.016401194775814976
WB M0.82,P3,0.9,0.04,0.013497683571818686
WB M0.82,P3,0.96,0.04,0.035975096850522026
WB M0.82,P3,0.99,0.04,0.07617790057613369
WB M0.82,S1,0.2,0.01,-0.011194167582879055
WB M0.82,S1,0.44,0.01,0.010971923742213008
WB M0.82,S1,0.65,0.01,-0.013471422515237308
WB M0.82,S1,0.8,0.01,-0.0006025470359816709
WB M0.82,S1,0.9,0.01,0.004491239906576128
WB M0.82,S1,0.96,0.01,0.019242560026859368
WB M0.82,S1,0.99,0.01,0.7828042152503473
WB M0.82,S1,0.2,0.02,0.020767329861518746
WB M0.82,S1,0.44,0.02,0.012385290436472185
WB M0.82,S1,0.65,0.02,0.0037551280763516437
WB M0.82,S1,0.8,0.02,-0.001208585217133351
WB M0.82,S1,0.9,0.02,0.006391635305328047
WB M0.82,S1,0.96,0.02,0.02799890732736665
WB M0.82,S1,0.99,0.02,0.7833516161220834
WB M0.82,S1,0.2,0.04,0.03362671051670263
WB M0.82,S1,0.44,0.04,0.03426643453421574
WB M0.82,S1,0.65,0.04,0.0202924889186909
WB M0.82,S1,0.8,0.04,0.007543456439640883
WB M0.82,S1,0.9,0.04,0.022149779818561477
WB M0.82,S1,0.96,0.04,0.7229729421476709
WB M0.82,S1,0.99,0.04,0.7838503659493976
WB M0.82,S2,0.2,0.01,-0.011194167582879055
WB M0.82,S2,0.44,0.01,-0.004745505579520026
WB M0.82,S2,0.65,0.01,-0.013471422515237308
WB M0.82,S2,0.8,0.01,-0.020031874117157678
WB M0.82,S2,0.9,0.01,-0.002993522864855158
WB M0.82,S2,0.96,0.01,0.0071239940230492516
WB M0.82,S2,0.99,0.01,0.7828042152503473
WB M0.82,S2,0.2,0.02,0.020767329861518746
WB M0.82,S2,0.44,0.02,0.006658716737287351
WB M0.82,S2,0.65,0.02,0.0037551280763516437
WB M0.82,S2,0.8,0.02,-0.0038078280364245987
WB M0.82,S2,0.9,0.02,-0.007286052799670095
WB M0.82,S2,0.96,0.02,0.016101571250608737
WB M0.82,S2,0.99,0.02,0.7833516161220834
WB M0.82,S2,0.2,0.04,0.03362671051670263
WB M0.82,S2,0.44,0.04,0.03426643453421574
WB M0.82,S2,0.65,0.04,0.0202924889186909
WB M0.82,S2,0.8,0.04,-0.0003087787317127
WB M0.82,S2,0.9,0.04,0.009868947459489796
WB M0.82,S2,0.96,0.04,0.7229729421476709
WB M0.82,S2,0.99,0.04,0.7838503659493976
WB M0.82,S3,0.2,0.01,-0.009243362160706203
WB M0.82,S3,0.44,0.01,-0.004745505579520026
WB M0.82,S3,0.65,0.01,-0.019021767600894857
WB M0.82,S3,0.8,0.01,-0.020031874117157678
WB M0.82,S3,0.9,0.01,-0.002993522864855158
WB M0.82,S3,0.96,0.01,0.0071239940230492516
WB M0.82,S3,0.99,0.01,0.7791385933452574
WB M0.82,S3,0.2,0.02,0.006146634373612514
WB M0.82,S3,0.44,0.02,0.006658716737287351
WB M0.82,S3,0.65,0.02,-0.0034772788192437565
WB M0.82,S3,0.8,0.02,-0.0038078280364245987
WB M0.82,S3,0.9,0.02,-0.007286052799670095
WB M0.82,S3,0.96,0.02,0.016101571250608737
WB M0.82,S3,0.99,0.02,0.7797899557976052
WB M0.82,S3,0.2,0.04,0.02864403924007841
WB M0.82,S3,0.44,0.04,0.03426643453421574
WB M0.82,S3,0.65,0.04,0.0202924889186909
WB M0.82,S3,0.8,0.04,-0.0003087787317127
WB M0.82,S3,0.9,0.04,0.009868947459489796
WB M0.82,S3,0.96,0.04,0.7195924188965203
WB M0.82,S3,0.99,0.04,0.7803834274696491
WB M0.86,P0,0.2,0.01,-0.007086635409461861
WB M0.86,P0,0.44,0.01,-0.004055530150075981
WB M0.86,P0,0.65,0.01,-0.0051737281066018825
WB M0.86,P0,0.8,0.01,-0.003214307415748019
WB M0.86,P0,0.9,0.01,-0.01832739114258808
WB M0.86,P0,0.96,0.01,0.5631930887968157
WB M0.86,P0,0.99,0.01,0.5384448867858598
WB M0.86,P0,0.2,0.02,-0.004643425583015559
WB M0.86,P0,0.44,0.02,-0.004481330682395868
WB M0.86,P0,0.65,0.02,-0.0014282217659995489
WB M0.86,P0,0.8,0.02,0.0003399491156417245
WB M0.86,P0,0.9,0.02,-0.02617079112272347
WB M0.86,P0,0.96,0.02,0.5620023459340564
WB M0.86,P0,0.99,0.02,0.5401799800887142
WB M0.86,P0,0.2,0.04,-0.0034238085116199413
WB M0.86,P0,0.44,0.04,0.012745378314979794
WB M0.86,P0,0.65,0.04,0.028646549950713363
WB M0.86,P0,0.8,0.04,0.0003195671155705737
WB M0.86,P0,0.9,0.04,-0.00148120645081673
WB M0.86,P0,0.96,0.04,0.5509487491844121
WB M0.86,P0,0.99,0.04,0.5405230649751109
WB M0.86,P1,0.2,0.01,-0.014109329364024537
WB M0.86,P1,0.44,0.01,-0.010498768844921957
WB M0.86,P1,0.65,0.01,-0.0051737281066018825
WB M0.86,P1,0.8,0.01,-0.003214307415748019
WB M0.86,P1,0.9,0.01,-0.03228127821515997
WB M0.86,P1,0.96,0.01,0.02070755824043541
WB M0.86,P1,0.99,0.01,0.5337831510565141
WB M0.86,P1,0.2,0.02,-0.010355973060876322
WB M0.86,P1,0.44,0.02,-0.0015517989311477631
WB M0.86,P1,0.65,0.02,-0.0014282217659995489
WB M0.86,P1,0.8,0.02,-0.005036843951563785
WB M0.86,P1,0.9,0.02,-0.029184690334256358
WB M0.86,P1,0.96,0.02,0.036425773885518375
WB M0.86,P1,0.99,0.02,0.5343304450313334
WB M0.86,P1,0.2,0.04,-0.008991150052197083
WB M0.86,P1,0.44,0.04,0.009090044211729098
WB M0.86,P1,0.65,0.04,0.012843995327930124
WB M0.86,P1,0.8,0.04,-0.0048902249015726484
WB M0.86,P1,0.9,0.04,-0.013284496444359029
WB M0.86,P1,0.96,0.04,0.54539670674679
WB M0.86,P1,0.99,0.04,0.5348290974623491
WB M0.86,P2,0.2,0.01,-0.014109329364024537
WB M0.86,P2,0.44,0.01,-0.010498768844921957
WB M0.86,P2,0.65,0.01,-0.01360742213574162
WB M0.86,P2,0.8,0.01,-0.003214307415748019
WB M0.86,P2,0.9,0.01,-0.01832739114258808
WB M0.86,P2,0.96,0.01,0.02070755824043541
WB M0.86,P2,0.99,0.01,0.5383262333146848
WB M0.86,P2,0.2,0.02,-0.012015007143025946
WB M0.86,P2,0.44,0.02,-0.0015517989311477631
WB M0.86,P2,0.65,0.02,-0.0014282217659995489
WB M0.86,P2,0.8,0.02,-0.005036843951563785
WB M0.86,P2,0.9,0.02,-0.02617079112272347
WB M0.86,P2,0.96,0.02,0.036425773885518375
WB M0.86,P2,0.99,0.02,0.5387446798457041
WB M0.86,P2,0.2,0.04,-0.010608013526606896
WB M0.86,P2,0.44,0.04,0.009090044211729098
WB M0.86,P2,0.65,0.04,0.012843995327930124
WB M0.86,P2,0.8,0.04,-0.0048902249015726484
WB M0.86,P2,0.9,0.04,-0.015160368149018666
WB M0.86,P2,0.96,0.04,0.5495864446966618
WB M0.86,P2,0.99,0.04,0.5391259363358959
WB M0.86,P3,0.2,0.01,-0.022146317760910028
WB M0.86,P3,0.44,0.01,-0.010498768844921957
WB M0.86,P3,0.65,0.01,-0.0051737281066018825
WB M0.86,P3,0.8,0.01,-0.003214307415748019
WB M0.86,P3,0.9,0.01,-0.03228127821515997
WB M0.86,P3,0.96,0.01,0.02070755824043541
WB M0.86,P3,0.99,0.01,0.5320950674586988
WB M0.86,P3,0.2,0.02,-0.019982709083583017
WB M0.86,P3,0.44,0.02,-0.0015517989311477631
WB M0.86,P3,0.65,0.02,-0.0014282217659995489
WB M0.86,P3,0.8,0.02,-0.005036843951563785
WB M0.86,P3,0.9,0.02,-0.029184690334256358
WB M0.86,P3,0.96,0.02,0.036425773885518375
WB M0.86,P3,0.99,0.02,0.5326902375766605
WB M0.86,P3,0.2,0.04,-0.005379390502715853
WB M0.86,P3,0.44,0.04,0.0032944094073451557
WB M0.86,P3,0.65,0.04,0.00024629884991433926
WB M0.86,P3,0.8,0.04,-0.0048902249015726484
WB M0.86,P3,0.9,0.04,-0.018072912472420932
WB M0.86,P3,0.96,0.04,0.5438399161120613
WB M0.86,P3,0.99,0.04,0.5332325110893325
WB M0.86,S1,0.2,0.01,-0.014109329364024537
WB M0.86,S1,0.44,0.01,-0.010498768844921957
WB M0.86,S1,0.65,0.01,-0.0051737281066018825
WB M0.86,S1,0.8,0.01,-0.003214307415748019
WB M0.86,S1,0.9,0.01,-0.01832739114258808
WB M0.86,S1,0.96,0.01,0.5631930887968157
WB M0.86,S1,0.99,0.01,0.5362600798381377
WB M0.86,S1,0.2,0.02,-0.010355973060876322
WB M0.86,S1,0.44,0.02,-0.010833906070627952
WB M0.86,S1,0.65,0.02,-0.0014282217659995489
WB M0.86,S1,0.8,0.02,0.0003399491156417245
WB M0.86,S1,0.9,0.02,-0.02617079112272347
WB M0.86,S1,0.96,0.02,0.5620023459340564
WB M0.86,S1,0.99,0.02,0.5401799800887142
WB M0.86,S1,0.2,0.04,-0.005379390502715853
WB M0.86,S1,0.44,0.04,0.009090044211729098
WB M0.86,S1,0.65,0.04,0.012843995327930124
WB M0.86,S1,0.8,0.04,0.0003195671155705737
WB M0.86,S1,0.9,0.04,-0.009287992850102067
WB M0.86,S1,0.96,0.04,0.5509487491844121
WB M0.86,S1,0.99,0.04,0.5405230649751109
WB M0.86,S2,0.2,0.01,-0.014109329364024537
WB M0.86,S2,0.44,0.01,-0.010498768844921957
WB M0.86,S2,0.65,0.01,-0.0051737281066018825
WB M0.86,S2,0.8,0.01,-0.003214307415748019
WB M0.86,S2,0.9,0.01,-0.01832739114258808
WB M0.86,S2,0.96,0.01,0.02070755824043541
WB M0.86,S2,0.99,0.01,0.5415972944828833
WB M0.86,S2,0.2,0.02,-0.012015007143025946
WB M0.86,S2,0.44,0.02,-0.0015517989311477631
WB M0.86,S2,0.65,0.02,-0.0014282217659995489
WB M0.86,S2,0.8,0.02,-0.005036843951563785
WB M0.86,S2,0.9,0.02,-0.02617079112272347
WB M0.86,S2,0.96,0.02,0.036425773885518375
WB M0.86,S2,0.99,0.02,0.5419229696648303
WB M0.86,S2,0.2,0.04,-0.010608013526606896
WB M0.86,S2,0.44,0.04,0.009090044211729098
WB M0.86,S2,0.65,0.04,0.012843995327930124
WB M0.86,S2,0.8,0.04,-0.0048902249015726484
WB M0.86,S2,0.9,0.04,-0.015160368149018666
WB M0.86,S2,0.96,0.04,0.5526030947007654
WB M0.86,S2,0.99,0.04,0.5422196999938148
WB M0.86,S3,0.2,0.01,-0.014109329364024537
WB M0.86,S3,0.44,0.01,-0.010498768844921957
WB M0.86,S3,0.65,0.01,-0.0051737281066018825
WB M0.86,S3,0.8,0.01,-0.003214307415748019
WB M0.86,S3,0.9,0.01,-0.03228127821515997
WB M0.86,S3,0.96,0.01,0.02070755824043541
WB M0.86,S3,0.99,0.01,0.5337793819364505
WB M0.86,S3,0.2,0.02,-0.012015007143025946
WB M0.86,S3,0.44,0.02,-0.0015517989311477631
WB M0.86,S3,0.65,0.02,-0.0014282217659995489
WB M0.86,S3,0.8,0.02,0.0003399491156417245
WB M0.86,S3,0.9,0.02,-0.029184690334256358
WB M0.86,S3,0.96,0.02,0.036425773885518375
WB M0.86,S3,0.99,0.02,0.5343267828081866
WB M0.86,S3,0.2,0.04,-0.005379390502715853
WB M0.86,S3,0.44,0.04,0.009090044211729098
WB M0.86,S3,0.65,0.04,0.012843995327930124
WB M0.86,S3,0.8,0.04,0.0003195671155705737
WB M0.86,S3,0.9,0.04,-0.018072912472420932
WB M0.86,S3,0.96,0.04,0.5453932307750884
WB M0.86,S3,0.99,0.04,0.5348255326355008
WB M0.88,P0,0.2,0.01,-0.007953867377275436
WB M0.88,P0,0.44,0.01,-0.007384448956440637
WB M0.88,P0,0.65,0.01,-0.015937261906113886
WB M0.88,P0,0.8,0.01,-0.003711684836492979
WB M0.88,P0,0.9,0.01,-0.006695941585179166
WB M0.88,P0,0.96,0.01,0.4481789042130001
WB M0.88,P0,0.99,0.01,0.43010118255925933
WB M0.88,P0,0.2,0.02,-0.0037737729651361462
WB M0.88,P0,0.44,0.02,0.009593579569898814
WB M0.88,P0,0.65,0.02,-0.005269186938609227
WB M0.88,P0,0.8,0.02,0.0017566957780154047
WB M0.88,P0,0.9,0.02,-0.00023379338990847653
WB M0.88,P0,0.96,0.02,0.4469881613502408
WB M0.88,P0,0.99,0.02,0.43036071481156113
WB M0.88,P0,0.2,0.04,0.002581406525438923
WB M0.88,P0,0.44,0.04,0.008262590171637663
WB M0.88,P0,0.65,0.04,-0.0050427637745134035
WB M0.88,P0,0.8,0.04,0.020107919693015397
WB M0.88,P0,0.9,0.04,0.02474143917423799
WB M0.88,P0,0.96,0.04,0.4397396826451222
WB M0.88,P0,0.99,0.04,0.43059718075946407
WB M0.88,P1,0.2,0.01,-0.007953867377275436
WB M0.88,P1,0.44,0.01,-0.0007687532347353532
WB M0.88,P1,0.65,0.01,-0.015937261906113886
WB M0.88,P1,0.8,0.01,-0.003711684836492979
WB M0.88,P1,0.9,0.01,0.017372103618713997
WB M0.88,P1,0.96,0.01,-0.01940046232419268
WB M0.88,P1,0.99,0.01,0.42776902321397137
WB M0.88,P1,0.2,0.02,-0.0037737729651361462
WB M0.88,P1,0.44,0.02,-0.0017126119939386841
WB M0.88,P1,0.65,0.02,-0.005269186938609227
WB M0.88,P1,0.8,0.02,0.0017566957780154047
WB M0.88,P1,0.9,0.02,0.007557416453276233
WB M0.88,P1,0.96,0.02,-0.000594248840281586
WB M0.88,P1,0.99,0.02,0.4280946983959184
WB M0.88,P1,0.2,0.04,0.000678643972682913
WB M0.88,P1,0.44,0.04,-0.0013560687245193215
WB M0.88,P1,0.65,0.04,-0.0050427637745134035
WB M0.88,P1,0.8,0.04,0.010306331894406329
WB M0.88,P1,0.9,0.04,0.01567675816581826
WB M0.88,P1,0.96,0.04,0.4375889101169498
WB M0.88,P1,0.99,0.04,0.4283914287249029
WB M0.88,P2,0.2,0.01,-0.00017048579975886824
WB M0.88,P2,0.44,0.01,-0.0007687532347353532
WB M0.88,P2,0.65,0.01,-0.015937261906113886
WB M0.88,P2,0.8,0.01,-0.010872840515338877
WB M0.88,P2,0.9,0.01,-0.006695941585179166
WB M0.88,P2,0.96,0.01,-0.026515114861566103
WB M0.88,P2,0.99,0.01,0.43059770034355827
WB M0.88,P2,0.2,0.02,0.0013547349636874317
WB M0.88,P2,0.44,0.02,-0.0017126119939386841
WB M0.88,P2,0.65,0.02,-0.0031901598693683253
WB M0.88,P2,0.8,0.02,-0.013248362320039564
WB M0.88,P2,0.9,0.02,-0.00023379338990847653
WB M0.88,P2,0.96,0.02,-0.005113955017669203
WB M0.88,P2,0.99,0.02,0.4308431507360845
WB M0.88,P2,0.2,0.04,0.0010982049305693353
WB M0.88,P2,0.44,0.04,-0.0013560687245193215
WB M0.88,P2,0.65,0.04,-0.00303851177654868
WB M0.88,P2,0.8,0.04,-0.011842219594991876
WB M0.88,P2,0.9,0.04,0.01239290473388488
WB M0.88,P2,0.96,0.04,0.44019758309363854
WB M0.88,P2,0.99,0.04,0.43106678636987217
WB M0.88,P3,0.2,0.01,-0.007953867377275436
WB M0.88,P3,0.44,0.01,-0.0007687532347353532
WB M0.88,P3,0.65,0.01,0.002372140739620221
WB M0.88,P3,0.8,0.01,-0.010872840515338877
WB M0.88,P3,0.9,0.01,-0.006695941585179166
WB M0.88,P3,0.96,0.01,-0.01940046232419268
WB M0.88,P3,0.99,0.01,0.4242645774401652
WB M0.88,P3,0.2,0.02,-0.006361546488617087
WB M0.88,P3,0.44,0.02,-0.0017126119939386841
WB M0.88,P3,0.65,0.02,0.0035607576700539267
WB M0.88,P3,0.8,0.02,-0.013248362320039564
WB M0.88,P3,0.9,0.02,-0.00023379338990847653
WB M0.88,P3,0.96,0.02,-0.015280103574220272
WB M0.88,P3,0.99,0.02,0.4246896430478698
WB M0.88,P3,0.2,0.04,0.002581406525438923
WB M0.88,P3,0.44,0.04,-0.0013560687245193215
WB M0.88,P3,0.65,0.04,0.0034695997178446625
WB M0.88,P3,0.8,0.04,-0.011842219594991876
WB M0.88,P3,0.9,0.04,0.011523025431851908
WB M0.88,P3,0.96,0.04,0.4343570273075692
WB M0.88,P3,0.99,0.04,0.4250769303347306
WB M0.88,S1,0.2,0.01,-0.007953867377275436
WB M0.88,S1,0.44,0.01,-0.0007687532347353532
WB M0.88,S1,0.65,0.01,-0.015937261906113886
WB M0.88,S1,0.8,0.01,-0.003711684836492979
WB M0.88,S1,0.9,0.01,-0.006695941585179166
WB M0.88,S1,0.96,0.01,0.4481789042130001
WB M0.88,S1,0.99,0.01,0.43010118255925933
WB M0.88,S1,0.2,0.02,-0.0037737729651361462
WB M0.88,S1,0.44,0.02,-0.0017126119939386841
WB M0.88,S1,0.65,0.02,-0.005269186938609227
WB M0.88,S1,0.8,0.02,0.0017566957780154047
WB M0.88,S1,0.9,0.02,-0.00023379338990847653
WB M0.88,S1,0.96,0.02,0.4469881613502408
WB M0.88,S1,0.99,0.02,0.43036071481156113
WB M0.88,S1,0.2,0.04,0.000678643972682913
WB M0.88,S1,0.44,0.04,-0.0013560687245193215
WB M0.88,S1,0.65,0.04,-0.0050427637745134035
WB M0.88,S1,0.8,0.04,0.010306331894406329
WB M0.88,S1,0.9,0.04,0.02474143917423799
WB M0.88,S1,0.96,0.04,0.4397396826451222
WB M0.88,S1,0.99,0.04,0.43059718075946407
WB M0.88,S2,0.2,0.01,-0.007953867377275436
WB M0.88,S2,0.44,0.01,-0.0007687532347353532
WB M0.88,S2,0.65,0.01,-0.015937261906113886
WB M0.88,S2,0.8,0.01,-0.010872840515338877
WB M0.88,S2,0.9,0.01,-0.006695941585179166
WB M0.88,S2,0.96,0.01,-0.026515114861566103
WB M0.88,S2,0.99,0.01,0.42776902321397137
WB M0.88,S2,0.2,0.02,-0.0037737729651361462
