side,x,re_theta_xfoil,theta_x,theta_o,ctau_x,ctau_o,ctau_eq_o,delta_o,s
side_b,0.67034,4035.02844,0.001294,0.0012936027880943158,0.001298521225,0.0012985512442277936,0.0013140358222133097,0.011432025352042581,0.6817200000000001
side_b,0.67987,4095.6551999999997,0.001316,0.0013158906887739104,0.0012981609,0.0012982311506321285,0.0013148808741833822,0.011627472022400486,0.69129
side_b,0.68941,4156.81812,0.001338,0.0013374314887244184,0.0012973683610000002,0.0012974465351889314,0.0013142761733246973,0.011820258154263158,0.7008700000000001
side_b,0.69894,4216.9656,0.00136,0.0013599108026011953,0.001297152256,0.0012971773824429823,0.001315015532336678,0.012017612851797366,0.71045
side_b,0.70848,4280.06691,0.001383,0.0013823671955425075,0.001296864144,0.0012968781835725914,0.0013155028823326558,0.012215421646533768,0.72003
side_b,0.71802,4342.473179999999,0.001406,0.001405410266563887,0.001296864144,0.0012968704580011432,0.001316644414718149,0.01241647156438289,0.7296200000000002
side_b,0.72756,4402.152719999999,0.001428,0.0014278613270655718,0.0012965040489999998,0.0012965285012118812,0.0013167062872819694,0.0126153762572894,0.7392000000000001
side_b,0.73709,4469.19552,0.001453,0.0014522052580507035,0.001297152256,0.0012971635923509533,0.0013193421235706158,0.012823281163045739,0.7487900000000001
side_b,0.74663,4528.23525,0.001475,0.0014749967877558416,0.0012969361690000002,0.001296956900580252,0.0013194059837342094,0.0130250623276418,0.75838
side_b,0.75617,4594.905,0.0015,0.0014993458253915125,0.0012975124409999998,0.0012975226254956773,0.0013215293503914764,0.013234229366109303,0.76797
side_b,0.76571,4658.136479999999,0.001524,0.001523895150510088,0.0012981609,0.001298164488677089,0.0013236395481702721,0.013445009745996111,0.77756
side_b,0.77524,4724.140199999999,0.001549,0.0015485489660376495,0.001298809521,0.0012988251941147256,0.0013256095751990272,0.01365696161720624,0.78715
side_b,0.78478,4791.85875,0.001575,0.0015744606020315609,0.0013000351359999998,0.0013000740065766702,0.0013290160485116313,0.013875195818668761,0.79674
side_b,0.79431,4859.579339999999,0.001601,0.0016001299622538903,0.001301189184,0.00130116993098297,0.0013317363765625058,0.014093215583255443,0.80633
side_b,0.80384,4928.6886,0.001628,0.0016273951564320448,0.0013029934089999998,0.001302991556964683,0.00133625354208519,0.014319097419826466,0.81592
side_b,0.81337,4997.818649999999,0.001655,0.0016543761038149438,0.0013046543999999998,0.0013046411922913554,0.0013399756148840358,0.014544713916750494,0.82551
side_b,0.8229,5066.58768,0.001682,0.0016814983903109557,0.001306316449,0.001306316803549139,0.0013435467995052677,0.014771730979670187,0.8350900000000001
side_b,0.83242,5141.341439999999,0.001712,0.001711794342906367,0.0013093542250000002,0.0013093870041704949,0.0013507662943965397,0.015013798697295244,0.8446800000000001
side_b,0.84194,5213.755289999999,0.001741,0.0017410128990778273,0.0013119608410000001,0.0013119405518503297,0.0013561017062892723,0.015252257591437052,0.85426
side_b,0.85146,5293.0964699999995,0.001773,0.0017722461544262295,0.0013152952890000001,0.0013153313009479084,0.0013634903179654365,0.015500690127116433,0.8638399999999999
side_b,0.86096,5368.59576,0.001804,0.0018041086724161013,0.0013189244890000002,0.001318942509109879,0.001371094375001882,0.015753176967496733,0.8734200000000001
side_b,0.87046,5453.22348,0.001839,0.0018387417399136714,0.001323722689,0.0013237101490286424,0.0013815635375614948,0.016018961032495675,0.8829800000000001
side_b,0.87995,5535.2769,0.001873,0.0018725101347286163,0.0013280193640000002,0.0013280522456798286,0.0013902946860718322,0.01628247428723075,0.8925400000000001
side_b,0.88942,5627.016,0.001912,0.0019116720937211234,0.001334587024,0.0013345956808456824,0.0014048947569856613,0.01657091668817685,0.90208
side_b,0.89886,5716.4445,0.00195,0.0019495482310568025,0.001340584996,0.0013405853294887384,0.0014172066149243886,0.016855206589938325,0.9115900000000001
