level,turb,eta_requested,eta_grid,x_c,y_c,cp,surface
L1,none,0.20,0.2000,0.085558,0.034634,-0.488595,upper
L1,none,0.20,0.2000,0.093813,0.035530,-0.466999,upper
L1,none,0.20,0.2000,0.102634,0.036444,-0.449796,upper
L1,none,0.20,0.2000,0.112049,0.037375,-0.436450,upper
L1,none,0.20,0.2000,0.122085,0.038323,-0.426331,upper
L1,none,0.20,0.2000,0.132769,0.039282,-0.418748,upper
L1,none,0.20,0.2000,0.144125,0.040246,-0.412980,upper
L1,none,0.20,0.2000,0.156179,0.041204,-0.408330,upper
L1,none,0.20,0.2000,0.168952,0.042147,-0.404172,upper
L1,none,0.20,0.2000,0.182464,0.043064,-0.400004,upper
L1,none,0.20,0.2000,0.196731,0.043942,-0.395489,upper
L1,none,0.20,0.2000,0.211767,0.044773,-0.390488,upper
L1,none,0.20,0.2000,0.227580,0.045547,-0.385053,upper
L1,none,0.20,0.2000,0.244175,0.046258,-0.379401,upper
L1,none,0.20,0.2000,0.261551,0.046900,-0.373853,upper
L1,none,0.20,0.2000,0.279701,0.047468,-0.368752,upper
L1,none,0.20,0.2000,0.298615,0.047957,-0.364375,upper
L1,none,0.20,0.2000,0.318273,0.048357,-0.360846,upper
L1,none,0.20,0.2000,0.338651,0.048657,-0.358077,upper
L1,none,0.20,0.2000,0.359716,0.048843,-0.355737,upper
L1,none,0.20,0.2000,0.381432,0.048894,-0.353275,upper
L1,none,0.20,0.2000,0.403750,0.048790,-0.349982,upper
L1,none,0.20,0.2000,0.426620,0.048509,-0.345104,upper
L1,none,0.20,0.2000,0.449981,0.048033,-0.337976,upper
L1,none,0.20,0.2000,0.473769,0.047347,-0.328149,upper
L1,none,0.20,0.2000,0.497911,0.046447,-0.315487,upper
L1,none,0.20,0.2000,0.522334,0.045337,-0.300193,upper
L1,none,0.20,0.2000,0.546959,0.044030,-0.282771,upper
L1,none,0.20,0.2000,0.571705,0.042545,-0.263917,upper
L1,none,0.20,0.2000,0.596493,0.040910,-0.244390,upper
L1,none,0.20,0.2000,0.621239,0.039149,-0.224871,upper
L1,none,0.20,0.2000,0.645864,0.037290,-0.205871,upper
L1,none,0.20,0.2000,0.670288,0.035354,-0.187671,upper
L1,none,0.20,0.2000,0.694435,0.033360,-0.170318,upper
L1,none,0.20,0.2000,0.718230,0.031322,-0.153665,upper
L1,none,0.20,0.2000,0.741604,0.029247,-0.137427,upper
L1,none,0.20,0.2000,0.764492,0.027144,-0.121255,upper
L1,none,0.20,0.2000,0.786835,0.025019,-0.104785,upper
L1,none,0.20,0.2000,0.808581,0.022876,-0.087683,upper
L1,none,0.20,0.2000,0.829682,0.020722,-0.069653,upper
L1,none,0.20,0.2000,0.850101,0.018564,-0.050420,upper
L1,none,0.20,0.2000,0.869805,0.016409,-0.029719,upper
L1,none,0.20,0.2000,0.888767,0.014267,-0.007250,upper
L1,none,0.20,0.2000,0.906971,0.012147,0.017341,upper
L1,none,0.20,0.2000,0.924403,0.010062,0.044480,upper
L1,none,0.20,0.2000,0.941059,0.008025,0.074800,upper
L1,none,0.20,0.2000,0.956938,0.006050,0.109529,upper
L1,none,0.20,0.2000,0.972047,0.004158,0.150764,upper
L1,none,0.20,0.2000,0.986396,0.002368,0.196954,upper
L1,none,0.20,0.2000,1.000000,0.000705,0.264152,upper
L1,none,0.20,0.2000,0.000000,0.000000,0.643791,lower
L1,none,0.20,0.2000,0.000019,-0.000793,0.679761,lower
L1,none,0.20,0.2000,0.000080,-0.001650,0.711856,lower
L1,none,0.20,0.2000,0.000196,-0.002574,0.738615,lower
L1,none,0.20,0.2000,0.000377,-0.003566,0.759208,lower
L1,none,0.20,0.2000,0.000638,-0.004627,0.771820,lower
L1,none,0.20,0.2000,0.000993,-0.005755,0.774842,lower
L1,none,0.20,0.2000,0.001458,-0.006948,0.766760,lower
L1,none,0.20,0.2000,0.002052,-0.008200,0.746363,lower
L1,none,0.20,0.2000,0.002791,-0.009505,0.712981,lower
L1,none,0.20,0.2000,0.003694,-0.010854,0.666750,lower
L1,none,0.20,0.2000,0.004777,-0.012236,0.608782,lower
L1,none,0.20,0.2000,0.006058,-0.013638,0.541234,lower
L1,none,0.20,0.2000,0.007551,-0.015047,0.467212,lower
L1,none,0.20,0.2000,0.009271,-0.016451,0.390450,lower
L1,none,0.20,0.2000,0.011228,-0.017838,0.314843,lower
L1,none,0.20,0.2000,0.013436,-0.019195,0.243931,lower
L1,none,0.20,0.2000,0.015904,-0.020515,0.180512,lower
L1,none,0.20,0.2000,0.018643,-0.021791,0.126428,lower
L1,none,0.20,0.2000,0.021664,-0.023016,0.082514,lower
L1,none,0.20,0.2000,0.024979,-0.024190,0.048682,lower
L1,none,0.20,0.2000,0.028600,-0.025311,0.024127,lower
L1,none,0.20,0.2000,0.032543,-0.026382,0.007565,lower
L1,none,0.20,0.2000,0.036823,-0.027404,-0.002523,lower
L1,none,0.20,0.2000,0.041456,-0.028383,-0.007697,lower
L1,none,0.20,0.2000,0.046463,-0.029326,-0.009424,lower
L1,none,0.20,0.2000,0.051862,-0.030238,-0.009002,lower
L1,none,0.20,0.2000,0.057676,-0.031129,-0.007528,lower
L1,none,0.20,0.2000,0.063928,-0.032006,-0.005895,lower
L1,none,0.20,0.2000,0.070642,-0.032877,-0.004798,lower
L1,none,0.20,0.2000,0.077844,-0.033751,-0.004750,lower
L1,none,0.20,0.2000,0.085558,-0.034634,-0.006092,lower
L1,none,0.20,0.2000,0.093813,-0.035530,-0.009010,lower
L1,none,0.20,0.2000,0.102634,-0.036444,-0.013546,lower
L1,none,0.20,0.2000,0.112049,-0.037375,-0.019613,lower
L1,none,0.20,0.2000,0.122085,-0.038323,-0.027006,lower
L1,none,0.20,0.2000,0.132769,-0.039282,-0.035430,lower
L1,none,0.20,0.2000,0.144125,-0.040246,-0.044523,lower
L1,none,0.20,0.2000,0.156179,-0.041204,-0.053888,lower
L1,none,0.20,0.2000,0.168952,-0.042147,-0.063145,lower
L1,none,0.20,0.2000,0.182464,-0.043064,-0.071968,lower
L1,none,0.20,0.2000,0.196731,-0.043942,-0.080126,lower
L1,none,0.20,0.2000,0.211767,-0.044773,-0.087520,lower
L1,none,0.20,0.2000,0.227580,-0.045547,-0.094191,lower
L1,none,0.20,0.2000,0.244175,-0.046258,-0.100308,lower
L1,none,0.20,0.2000,0.261551,-0.046900,-0.106129,lower
L1,none,0.20,0.2000,0.279701,-0.047468,-0.111944,lower
L1,none,0.20,0.2000,0.298615,-0.047957,-0.118005,lower
L1,none,0.20,0.2000,0.318273,-0.048357,-0.124449,lower
L1,none,0.20,0.2000,0.338651,-0.048657,-0.131248,lower
L1,none,0.20,0.2000,0.359716,-0.048843,-0.138166,lower
L1,none,0.20,0.2000,0.381432,-0.048894,-0.144776,lower
L1,none,0.20,0.2000,0.403750,-0.048790,-0.150498,lower
L1,none,0.20,0.2000,0.426620,-0.048509,-0.154687,lower
L1,none,0.20,0.2000,0.449981,-0.048033,-0.156748,lower
L1,none,0.20,0.2000,0.473769,-0.047347,-0.156251,lower
L1,none,0.20,0.2000,0.497911,-0.046447,-0.153020,lower
L1,none,0.20,0.2000,0.522334,-0.045337,-0.147171,lower
L1,none,0.20,0.2000,0.546959,-0.044030,-0.139092,lower
L1,none,0.20,0.2000,0.571705,-0.042545,-0.129361,lower
L1,none,0.20,0.2000,0.596493,-0.040910,-0.118633,lower
L1,none,0.20,0.2000,0.621239,-0.039149,-0.107523,lower
L1,none,0.20,0.2000,0.645864,-0.037290,-0.096506,lower
L1,none,0.20,0.2000,0.670288,-0.035354,-0.085867,lower
L1,none,0.20,0.2000,0.694435,-0.033360,-0.075686,lower
L1,none,0.20,0.2000,0.718230,-0.031322,-0.065857,lower
L1,none,0.20,0.2000,0.741604,-0.029247,-0.056149,lower
L1,none,0.20,0.2000,0.764492,-0.027144,-0.046257,lower
L1,none,0.20,0.2000,0.786835,-0.025019,-0.035856,lower
L1,none,0.20,0.2000,0.808581,-0.022876,-0.024642,lower
L1,none,0.20,0.2000,0.829682,-0.020722,-0.012337,lower
L1,none,0.20,0.2000,0.850101,-0.018564,0.001312,lower
L1,none,0.20,0.2000,0.869805,-0.016409,0.016558,lower
L1,none,0.20,0.2000,0.888767,-0.014267,0.033678,lower
L1,none,0.20,0.2000,0.906971,-0.012147,0.053001,lower
L1,none,0.20,0.2000,0.924403,-0.010062,0.074938,lower
L1,none,0.20,0.2000,0.941059,-0.008025,0.100068,lower
L1,none,0.20,0.2000,0.956938,-0.006050,0.129511,lower
L1,none,0.20,0.2000,0.972047,-0.004158,0.165478,lower
L1,none,0.20,0.2000,0.986396,-0.002368,0.207683,lower
L1,none,0.20,0.2000,1.000000,-0.000705,0.268636,lower
L1,none,0.44,0.4400,-0.000000,0.000000,0.589023,upper
L1,none,0.44,0.4400,0.000019,0.000793,0.542363,upper
L1,none,0.44,0.4400,0.000080,0.001650,0.486638,upper
L1,none,0.44,0.4400,0.000196,0.002574,0.419367,upper
L1,none,0.44,0.4400,0.000377,0.003566,0.340281,upper
L1,none,0.44,0.4400,0.000638,0.004627,0.248235,upper
L1,none,0.44,0.4400,0.000993,0.005755,0.142796,upper
L1,none,0.44,0.4400,0.001458,0.006948,0.024013,upper
L1,none,0.44,0.4400,0.002052,0.008200,-0.107161,upper
L1,none,0.44,0.4400,0.002791,0.009505,-0.248693,upper
L1,none,0.44,0.4400,0.003694,0.010854,-0.397230,upper
L1,none,0.44,0.4400,0.004777,0.012236,-0.548054,upper
L1,none,0.44,0.4400,0.006058,0.013638,-0.695196,upper
L1,none,0.44,0.4400,0.007551,0.015047,-0.831870,upper
L1,none,0.44,0.4400,0.009271,0.016451,-0.951274,upper
L1,none,0.44,0.4400,0.011228,0.017838,-1.047467,upper
L1,none,0.44,0.4400,0.013436,0.019195,-1.116295,upper
L1,none,0.44,0.4400,0.015904,0.020515,-1.156120,upper
L1,none,0.44,0.4400,0.018643,0.021791,-1.167857,upper
L1,none,0.44,0.4400,0.021664,0.023016,-1.154606,upper
L1,none,0.44,0.4400,0.024979,0.024190,-1.121055,upper
L1,none,0.44,0.4400,0.028600,0.025311,-1.072631,upper
L1,none,0.44,0.4400,0.032543,0.026382,-1.014716,upper
L1,none,0.44,0.4400,0.036823,0.027404,-0.952053,upper
L1,none,0.44,0.4400,0.041456,0.028383,-0.888410,upper
L1,none,0.44,0.4400,0.046462,0.029326,-0.826507,upper
L1,none,0.44,0.4400,0.051862,0.030238,-0.768172,upper
L1,none,0.44,0.4400,0.057676,0.031129,-0.714567,upper
L1,none,0.44,0.4400,0.063928,0.032006,-0.666374,upper
L1,none,0.44,0.4400,0.070642,0.032877,-0.623919,upper
L1,none,0.44,0.4400,0.077844,0.033751,-0.587251,upper
L1,none,0.44,0.4400,0.085558,0.034634,-0.556200,upper
L1,none,0.44,0.4400,0.093813,0.035530,-0.530417,upper
L1,none,0.44,0.4400,0.102634,0.036444,-0.509411,upper
L1,none,0.44,0.4400,0.112049,0.037375,-0.492570,upper
L1,none,0.44,0.4400,0.122085,0.038323,-0.479194,upper
L1,none,0.44,0.4400,0.132769,0.039282,-0.468526,upper
L1,none,0.44,0.4400,0.144125,0.040246,-0.459789,upper
L1,none,0.44,0.4400,0.156179,0.041204,-0.452237,upper
L1,none,0.44,0.4400,0.168952,0.042147,-0.445205,upper
L1,none,0.44,0.4400,0.182464,0.043064,-0.438166,upper
L1,none,0.44,0.4400,0.196731,0.043942,-0.430770,upper
L1,none,0.44,0.4400,0.211767,0.044773,-0.422876,upper
L1,none,0.44,0.4400,0.227580,0.045547,-0.414546,upper
L1,none,0.44,0.4400,0.244175,0.046258,-0.406010,upper
L1,none,0.44,0.4400,0.261551,0.046900,-0.397608,upper
L1,none,0.44,0.4400,0.279701,0.047468,-0.389699,upper
L1,none,0.44,0.4400,0.298615,0.047957,-0.382570,upper
L1,none,0.44,0.4400,0.318273,0.048357,-0.376354,upper
L1,none,0.44,0.4400,0.338651,0.048657,-0.370961,upper
L1,none,0.44,0.4400,0.359716,0.048843,-0.366060,upper
L1,none,0.44,0.4400,0.381432,0.048894,-0.361095,upper
L1,none,0.44,0.4400,0.403750,0.048790,-0.355360,upper
L1,none,0.44,0.4400,0.426620,0.048509,-0.348108,upper
L1,none,0.44,0.4400,0.449981,0.048033,-0.338686,upper
L1,none,0.44,0.4400,0.473769,0.047347,-0.326672,upper
L1,none,0.44,0.4400,0.497911,0.046447,-0.311955,upper
L1,none,0.44,0.4400,0.522334,0.045337,-0.294768,upper
L1,none,0.44,0.4400,0.546959,0.044030,-0.275638,upper
L1,none,0.44,0.4400,0.571705,0.042545,-0.255280,upper
L1,none,0.44,0.4400,0.596493,0.040910,-0.234457,upper
L1,none,0.44,0.4400,0.621239,0.039149,-0.213854,upper
L1,none,0.44,0.4400,0.645864,0.037290,-0.193975,upper
L1,none,0.44,0.4400,0.670288,0.035354,-0.175091,upper
L1,none,0.44,0.4400,0.694435,0.033360,-0.157241,upper
L1,none,0.44,0.4400,0.718230,0.031322,-0.140265,upper
L1,none,0.44,0.4400,0.741604,0.029247,-0.123870,upper
L1,none,0.44,0.4400,0.764492,0.027144,-0.107693,upper
L1,none,0.44,0.4400,0.786835,0.025019,-0.091365,upper
L1,none,0.44,0.4400,0.808581,0.022876,-0.074539,upper
L1,none,0.44,0.4400,0.829682,0.020722,-0.056906,upper
L1,none,0.44,0.4400,0.850101,0.018564,-0.038181,upper
L1,none,0.44,0.4400,0.869805,0.016409,-0.018080,upper
L1,none,0.44,0.4400,0.888767,0.014267,0.003712,upper
L1,none,0.44,0.4400,0.906971,0.012147,0.027569,upper
L1,none,0.44,0.4400,0.924403,0.010062,0.053933,upper
L1,none,0.44,0.4400,0.941059,0.008025,0.083455,upper
L1,none,0.44,0.4400,0.956938,0.006050,0.117373,upper
L1,none,0.44,0.4400,0.972047,0.004158,0.157707,upper
L1,none,0.44,0.4400,0.986396,0.002368,0.202717,upper
L1,none,0.44,0.4400,1.000000,0.000705,0.268709,upper
L1,none,0.44,0.4400,-0.000000,0.000000,0.589023,lower
L1,none,0.44,0.4400,0.000019,-0.000793,0.631724,lower
L1,none,0.44,0.4400,0.000080,-0.001650,0.670872,lower
L1,none,0.44,0.4400,0.000196,-0.002574,0.705064,lower
L1,none,0.44,0.4400,0.000377,-0.003566,0.733413,lower
L1,none,0.44,0.4400,0.000638,-0.004627,0.754022,lower
L1,none,0.44,0.4400,0.000993,-0.005755,0.765168,lower
L1,none,0.44,0.4400,0.001458,-0.006948,0.765201,lower
L1,none,0.44,0.4400,0.002052,-0.008200,0.752768,lower
L1,none,0.44,0.4400,0.002791,-0.009505,0.727003,lower
L1,none,0.44,0.4400,0.003694,-0.010854,0.687825,lower
L1,none,0.44,0.4400,0.004777,-0.012236,0.636126,lower
L1,none,0.44,0.4400,0.006058,-0.013638,0.573855,lower
L1,none,0.44,0.4400,0.007551,-0.015047,0.503948,lower
L1,none,0.44,0.4400,0.009271,-0.016451,0.430031,lower
L1,none,0.44,0.4400,0.011228,-0.017838,0.355968,lower
L1,none,0.44,0.4400,0.013436,-0.019195,0.285364,lower
L1,none,0.44,0.4400,0.015904,-0.020515,0.221161,lower
L1,none,0.44,0.4400,0.018643,-0.021791,0.165393,lower
L1,none,0.44,0.4400,0.021664,-0.023016,0.119104,lower
L1,none,0.44,0.4400,0.024979,-0.024190,0.082424,lower
L1,none,0.44,0.4400,0.028600,-0.025311,0.054744,lower
L1,none,0.44,0.4400,0.032543,-0.026382,0.034950,lower
L1,none,0.44,0.4400,0.036823,-0.027404,0.021656,lower
L1,none,0.44,0.4400,0.041456,-0.028383,0.013396,lower
L1,none,0.44,0.4400,0.046462,-0.029326,0.008765,lower
L1,none,0.44,0.4400,0.051862,-0.030238,0.006497,lower
L1,none,0.44,0.4400,0.057676,-0.031129,0.005509,lower
L1,none,0.44,0.4400,0.063928,-0.032006,0.004910,lower
L1,none,0.44,0.4400,0.070642,-0.032877,0.003994,lower
L1,none,0.44,0.4400,0.077844,-0.033751,0.002236,lower
L1,none,0.44,0.4400,0.085558,-0.034634,-0.000722,lower
L1,none,0.44,0.4400,0.093813,-0.035530,-0.005083,lower
L1,none,0.44,0.4400,0.102634,-0.036444,-0.010907,lower
L1,none,0.44,0.4400,0.112049,-0.037375,-0.018121,lower
L1,none,0.44,0.4400,0.122085,-0.038323,-0.026536,lower
L1,none,0.44,0.4400,0.132769,-0.039282,-0.035865,lower
L1,none,0.44,0.4400,0.144125,-0.040246,-0.045755,lower
L1,none,0.44,0.4400,0.156179,-0.041204,-0.055816,lower
L1,none,0.44,0.4400,0.168952,-0.042147,-0.065668,lower
L1,none,0.44,0.4400,0.182464,-0.043064,-0.074984,lower
L1,none,0.44,0.4400,0.196731,-0.043942,-0.083535,lower
L1,none,0.44,0.4400,0.211767,-0.044773,-0.091217,lower
L1,none,0.44,0.4400,0.227580,-0.045547,-0.098069,lower
L1,none,0.44,0.4400,0.244175,-0.046258,-0.104258,lower
L1,none,0.44,0.4400,0.261551,-0.046900,-0.110041,lower
L1,none,0.44,0.4400,0.279701,-0.047468,-0.115711,lower
L1,none,0.44,0.4400,0.298615,-0.047957,-0.121519,lower
L1,none,0.44,0.4400,0.318273,-0.048357,-0.127607,lower
L1,none,0.44,0.4400,0.338651,-0.048657,-0.133950,lower
L1,none,0.44,0.4400,0.359716,-0.048843,-0.140323,lower
L1,none,0.44,0.4400,0.381432,-0.048894,-0.146306,lower
L1,none,0.44,0.4400,0.403750,-0.048790,-0.151330,lower
L1,none,0.44,0.4400,0.426620,-0.048509,-0.154767,lower
L1,none,0.44,0.4400,0.449981,-0.048033,-0.156044,lower
L1,none,0.44,0.4400,0.473769,-0.047347,-0.154748,lower
L1,none,0.44,0.4400,0.497911,-0.046447,-0.150726,lower
L1,none,0.44,0.4400,0.522334,-0.045337,-0.144115,lower
L1,none,0.44,0.4400,0.546959,-0.044030,-0.135318,lower
L1,none,0.44,0.4400,0.571705,-0.042545,-0.124925,lower
L1,none,0.44,0.4400,0.596493,-0.040910,-0.113596,lower
L1,none,0.44,0.4400,0.621239,-0.039149,-0.101948,lower
L1,none,0.44,0.4400,0.645864,-0.037290,-0.090458,lower
L1,none,0.44,0.4400,0.670288,-0.035354,-0.079409,lower
L1,none,0.44,0.4400,0.694435,-0.033360,-0.068880,lower
L1,none,0.44,0.4400,0.718230,-0.031322,-0.058769,lower
L1,none,0.44,0.4400,0.741604,-0.029247,-0.048844,lower
L1,none,0.44,0.4400,0.764492,-0.027144,-0.038802,lower
L1,none,0.44,0.4400,0.786835,-0.025019,-0.028321,lower
L1,none,0.44,0.4400,0.808581,-0.022876,-0.017096,lower
L1,none,0.44,0.4400,0.829682,-0.020722,-0.004847,lower
L1,none,0.44,0.4400,0.850101,-0.018564,0.008683,lower
L1,none,0.44,0.4400,0.869805,-0.016409,0.023752,lower
L1,none,0.44,0.4400,0.888767,-0.014267,0.040644,lower
L1,none,0.44,0.4400,0.906971,-0.012147,0.059697,lower
L1,none,0.44,0.4400,0.924403,-0.010062,0.081327,lower
L1,none,0.44,0.4400,0.941059,-0.008025,0.106120,lower
L1,none,0.44,0.4400,0.956938,-0.006050,0.135205,lower
L1,none,0.44,0.4400,0.972047,-0.004158,0.170781,lower
L1,none,0.44,0.4400,0.986396,-0.002368,0.212497,lower
L1,none,0.44,0.4400,1.000000,-0.000705,0.272916,lower
L1,none,0.65,0.6500,-0.000000,0.000000,0.565353,upper
L1,none,0.65,0.6500,0.000019,0.000793,0.515807,upper
L1,none,0.65,0.6500,0.000080,0.001650,0.456999,upper
L1,none,0.65,0.6500,0.000196,0.002574,0.386400,upper
L1,none,0.65,0.6500,0.000377,0.003566,0.303756,upper
L1,none,0.65,0.6500,0.000638,0.004627,0.207933,upper
L1,none,0.65,0.6500,0.000993,0.005755,0.098525,upper
L1,none,0.65,0.6500,0.001458,0.006948,-0.024378,upper
L1,none,0.65,0.6500,0.002052,0.008200,-0.159769,upper
L1,none,0.65,0.6500,0.002791,0.009505,-0.305536,upper
L1,none,0.65,0.6500,0.003694,0.010854,-0.458217,upper
L1,none,0.65,0.6500,0.004777,0.012236,-0.612948,upper
L1,none,0.65,0.6500,0.006058,0.013638,-0.763574,upper
L1,none,0.65,0.6500,0.007551,0.015047,-0.903095,upper
L1,none,0.65,0.6500,0.009271,0.016451,-1.024470,upper
L1,none,0.65,0.6500,0.011228,0.017838,-1.121528,upper
L1,none,0.65,0.6500,0.013436,0.019195,-1.189959,upper
L1,none,0.65,0.6500,0.015904,0.020515,-1.228074,upper
L1,none,0.65,0.6500,0.018643,0.021791,-1.236879,upper
L1,none,0.65,0.6500,0.021664,0.023016,-1.219728,upper
L1,none,0.65,0.6500,0.024979,0.024190,-1.181660,upper
L1,none,0.65,0.6500,0.028600,0.025311,-1.128447,upper
L1,none,0.65,0.6500,0.032543,0.026382,-1.065760,upper
L1,none,0.65,0.6500,0.036823,0.027404,-0.998545,upper
L1,none,0.65,0.6500,0.041456,0.028383,-0.930690,upper
L1,none,0.65,0.6500,0.046463,0.029326,-0.864970,upper
L1,none,0.65,0.6500,0.051862,0.030238,-0.803211,upper
L1,none,0.65,0.6500,0.057676,0.031129,-0.746550,upper
L1,none,0.65,0.6500,0.063928,0.032006,-0.695633,upper
L1,none,0.65,0.6500,0.070642,0.032877,-0.650747,upper
L1,none,0.65,0.6500,0.077844,0.033751,-0.611906,upper
L1,none,0.65,0.6500,0.085558,0.034634,-0.578901,upper
L1,none,0.65,0.6500,0.093813,0.035530,-0.551351,upper
L1,none,0.65,0.6500,0.102634,0.036444,-0.528729,upper
L1,none,0.65,0.6500,0.112049,0.037375,-0.510392,upper
L1,none,0.65,0.6500,0.122085,0.038323,-0.495613,upper
L1,none,0.65,0.6500,0.132769,0.039282,-0.483607,upper
L1,none,0.65,0.6500,0.144125,0.040246,-0.473577,upper
L1,none,0.65,0.6500,0.156179,0.041204,-0.464758,upper
L1,none,0.65,0.6500,0.168952,0.042147,-0.456470,upper
L1,none,0.65,0.6500,0.182464,0.043064,-0.448177,upper
L1,none,0.65,0.6500,0.196731,0.043942,-0.439528,upper
L1,none,0.65,0.6500,0.211767,0.044773,-0.430380,upper
L1,none,0.65,0.6500,0.227580,0.045547,-0.420798,upper
L1,none,0.65,0.6500,0.244175,0.046258,-0.411021,upper
L1,none,0.65,0.6500,0.261551,0.046900,-0.401392,upper
L1,none,0.65,0.6500,0.279701,0.047468,-0.392277,upper
L1,none,0.65,0.6500,0.298615,0.047957,-0.383969,upper
L1,none,0.65,0.6500,0.318273,0.048357,-0.376603,upper
L1,none,0.65,0.6500,0.338651,0.048657,-0.370093,upper
L1,none,0.65,0.6500,0.359716,0.048843,-0.364110,upper
L1,none,0.65,0.6500,0.381432,0.048894,-0.358103,upper
L1,none,0.65,0.6500,0.403750,0.048790,-0.351369,upper
L1,none,0.65,0.6500,0.426620,0.048509,-0.343170,upper
L1,none,0.65,0.6500,0.449981,0.048033,-0.332865,upper
L1,none,0.65,0.6500,0.473769,0.047347,-0.320041,upper
L1,none,0.65,0.6500,0.497911,0.046447,-0.304599,upper
L1,none,0.65,0.6500,0.522334,0.045337,-0.286782,upper
L1,none,0.65,0.6500,0.546959,0.044030,-0.267124,upper
L1,none,0.65,0.6500,0.571705,0.042545,-0.246340,upper
L1,none,0.65,0.6500,0.596493,0.040910,-0.225196,upper
L1,none,0.65,0.6500,0.621239,0.039149,-0.204372,upper
L1,none,0.65,0.6500,0.645864,0.037290,-0.184365,upper
L1,none,0.65,0.6500,0.670288,0.035354,-0.165443,upper
L1,none,0.65,0.6500,0.694435,0.033360,-0.147635,upper
L1,none,0.65,0.6500,0.718230,0.031322,-0.130777,upper
L1,none,0.65,0.6500,0.741604,0.029247,-0.114565,upper
L1,none,0.65,0.6500,0.764492,0.027144,-0.098634,upper
L1,none,0.65,0.6500,0.786835,0.025019,-0.082603,upper
L1,none,0.65,0.6500,0.808581,0.022876,-0.066120,upper
L1,none,0.65,0.6500,0.829682,0.020722,-0.048870,upper
L1,none,0.65,0.6500,0.850101,0.018564,-0.030560,upper
L1,none,0.65,0.6500,0.869805,0.016409,-0.010901,upper
L1,none,0.65,0.6500,0.888767,0.014267,0.010431,upper
L1,none,0.65,0.6500,0.906971,0.012147,0.033815,upper
L1,none,0.65,0.6500,0.924403,0.010062,0.059695,upper
L1,none,0.65,0.6500,0.941059,0.008025,0.088719,upper
L1,none,0.65,0.6500,0.956938,0.006050,0.122118,upper
L1,none,0.65,0.6500,0.972047,0.004158,0.161885,upper
L1,none,0.65,0.6500,0.986396,0.002368,0.206273,upper
L1,none,0.65,0.6500,1.000000,0.000705,0.271492,upper
L1,none,0.65,0.6500,-0.000000,0.000000,0.565353,lower
L1,none,0.65,0.6500,0.000019,-0.000793,0.610939,lower
L1,none,0.65,0.6500,0.000080,-0.001650,0.653133,lower
L1,none,0.65,0.6500,0.000196,-0.002574,0.690561,lower
L1,none,0.65,0.6500,0.000377,-0.003566,0.722313,lower
L1,none,0.65,0.6500,0.000638,-0.004627,0.746462,lower
L1,none,0.65,0.6500,0.000993,-0.005755,0.761244,lower
L1,none,0.65,0.6500,0.001458,-0.006948,0.764945,lower
L1,none,0.65,0.6500,0.002052,-0.008200,0.756149,lower
L1,none,0.65,0.6500,0.002791,-0.009505,0.733910,lower
L1,none,0.65,0.6500,0.003694,-0.010854,0.698052,lower
L1,none,0.65,0.6500,0.004777,-0.012236,0.649361,lower
L1,none,0.65,0.6500,0.006058,-0.013638,0.589689,lower
L1,none,0.65,0.6500,0.007551,-0.015047,0.521887,lower
L1,none,0.65,0.6500,0.009271,-0.016451,0.449524,lower
L1,none,0.65,0.6500,0.011228,-0.017838,0.376445,lower
