re_theta,x,H,cf,cf_coles_fernholz,cf_power_law,band,dev,inside,excess_pp
4441.618240250846,28.90796484957266,1.374248284811715,0.002922751516073496,0.002958851306445529,0.002939855163321665,0.03,0.012200609842540455,1,0.0
4598.1293373616845,29.982326561398246,1.3727127339449647,0.0029045291536371983,0.002938430374309958,0.002914512658722976,0.03,0.011537186985660974,1,0.0
4759.448761420124,31.096616822114893,1.3711964680884074,0.002886550148683574,0.0029183063259298554,0.002889495868158066,0.03,0.010881714837171153,1,0.0
4925.731573125409,32.252319572372166,1.36969885455819,0.0028688067979183544,0.0028984695339956917,0.002864795041925049,0.03,0.010233930606972974,1,0.0
5097.137782244728,33.45097390333008,1.3682192948309186,0.002851291800973675,0.0028789108812489416,0.002840400944494427,0.03,0.009593586399341603,1,0.0
5273.832511199328,34.69417610632245,1.3667572221705577,0.0028339982333635883,0.0028596217254943978,0.002816304819809523,0.030526755650644284,0.008960448125837184,1,0.0
5455.986163845269,35.983581798695774,1.3653120994598409,0.002816919521591197,0.0028405938675039643,0.0027924983593920283,0.03415211835680386,0.008745273606708848,1,0.0
5643.774599635244,37.32090812865477,1.363883417208878,0.002800049420240687,0.0028218195215321132,0.0027689736729863425,0.03780919573099852,0.011222839551533026,1,0.0
5837.379313351513,38.70793606205077,1.362470691718963,0.002783381990893135,0.0028032912881943432,0.0027457232615055757,0.041497837984137725,0.013715413317695324,1,0.0
6036.98762060496,40.146512754158344,1.3610734634013597,0.0027669115826277476,0.0027850021294870183,0.002722739992067509,0.04521790312283992,0.016223212899112438,1,0.0
6242.792849300893,41.638554009598806,1.3596912952219284,0.002750632814037259,0.0027669453457507876,0.002700017074931144,0.048969256175201696,0.018746451485831983,1,0.0
6454.994537277942,43.18604683368656,1.358323771269029,0.002734540556578404,0.0027491145544006616,0.0026775480421641785,0.05275176848605687,0.021285337748099042,1,0.0
6673.798636333615,44.79105207859594,1.35697049542892,0.0027186299191626065,0.002731503670264192,0.0026553267278890207,0.056565317074981435,0.023840076103896823,1,0.0
6899.417722854111,46.45570718787253,1.3556310901626614,0.0027028962338621868,0.0027141068873856515,0.0026333472499706014,0.06040978405097808,0.02641086696498607,1,0.0
7132.071215274656,48.1822290429442,1.3543051953708813,0.002687335042659339,0.0026969186621683705,0.002611603993022653,0.06428505607848634,0.02899790697173632,1,0.0
7371.985598603215,49.972916915422196,1.352992467345077,0.00267194208511997,0.002679933697740128,0.002590091592621287,0.06819102388989069,0.031601389206412867,1,0.0
7619.394656245692,51.83015552912434,1.3516925777929882,0.0026567132869399403,0.0026631469294380386,0.002568804920625648,0.07212758184022079,0.03422150339578223,1,0.0
7874.539709381574,53.756418235898025,1.350405212931817,0.0026416447492915956,0.0026465535113191353,0.002547739071514698,0.07609462750019166,0.03685843610392503,1,0.0
8137.669864144109,55.75427030947232,1.3491300726473143,0.002626732738888757,0.0026301488036120724,0.00252688934965802,0.08009206128411152,0.03951237090941451,1,0.0
8409.042266867355,57.8263723617258,1.3478668697115852,0.0026119736787212147,0.0026139283610333215,0.002506251257446113,0.08411978610952378,0.04218348857122711,1,0.0
8688.922367672922,59.97548388591966,1.3466153290526137,0.0025973641394160868,0.0025978879218982926,0.002485820484212373,0.0881777070858065,0.04487196718835307,1,0.0
8977.584192675726,62.204466931614654,1.3453751870741417,0.0025829008311644705,0.0025820233979643183,0.0024655928958852436,0.09226573122916924,0.04757798234858601,1,0.0
9275.310625097914,64.5162899161661,1.3441461910217438,0.0025685805961708557,0.002566330864948167,0.002445564525314486,0.09638376720177484,0.05030170726758909,1,0.0
9582.393695589672,66.91403157787262,1.3429280983886382,0.0025544004015986247,0.0025508065536658546,0.0024257315632204416,0.10053172507290625,0.05304331292427111,1,0.0
9899.134882065568,69.4008850760433,1.3417206763642182,0.00254035733294699,0.00253544684174718,0.002406090349719614,0.10470951610032843,0.055802968181565715,1,0.0
