i,residual,drho,dgamma,gamma_mean,gamma_root,n_lin_solves,n_lin_iters,n_refactor,n_limited,n_floored,wall_cum_s,t_seed,t_assembly,t_precond,t_linsolve,t_residual,t_kutta
0,0.00044676,0.0,0.00093919,0.0004696,0.0004696,1,0,0,0,0,0.07865964,0.0,0.0266458,0.0,0.03432683,0.01750119,4.887e-05
1,0.00803624,0.1815183,0.06745104,0.03419512,0.03419512,1,0,0,0,0,0.14333448,0.0,0.02807562,0.0,0.03503363,0.0014943,4.642e-05
2,0.00214657,0.11152027,0.04503774,0.05671399,0.05671399,1,0,0,0,0,0.20270107,0.0,0.02412917,0.0,0.03360071,0.00156013,4.892e-05
3,0.00154627,0.11256926,0.03322973,0.07332886,0.07332886,1,0,0,0,0,0.26190635,0.0,0.02374286,0.0,0.03368086,0.00170702,4.823e-05
4,0.00130412,0.07128411,0.02411871,0.08538821,0.08538821,1,0,0,0,0,0.32315709,0.0,0.02526118,0.0,0.03440313,0.00150378,5.507e-05
5,0.00063484,0.0475227,0.01736285,0.09406964,0.09406964,1,0,0,0,0,0.38721637,0.0,0.02814701,0.0,0.03434522,0.00149486,4.702e-05
6,0.0004474,0.03944578,0.0127593,0.10044928,0.10044928,1,0,0,0,0,0.44639662,0.0,0.02356514,0.0,0.03393933,0.00158881,5.545e-05
7,0.00032317,0.03527344,0.00933667,0.10511762,0.10511762,1,0,0,0,0,0.50585909,0.0,0.02337772,0.0,0.03441705,0.00158662,5.042e-05
8,0.00023317,0.02945872,0.00682038,0.10852781,0.10852781,1,0,0,0,0,0.56889736,0.0,0.02620801,0.0,0.03506435,0.00166821,6.607e-05
9,0.00016826,0.0246871,0.00497687,0.11101624,0.11101624,1,0,0,0,0,0.63550147,0.0,0.03020702,0.0,0.03465076,0.00163712,7.214e-05
10,0.00012145,0.019693,0.00364618,0.11283933,0.11283933,1,0,0,0,0,0.70149775,0.0,0.02972272,0.0,0.03459971,0.00159122,5.28e-05
11,8.811e-05,0.01892426,0.00300793,0.1143433,0.1143433,1,0,0,0,0,0.76664412,0.0,0.02893782,0.0,0.0344873,0.0016325,5.668e-05
12,7.247e-05,0.01894101,0.00241282,0.11554971,0.11554971,1,0,0,0,0,0.83242838,0.0,0.02924225,0.0,0.03492243,0.00153984,5.158e-05
13,5.791e-05,0.01862288,0.00190773,0.11650357,0.11650357,1,0,0,0,0,0.89795687,0.0,0.02929529,0.0,0.03462367,0.00153027,5.115e-05
14,4.561e-05,0.01935184,0.00153251,0.11726982,0.11726982,1,0,0,0,0,0.96252738,0.0,0.02876742,0.0,0.03422621,0.00149998,4.964e-05
15,3.657e-05,0.02055724,0.00121706,0.11787835,0.11787835,1,0,0,0,0,1.02647439,0.0,0.02779308,0.0,0.0345648,0.00151408,4.805e-05
16,2.897e-05,0.02086832,0.00095303,0.11835487,0.11835487,1,0,0,0,0,1.08522808,0.0,0.0236885,0.0,0.0334485,0.00154335,4.657e-05
17,2.463e-05,0.02059009,0.00073231,0.11872102,0.11872102,1,0,0,0,0,1.14395801,0.0,0.02343999,0.0,0.03362895,0.00158562,4.797e-05
18,2.31e-05,0.01983389,0.00057106,0.11900655,0.11900655,1,0,0,0,0,1.20641081,0.0,0.02651723,0.0,0.03416868,0.00167182,6.112e-05
19,2.131e-05,0.01872422,0.00042897,0.11922103,0.11922103,1,0,0,0,0,1.2721089,0.0,0.02959081,0.0,0.03446153,0.00156367,5.178e-05
20,1.984e-05,0.01750413,0.00034386,0.11939297,0.11939297,1,0,0,0,0,1.33703311,0.0,0.0287081,0.0,0.03459493,0.00154362,5.003e-05
21,1.855e-05,0.01625974,0.0002617,0.11952382,0.11952382,1,0,0,0,0,1.40174757,0.0,0.02896016,0.0,0.03410983,0.00156319,5.283e-05
22,1.777e-05,0.01535547,0.00022369,0.11963566,0.11963566,1,0,0,0,0,1.46630905,0.0,0.02810528,0.0,0.03482394,0.00155041,5.264e-05
23,1.67e-05,0.01506338,0.00017718,0.11972425,0.11972425,1,0,0,0,0,1.53150619,0.0,0.02887161,0.0,0.03464529,0.00159805,5.487e-05
24,1.564e-05,0.01473726,0.00013025,0.11978937,0.11978937,1,0,0,0,0,1.59786837,0.0,0.02847224,0.0,0.03605227,0.0017113,8.736e-05
25,1.468e-05,0.01474812,9.795e-05,0.11983835,0.11983835,1,0,0,0,0,1.66477037,0.0,0.03017231,0.0,0.0350532,0.00159272,5.262e-05
26,1.507e-05,0.01468337,5.979e-05,0.11986824,0.11986824,1,0,0,0,0,1.72991614,0.0,0.02901598,0.0,0.03442748,0.00161979,5.28e-05
27,1.301e-05,0.01455942,4.238e-05,0.11988943,0.11988943,1,0,0,0,0,1.79479922,0.0,0.02906618,0.0,0.03410349,0.0016292,5.325e-05
28,1.308e-05,0.01425169,2.661e-05,0.11990274,0.11990274,1,0,0,0,0,1.86009061,0.0,0.02934036,0.0,0.03428483,0.00158727,5.085e-05
29,1.252e-05,0.01373564,5.55e-06,0.11990551,0.11990551,1,0,0,0,0,1.9250878,0.0,0.02873902,0.0,0.03459548,0.00158476,5.031e-05
30,1.23e-05,0.01307642,1.379e-05,0.11989862,0.11989862,1,0,0,0,0,1.98963859,0.0,0.02808524,0.0,0.03481289,0.00157433,4.995e-05
31,1.199e-05,0.01235364,2.363e-05,0.11988681,0.11988681,1,0,0,0,0,2.05391102,0.0,0.02867396,0.0,0.03395162,0.00156919,5.061e-05
32,1.177e-05,0.0116778,2.628e-05,0.11987367,0.11987367,1,0,0,0,0,2.11760111,0.0,0.02802993,0.0,0.0340204,0.00156346,4.954e-05
33,1.145e-05,0.01094569,2.719e-05,0.11986007,0.11986007,1,0,0,0,0,2.18361739,0.0,0.02886556,0.0,0.03528572,0.00175062,7.047e-05
34,1.104e-05,0.01020215,1.771e-05,0.11985122,0.11985122,1,0,0,0,0,2.24959678,0.0,0.02981476,0.0,0.03447178,0.00160807,5.321e-05
35,1.067e-05,0.00948287,1.338e-05,0.11984453,0.11984453,1,0,0,0,0,2.31438201,0.0,0.02897943,0.0,0.03412504,0.00158965,5.255e-05
36,1.034e-05,0.00924098,1.335e-05,0.11983785,0.11983785,1,0,0,0,0,2.37917723,0.0,0.02890401,0.0,0.03424797,0.00155987,5.682e-05
37,1.001e-05,0.0089938,2.549e-05,0.1198251,0.1198251,1,0,0,0,0,2.44327736,0.0,0.02796188,0.0,0.03452018,0.00154195,4.874e-05
38,9.67e-06,0.00867551,3.245e-05,0.11980888,0.11980888,1,0,0,0,0,2.50772069,0.0,0.02874134,0.0,0.03402899,0.00159573,4.909e-05
0,0.00019224,0.0,3.264e-05,0.11979256,0.11979256,1,0,0,0,0,2.57335002,0.0,0.02804602,0.0,0.03448161,0.00149883,5.184e-05
1,7.769e-05,0.02062523,0.00303682,0.12131097,0.12131097,1,0,0,0,0,2.63862227,0.0,0.02843113,0.0,0.03504809,0.00171537,4.987e-05
2,7.782e-05,0.01212508,0.00301974,0.12282084,0.12282084,1,0,0,0,0,2.70328518,0.0,0.02923073,0.0,0.03367029,0.00167582,5.612e-05
3,7.63e-05,0.01180037,0.00287946,0.12426057,0.12426057,1,0,0,0,0,2.76855396,0.0,0.02898298,0.0,0.0344895,0.00171929,4.968e-05
4,7.203e-05,0.01207866,0.00261009,0.12556561,0.12556561,1,0,0,0,0,2.83346367,0.0,0.02863275,0.0,0.03450377,0.00169435,5.146e-05
5,6.477e-05,0.01220861,0.00234265,0.12673694,0.12673694,1,0,0,0,0,2.8990522,0.0,0.0289964,0.0,0.03477054,0.00172979,6.172e-05
6,5.778e-05,0.01220922,0.00204996,0.12776192,0.12776192,1,0,0,0,0,2.9656544,0.0,0.03017668,0.0,0.03458696,0.00176078,4.972e-05
7,5.03e-05,0.01266681,0.00181309,0.12866846,0.12866846,1,0,0,0,0,3.03073831,0.0,0.02878804,0.0,0.03455516,0.00166122,5.188e-05
8,4.434e-05,0.01379615,0.00160455,0.12947074,0.12947074,1,0,0,0,0,3.09612136,0.0,0.0282969,0.0,0.03529444,0.00171072,4.958e-05
9,3.914e-05,0.01306896,0.00142412,0.1301828,0.1301828,1,0,0,0,0,3.16093265,0.0,0.02885049,0.0,0.03419347,0.00168974,4.99e-05
10,3.469e-05,0.01300946,0.00126239,0.13081399,0.13081399,1,0,0,0,0,3.22531241,0.0,0.0284634,0.0,0.03414752,0.00168628,5.556e-05
11,3.071e-05,0.01280888,0.00112013,0.13137406,0.13137406,1,0,0,0,0,3.29015668,0.0,0.02879657,0.0,0.03427005,0.00170268,4.863e-05
12,2.723e-05,0.01301918,0.00099883,0.13187347,0.13187347,1,0,0,0,0,3.35511305,0.0,0.02865138,0.0,0.03453366,0.00169422,5.04e-05
13,2.428e-05,0.01355815,0.00088984,0.13231839,0.13231839,1,0,0,0,0,3.41991997,0.0,0.02811409,0.0,0.03493262,0.00168518,4.877e-05
14,2.162e-05,0.01413204,0.00080897,0.13272287,0.13272287,1,0,0,0,0,3.48506567,0.0,0.028582,0.0,0.03477807,0.00170278,5.412e-05
15,1.968e-05,0.01454546,0.00072502,0.13308538,0.13308538,1,0,0,0,0,3.54984961,0.0,0.02910477,0.0,0.03390736,0.00169429,4.958e-05
16,1.764e-05,0.01479549,0.00067264,0.1334217,0.1334217,1,0,0,0,0,3.61639767,0.0,0.02939938,0.0,0.03508996,0.00192737,8.727e-05
17,1.64e-05,0.02816863,0.00060913,0.13372626,0.13372626,1,0,0,0,0,3.68285088,0.0,0.02966903,0.0,0.03494064,0.00176152,5.197e-05
18,1.485e-05,0.01695647,0.00056806,0.13401029,0.13401029,1,0,0,0,0,3.74767012,0.0,0.02826105,0.0,0.03470368,0.00176543,5.769e-05
19,1.387e-05,0.01482927,0.00052374,0.13427216,0.13427216,1,0,0,0,0,3.81261947,0.0,0.0287237,0.0,0.03443309,0.00171256,5.073e-05
20,1.28e-05,0.01514087,0.00049328,0.1345188,0.1345188,1,0,0,0,0,3.87645235,0.0,0.02833654,0.0,0.0337098,0.00170763,5.158e-05
21,1.207e-05,0.01602931,0.00045877,0.13474819,0.13474819,1,0,0,0,0,3.94065121,0.0,0.02803488,0.0,0.03438643,0.00169493,4.727e-05
22,1.124e-05,0.01687755,0.00043988,0.13496812,0.13496812,1,0,0,0,0,4.00034648,0.0,0.02356226,0.0,0.0340307,0.00199758,6.992e-05
23,1.079e-05,0.01748573,0.00040547,0.13517086,0.13517086,1,0,0,0,0,4.06273736,0.0,0.02616696,0.0,0.03442406,0.00172033,4.964e-05
24,9.94e-06,0.01783697,0.00039351,0.13536761,0.13536761,1,0,0,0,0,4.12468802,0.0,0.02597791,0.0,0.03421084,0.00168292,5.024e-05
0,0.00028217,0.0,0.00017847,0.13545685,0.13545685,1,0,0,0,0,4.19042268,0.0,0.02836327,0.0,0.03415423,0.00163814,5.038e-05
1,0.00010789,0.01657534,0.00032205,0.13561787,0.13561787,1,0,0,0,0,4.25568796,0.0,0.02885059,0.0,0.0344697,0.00185605,5.282e-05
2,3.849e-05,0.01815573,0.00062878,0.13593226,0.13593226,1,0,0,0,0,4.32197337,0.0,0.0295253,0.0,0.03472171,0.00193777,6.796e-05
3,2.803e-05,0.02031403,0.00073556,0.13630004,0.13630004,1,0,0,0,0,4.38873924,0.0,0.02991474,0.0,0.03487247,0.00189703,5.295e-05
4,3.25e-05,0.02130675,0.00070946,0.13665477,0.13665477,1,0,0,0,0,4.45523351,0.0,0.02957099,0.0,0.03482668,0.00198878,7.308e-05
5,3.651e-05,0.02218299,0.00066163,0.13698559,0.13698559,1,0,0,0,0,4.52269789,0.0,0.02990522,0.0,0.03543914,0.00201913,6.619e-05
6,3.883e-05,0.02414462,0.00066798,0.13731958,0.13731958,1,0,0,0,0,4.58883406,0.0,0.02946257,0.0,0.03469105,0.00189712,5.297e-05
7,4.02e-05,0.02628654,0.0006416,0.13764038,0.13764038,1,0,0,0,0,4.65431226,0.0,0.02919784,0.0,0.03432553,0.00186157,6.241e-05
8,4.108e-05,0.0278444,0.00061929,0.13795002,0.13795002,1,0,0,0,0,4.71947255,0.0,0.02902516,0.0,0.03423104,0.00181827,5.077e-05
9,4.158e-05,0.02901748,0.00059974,0.13824989,0.13824989,1,0,0,0,0,4.78442749,0.0,0.02881734,0.0,0.03420103,0.00185921,4.882e-05
10,4.18e-05,0.03065264,0.00058019,0.13853999,0.13853999,1,0,0,0,0,4.84885561,0.0,0.02844243,0.0,0.03406806,0.00184159,4.842e-05
11,4.194e-05,0.08094361,0.00055597,0.13881797,0.13881797,1,0,0,0,0,4.91325277,0.0,0.02827852,0.0,0.03422572,0.00181138,5.451e-05
12,4.193e-05,0.03530816,0.00052159,0.13907877,0.13907877,1,0,0,0,0,4.97800376,0.0,0.02837184,0.0,0.03449043,0.00181435,4.88e-05
13,4.184e-05,0.07491555,0.00047809,0.13931782,0.13931782,1,0,0,0,0,5.04212147,0.0,0.02783526,0.0,0.03437789,0.00182988,4.886e-05
14,4.168e-05,0.05539222,0.00045436,0.13954499,0.13954499,1,0,0,0,0,5.10687184,0.0,0.02842,0.0,0.0344147,0.0018429,4.721e-05
15,4.146e-05,0.04823771,0.00042176,0.13975588,0.13975588,1,0,0,0,0,5.17119916,0.0,0.0284325,0.0,0.03395567,0.00185936,5.188e-05
16,3.985e-05,0.05110712,0.00041148,0.13996161,0.13996161,1,0,0,0,0,5.23675483,0.0,0.02877207,0.0,0.03475819,0.00193419,5.965e-05
17,4.06e-05,0.05442508,0.00039301,0.14015812,0.14015812,1,0,0,0,0,5.30391662,0.0,0.02982762,0.0,0.03523667,0.00199515,6.619e-05
18,4.026e-05,0.05801778,0.00038155,0.1403489,0.1403489,1,0,0,0,0,5.37069073,0.0,0.02980742,0.0,0.03496461,0.00190996,5.807e-05
19,3.994e-05,0.06632195,0.000362,0.1405299,0.1405299,1,0,0,0,0,5.43742456,0.0,0.02979882,0.0,0.03477569,0.00205188,7.142e-05
20,3.958e-05,0.06948353,0.00035556,0.14070768,0.14070768,1,0,0,0,0,5.50446355,0.0,0.03022105,0.0,0.03475313,0.00198114,5.356e-05
21,3.927e-05,0.06717732,0.00033714,0.14087624,0.14087624,1,0,0,0,0,5.57052102,0.0,0.02959753,0.0,0.03443469,0.00194394,5.248e-05
22,3.893e-05,0.07149698,0.00033272,0.14104261,0.14104261,1,0,0,0,0,5.63595287,0.0,0.02897253,0.0,0.03448533,0.00189252,5.124e-05
23,3.858e-05,0.07326285,0.00032341,0.14120431,0.14120431,1,0,0,0,0,5.70321176,0.0,0.0307694,0.0,0.03441859,0.0019879,5.289e-05
24,3.83e-05,0.07829338,0.00031833,0.14136348,0.14136348,1,0,0,0,0,5.76867981,0.0,0.0288685,0.0,0.03461056,0.0019052,5.026e-05
25,3.941e-05,0.0863101,0.00031154,0.14151925,0.14151925,1,0,0,0,0,5.83307614,0.0,0.02853309,0.0,0.03393439,0.00184919,5.039e-05
26,4.461e-05,0.08643535,0.00030995,0.14167422,0.14167422,1,0,0,0,0,5.89852536,0.0,0.02884642,0.0,0.03461689,0.00190021,5.554e-05
27,4.656e-05,0.07995725,0.00030092,0.14182469,0.14182469,1,0,0,0,0,5.96321722,0.0,0.02843956,0.0,0.034341,0.00182472,5.721e-05
28,4.364e-05,0.0840445,0.00031056,0.14197996,0.14197996,1,0,0,0,0,6.0278237,0.0,0.02847642,0.0,0.03418655,0.00186646,4.855e-05
29,4.171e-05,0.08518896,0.00030933,0.14213463,0.14213463,1,0,0,0,0,6.09162805,0.0,0.02809367,0.0,0.03376454,0.00186995,4.943e-05
30,4.329e-05,0.08263008,0.00030497,0.14228711,0.14228711,1,0,0,0,0,6.15628032,0.0,0.02841124,0.0,0.03436223,0.00180328,4.839e-05
31,4.181e-05,0.09321512,0.00029807,0.14243615,0.14243615,1,0,0,0,0,6.22161538,0.0,0.02860118,0.0,0.03474888,0.00190769,5.052e-05
32,4.185e-05,0.09544566,0.00029384,0.14258307,0.14258307,1,0,0,0,0,6.28675305,0.0,0.02893173,0.0,0.03428782,0.00184017,4.964e-05
33,4.391e-05,0.09139748,0.0003039,0.14273502,0.14273502,1,0,0,0,0,6.35189403,0.0,0.02881196,0.0,0.0343309,0.00191522,5.398e-05
34,4.634e-05,0.16710026,0.00029449,0.14288226,0.14288226,1,0,0,0,0,6.41696531,0.0,0.02905187,0.0,0.03412245,0.00182107,4.839e-05
35,5.149e-05,0.13148598,0.00029195,0.14302824,0.14302824,1,0,0,0,0,6.48244538,0.0,0.02882572,0.0,0.03464087,0.00193234,5.292e-05
36,5.336e-05,0.10990406,0.0002927,0.14317459,0.14317459,1,0,0,0,0,6.5480975,0.0,0.02936284,0.0,0.03433766,0.00186861,5.112e-05
37,5.324e-05,0.09321079,0.00029108,0.14332013,0.14332013,1,0,0,0,0,6.61365875,0.0,0.02922786,0.0,0.03432395,0.00192911,5.201e-05
38,5.086e-05,0.09371908,0.00029658,0.14346842,0.14346842,1,0,0,0,0,6.67924648,0.0,0.02972805,0.0,0.03385844,0.00192252,5.088e-05
39,4.135e-05,0.09405429,0.00029098,0.14361391,0.14361391,1,0,0,0,0,6.74415601,0.0,0.02881264,0.0,0.03415226,0.00186693,5.079e-05
40,4.365e-05,0.08811781,0.00028698,0.1437574,0.1437574,1,0,0,0,0,6.80986389,0.0,0.02873194,0.0,0.03493525,0.00195489,5.62e-05
41,4.568e-05,0.0803838,0.00029097,0.14390288,0.14390288,1,0,0,0,0,6.8755627,0.0,0.02916601,0.0,0.03456733,0.00188458,5.13e-05
42,4.603e-05,0.08655254,0.00028438,0.14404507,0.14404507,1,0,0,0,0,6.94005136,0.0,0.02842806,0.0,0.03412235,0.00186028,4.941e-05
43,4.365e-05,0.08522003,0.00029424,0.14419219,0.14419219,1,0,0,0,0,7.00426341,0.0,0.02850922,0.0,0.03374629,0.00186706,6.043e-05
44,3.985e-05,0.08097252,0.00028567,0.14433502,0.14433502,1,0,0,0,0,7.06842543,0.0,0.02847997,0.0,0.03376492,0.00182272,4.875e-05
45,3.961e-05,0.08072459,0.00029921,0.14448463,0.14448463,1,0,0,0,0,7.13377018,0.0,0.02872666,0.0,0.03463519,0.00190402,5.128e-05
46,3.902e-05,0.08518766,0.0002988,0.14463403,0.14463403,1,0,0,0,0,7.1990334,0.0,0.0289206,0.0,0.03434947,0.00190861,5.395e-05
47,3.804e-05,0.0847681,0.00029875,0.14478341,0.14478341,1,0,0,0,0,7.2647348,0.0,0.02922294,0.0,0.03446542,0.00193356,5.172e-05
48,3.818e-05,0.08036346,0.00029934,0.14493308,0.14493308,1,0,0,0,0,7.33015257,0.0,0.02923341,0.0,0.03425935,0.00184706,5.049e-05
49,3.842e-05,0.07401102,0.00029964,0.1450829,0.1450829,1,0,0,0,0,7.3942003,0.0,0.02809688,0.0,0.0339911,0.00187964,5.164e-05
50,4.429e-05,0.07989036,0.00029824,0.14523201,0.14523201,1,0,0,0,0,7.45868011,0.0,0.02810706,0.0,0.03445246,0.00184417,4.818e-05
51,4.583e-05,0.08143926,0.00029622,0.14538012,0.14538012,1,0,0,0,0,7.52427544,0.0,0.02881322,0.0,0.03478243,0.00191603,5.689e-05
52,4.64e-05,0.07829512,0.00029364,0.14552694,0.14552694,1,0,0,0,0,7.58965382,0.0,0.0289209,0.0,0.03446173,0.0019126,5.231e-05
53,4.608e-05,0.07362269,0.00028833,0.1456711,0.1456711,1,0,0,0,0,7.65506433,0.0,0.02880652,0.0,0.03461994,0.00190285,5.312e-05
54,4.482e-05,0.08218669,0.00029689,0.14581955,0.14581955,1,0,0,0,0,7.72120364,0.0,0.02926578,0.0,0.03477527,0.00200809,5.883e-05
55,3.887e-05,0.08234014,0.0002959,0.1459675,0.1459675,1,0,0,0,0,7.78749745,0.0,0.02964308,0.0,0.03468745,0.0018766,5.692e-05
56,3.957e-05,0.07984598,0.00029257,0.14611378,0.14611378,1,0,0,0,0,7.85326022,0.0,0.02894962,0.0,0.03485074,0.00187615,5.179e-05
57,4.133e-05,0.07502529,0.00029278,0.14626018,0.14626018,1,0,0,0,0,7.91892381,0.0,0.02928639,0.0,0.03438242,0.00190995,5.406e-05
58,4.191e-05,0.07542381,0.00029078,0.14640557,0.14640557,1,0,0,0,0,7.98538195,0.0,0.02949006,0.0,0.03485963,0.00199489,7.864e-05
59,4.211e-05,0.07817766,0.00029408,0.14655261,0.14655261,1,0,0,0,0,8.05177467,0.0,0.0299736,0.0,0.03444787,0.00188907,5.186e-05
60,3.96e-05,0.07640583,0.00029419,0.1466997,0.1466997,1,0,0,0,0,8.11676187,0.0,0.02904595,0.0,0.03400958,0.00185337,5.046e-05
61,3.555e-05,0.07279981,0.00030648,0.14685294,0.14685294,1,0,0,0,0,8.18236038,0.0,0.02878071,0.0,0.03476542,0.00195572,6.403e-05
62,3.518e-05,0.07042622,0.00031137,0.14700862,0.14700862,1,0,0,0,0,8.24875103,0.0,0.0297957,0.0,0.03466969,0.00184746,4.982e-05
63,3.474e-05,0.07496537,0.00031263,0.14716494,0.14716494,1,0,0,0,0,8.31450612,0.0,0.02921641,0.0,0.03455078,0.00189523,6.44e-05
64,3.311e-05,0.07731698,0.00033173,0.1473308,0.1473308,1,0,0,0,0,8.38019546,0.0,0.02944025,0.0,0.03421361,0.00194956,5.54e-05
65,3.497e-05,0.07627348,0.00033524,0.14749842,0.14749842,1,0,0,0,0,8.44636552,0.0,0.02936023,0.0,0.03486193,0.00186766,5.044e-05
66,3.441e-05,0.07304248,0.00034622,0.14767153,0.14767153,1,0,0,0,0,8.51316581,0.0,0.02968989,0.0,0.03511037,0.00191797,5.151e-05
67,3.888e-05,0.0739809,0.0003703,0.14785668,0.14785668,1,0,0,0,0,8.57904878,0.0,0.02929495,0.0,0.03462725,0.00187729,5.275e-05
68,4.303e-05,0.07594055,0.00037885,0.1480461,0.1480461,1,0,0,0,0,8.64410575,0.0,0.029138,0.0,0.03395885,0.00187884,5.045e-05
69,4.192e-05,0.07494396,0.00038444,0.14823832,0.14823832,1,0,0,0,0,8.70859902,0.0,0.02901342,0.0,0.03356883,0.00183251,5.017e-05
70,4.145e-05,0.07304024,0.00041691,0.14844678,0.14844678,1,0,0,0,0,8.77375219,0.0,0.02857219,0.0,0.03464085,0.00186013,5.209e-05
71,4.039e-05,0.07859509,0.00043835,0.14866595,0.14866595,1,0,0,0,0,8.83898458,0.0,0.02925027,0.0,0.03405972,0.0018437,4.988e-05
72,3.861e-05,0.07453593,0.00048119,0.14890655,0.14890655,1,0,0,0,0,8.90542213,0.0,0.02907728,0.0,0.03521145,0.00201676,8.525e-05
73,3.73e-05,0.07850946,0.00051137,0.14916223,0.14916223,1,0,0,0,0,8.97268458,0.0,0.03040524,0.0,0.03489375,0.00188205,5.148e-05
74,4.045e-05,0.07878533,0.00056931,0.14944689,0.14944689,1,0,0,0,0,9.03821253,0.0,0.02916239,0.0,0.03446731,0.00181997,4.97e-05
75,4.076e-05,0.07674364,0.00068046,0.14978711,0.14978711,1,0,0,0,0,9.10306021,0.0,0.02868961,0.0,0.0342603,0.00181525,5.371e-05
76,4.159e-05,0.07644785,0.00081877,0.1501965,0.1501965,1,0,0,0,0,9.16739044,0.0,0.02842619,0.0,0.03403512,0.00178468,5.645e-05
77,4.13e-05,0.08093158,0.00213184,0.15126242,0.15126242,1,0,0,0,0,9.23169277,0.0,0.02853288,0.0,0.0338958,0.00179552,4.894e-05
78,5.998e-05,0.08011414,0.0017708,0.15214782,0.15214782,1,0,0,0,0,9.29587095,0.0,0.02857316,0.0,0.03374603,0.00178098,5.116e-05
79,6.237e-05,0.07684161,0.00155594,0.15292579,0.15292579,1,0,0,0,0,9.36037327,0.0,0.02847193,0.0,0.03415984,0.00179468,4.981e-05
80,6.576e-05,0.07154247,0.00139762,0.1536246,0.1536246,1,0,0,0,0,9.42459612,0.0,0.02849494,0.0,0.033871,0.00178356,4.744e-05
81,6.903e-05,0.0770063,0.00127469,0.15426194,0.15426194,1,0,0,0,0,9.4887273,0.0,0.028427,0.0,0.03381901,0.00181002,4.779e-05
82,7.19e-05,0.07953071,0.00117181,0.15484785,0.15484785,1,0,0,0,0,9.55042695,0.0,0.02596051,0.0,0.03386745,0.00179112,5.361e-05
83,7.42e-05,0.07820281,0.00110288,0.15539929,0.15539929,1,0,0,0,0,9.61596614,0.0,0.02897477,0.0,0.03464325,0.00184177,5.152e-05
84,7.617e-05,0.07389533,0.00096773,0.15588315,0.15588315,1,0,0,0,0,9.68161968,0.0,0.02926185,0.0,0.03444707,0.00186942,4.808e-05
85,7.543e-05,0.07243057,0.00090936,0.15633783,0.15633783,1,0,0,0,0,9.74769679,0.0,0.02886523,0.0,0.03509208,0.00199346,8.621e-05
86,7.567e-05,0.07392278,0.00080435,0.15674001,0.15674001,1,0,0,0,0,9.81450377,0.0,0.03004155,0.0,0.03472995,0.00193514,6.492e-05
87,7.186e-05,0.07265612,0.00077071,0.15712537,0.15712537,1,0,0,0,0,9.88021473,0.0,0.02938479,0.0,0.0344512,0.00179567,5.087e-05
88,6.954e-05,0.06910231,0.00077949,0.15751511,0.15751511,1,0,0,0,0,9.94499174,0.0,0.0287109,0.0,0.03409937,0.00188822,5.002e-05
89,6.821e-05,0.06793658,0.00075651,0.15789337,0.15789337,1,0,0,0,0,10.0097544,0.0,0.02830798,0.0,0.03457405,0.00180183,5.031e-05
90,6.687e-05,0.07130551,0.00075127,0.158269,0.158269,1,0,0,0,0,10.07443614,0.0,0.02870067,0.0,0.03408858,0.00180626,5.816e-05
91,6.608e-05,0.07152837,0.00076201,0.15865,0.15865,1,0,0,0,0,10.13879156,0.0,0.02848969,0.0,0.03400964,0.00177939,5.068e-05
92,6.575e-05,0.06908365,0.00078202,0.15904101,0.15904101,1,0,0,0,0,10.2037702,0.0,0.0283745,0.0,0.0347086,0.00181709,5.092e-05
93,6.576e-05,0.0647014,0.00081716,0.15944959,0.15944959,1,0,0,0,0,10.26919431,0.0,0.02878859,0.0,0.03474256,0.00181268,5.102e-05
94,6.615e-05,0.0636851,0.0008521,0.15987564,0.15987564,1,0,0,0,0,10.33433277,0.0,0.02877369,0.0,0.03447385,0.00181281,4.968e-05
95,6.669e-05,0.06384762,0.00085253,0.16030191,0.16030191,1,0,0,0,0,10.39839184,0.0,0.02820556,0.0,0.03396087,0.00181507,5.043e-05
96,6.699e-05,0.06314748,0.00091318,0.1607585,0.1607585,1,0,0,0,0,10.46449383,0.0,0.02870934,0.0,0.03529874,0.00199691,6.588e-05
97,6.787e-05,0.06123041,0.00094974,0.16123337,0.16123337,1,0,0,0,0,10.53211554,0.0,0.03052398,0.0,0.03499325,0.0019884,7.826e-05
98,6.877e-05,0.05808994,0.00098103,0.16172388,0.16172388,1,0,0,0,0,10.6001106,0.0,0.03001808,0.0,0.03586083,0.00200064,7.797e-05
99,6.98e-05,0.05994416,0.00091559,0.16218168,0.16218168,1,0,0,0,0,10.66728622,0.0,0.03008896,0.0,0.03510978,0.00189275,5.26e-05
100,4.089e-05,0.06090878,0.00087484,0.1626191,0.1626191,1,0,0,0,0,10.73211916,0.0,0.02881018,0.0,0.03411688,0.00182139,5.075e-05
101,3.958e-05,0.06021959,0.00087873,0.16305846,0.16305846,1,0,0,0,0,10.79771768,0.0,0.0290834,0.0,0.03454735,0.00188125,5.79e-05
102,4.153e-05,0.05810539,0.00088968,0.1635033,0.1635033,1,0,0,0,0,10.8643595,0.0,0.02982418,0.0,0.03480472,0.00192495,5.645e-05
103,4.335e-05,0.05499178,0.00091214,0.16395937,0.16395937,1,0,0,0,0,10.92975395,0.0,0.02888663,0.0,0.03461277,0.00181542,5.177e-05
104,4.513e-05,0.05629851,0.00091774,0.16441824,0.16441824,1,0,0,0,0,10.99404018,0.0,0.02852768,0.0,0.0338432,0.001836,5.059e-05
