node,x_c,side,regime,region,F_delta,F_A,F_B,F_Psi,F_Ct1,F_Ct2,F_max
0,1.000000,-1,turbulent,te_band,-1.130640e-06,-1.007365e-07,-1.527849e-06,-1.749314e-08,-3.528735e-09,8.304981e-24,1.527849e-06
1,0.000000,-1,inflow_pin,le_inflow,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2,0.990105,1,turbulent,te_band,-1.250055e-06,-1.434033e-08,-1.709994e-06,1.463520e-07,-4.358116e-09,6.122839e-25,1.709994e-06
3,0.980207,1,turbulent,te_band,-1.114141e-06,7.826043e-08,-1.506148e-06,1.531952e-07,-4.814175e-09,3.286505e-25,1.506148e-06
4,0.970307,1,turbulent,te_band,-5.423646e-07,-4.448357e-08,-7.825625e-07,-2.269951e-08,-4.140468e-09,1.009260e-24,7.825625e-07
5,0.960405,1,turbulent,te_band,-3.580928e-07,-8.070278e-09,-5.077479e-07,2.487022e-08,-2.192971e-09,6.153543e-25,5.077479e-07
6,0.950500,1,turbulent,te_band,-3.699562e-07,-1.432419e-08,-5.474334e-07,2.019647e-08,-2.268003e-09,1.244932e-24,5.474334e-07
7,0.940593,1,turbulent,te_band,-3.777768e-07,-9.697866e-09,-5.633729e-07,2.390826e-08,-2.138170e-09,1.674597e-24,5.633729e-07
8,0.930683,1,turbulent,te_band,-3.439469e-07,-3.759885e-09,-5.183072e-07,2.671401e-08,-1.834928e-09,1.904726e-24,5.183072e-07
9,0.920772,1,turbulent,te_band,-3.113185e-07,-5.118675e-09,-4.765811e-07,2.198844e-08,-1.589945e-09,2.125613e-24,4.765811e-07
10,0.910858,1,turbulent,te_band,-2.858952e-07,-5.918082e-09,-4.433459e-07,1.809218e-08,-1.338801e-09,2.343622e-24,4.433459e-07
11,0.900943,1,turbulent,te_band,-2.631850e-07,-4.995561e-09,-4.127865e-07,1.761287e-08,-1.131474e-09,2.589546e-24,4.127865e-07
12,0.891026,1,turbulent,mid,-2.442180e-07,-4.283540e-09,-3.874519e-07,1.656172e-08,-9.548878e-10,2.868373e-24,3.874519e-07
13,0.881106,1,turbulent,mid,-2.249712e-07,-1.595862e-09,-3.607663e-07,1.888410e-08,-7.921942e-10,3.179833e-24,3.607663e-07
14,0.871185,1,turbulent,mid,-2.088596e-07,-7.744540e-10,-3.381631e-07,1.882315e-08,-6.547630e-10,3.530737e-24,3.381631e-07
15,0.861262,1,turbulent,mid,-1.971447e-07,-1.139514e-09,-3.222865e-07,1.707588e-08,-5.321892e-10,3.929983e-24,3.222865e-07
16,0.851337,1,turbulent,mid,-1.874282e-07,-9.196237e-10,-3.090384e-07,1.657995e-08,-4.260878e-10,4.384020e-24,3.090384e-07
17,0.841411,1,turbulent,mid,-1.783506e-07,-1.024578e-09,-2.964652e-07,1.564132e-08,-3.259766e-10,4.891966e-24,2.964652e-07
18,0.831483,1,turbulent,mid,-1.700839e-07,-5.179289e-10,-2.849984e-07,1.569729e-08,-2.356599e-10,5.462921e-24,2.849984e-07
19,0.821553,1,turbulent,mid,-1.627004e-07,-6.597715e-10,-2.746473e-07,1.485914e-08,-1.493697e-10,6.107677e-24,2.746473e-07
20,0.811621,1,turbulent,mid,-1.560058e-07,-4.452365e-10,-2.652580e-07,1.463858e-08,-7.073385e-11,6.839484e-24,2.652580e-07
21,0.801688,1,turbulent,mid,-1.509228e-07,-4.219183e-10,-2.583155e-07,1.395059e-08,8.181119e-14,7.663855e-24,2.583155e-07
22,0.791753,1,turbulent,mid,-1.457784e-07,-1.044882e-10,-2.510912e-07,1.411966e-08,6.859783e-11,8.595285e-24,2.510912e-07
23,0.781817,1,turbulent,mid,-1.404265e-07,-2.474104e-12,-2.433103e-07,1.404663e-08,1.343625e-10,9.654447e-24,2.433103e-07
24,0.771879,1,turbulent,mid,-1.358729e-07,-3.570564e-10,-2.369199e-07,1.288229e-08,1.991931e-10,1.085733e-23,2.369199e-07
25,0.761940,1,turbulent,mid,-1.328605e-07,1.862819e-10,-2.329213e-07,1.320895e-08,2.525510e-10,1.223086e-23,2.329213e-07
26,0.751999,1,turbulent,mid,-1.296268e-07,-1.303408e-10,-2.282648e-07,1.282647e-08,3.051190e-10,1.379256e-23,2.282648e-07
27,0.742057,1,turbulent,mid,-1.264019e-07,-2.640970e-10,-2.237031e-07,1.241140e-08,3.566621e-10,1.556483e-23,2.237031e-07
28,0.732113,1,turbulent,mid,-1.238017e-07,-7.580891e-11,-2.201505e-07,1.186117e-08,4.097278e-10,1.758768e-23,2.201505e-07
29,0.722168,1,turbulent,mid,-1.208857e-07,5.174984e-10,-2.159308e-07,1.258150e-08,4.622966e-10,1.991146e-23,2.159308e-07
30,0.712221,1,turbulent,mid,-1.185608e-07,1.148444e-09,-2.125681e-07,1.352909e-08,5.041781e-10,2.257596e-23,2.125681e-07
31,0.702273,1,turbulent,mid,-1.162864e-07,8.705601e-10,-2.093091e-07,1.271674e-08,5.497057e-10,2.561339e-23,2.093091e-07
32,0.692324,1,turbulent,mid,-1.139875e-07,1.045879e-09,-2.059965e-07,1.270965e-08,5.990286e-10,2.910471e-23,2.059965e-07
33,0.682373,1,turbulent,mid,-1.121416e-07,1.417660e-09,-2.033337e-07,1.313051e-08,6.407589e-10,3.315365e-23,2.033337e-07
34,0.672420,1,turbulent,mid,-1.105731e-07,1.374334e-09,-2.011710e-07,1.275948e-08,6.834648e-10,3.781806e-23,2.011710e-07
35,0.662467,1,turbulent,mid,-1.094455e-07,1.800871e-09,-1.997096e-07,1.348937e-08,7.181810e-10,4.319667e-23,1.997096e-07
36,0.652511,1,turbulent,mid,-1.081018e-07,1.207648e-09,-1.977429e-07,1.281582e-08,7.542739e-10,4.939597e-23,1.977429e-07
37,0.642555,1,turbulent,mid,-1.064460e-07,4.578912e-10,-1.952552e-07,1.169745e-08,7.933151e-10,5.657276e-23,1.952552e-07
38,0.632597,1,turbulent,mid,-1.060123e-07,-3.966134e-10,-1.950341e-07,9.789686e-09,8.365468e-10,6.488309e-23,1.950341e-07
39,0.622637,1,turbulent,mid,-1.048792e-07,5.991764e-10,-1.934170e-07,1.121509e-08,8.792202e-10,7.462369e-23,1.934170e-07
40,0.612677,1,turbulent,mid,-1.033533e-07,7.810842e-10,-1.910012e-07,1.171998e-08,9.145393e-10,8.597907e-23,1.910012e-07
41,0.602714,1,turbulent,mid,-1.024913e-07,7.092840e-10,-1.898509e-07,1.139601e-08,9.517503e-10,9.918154e-23,1.898509e-07
42,0.592751,1,turbulent,mid,-1.017154e-07,2.211558e-10,-1.887304e-07,1.077331e-08,9.854320e-10,1.146605e-22,1.887304e-07
43,0.582786,1,turbulent,mid,-1.019267e-07,-2.773884e-10,-1.894411e-07,9.554448e-09,1.024101e-09,1.327235e-22,1.894411e-07
44,0.572819,1,turbulent,mid,-1.012031e-07,5.196559e-10,-1.884343e-07,1.082070e-08,1.061321e-09,1.540149e-22,1.884343e-07
45,0.562851,1,turbulent,mid,-1.000975e-07,7.739021e-10,-1.866407e-07,1.105822e-08,1.102649e-09,1.790307e-22,1.866407e-07
46,0.552882,1,turbulent,mid,-9.880217e-08,1.170854e-09,-1.846090e-07,1.166812e-08,1.141408e-09,2.085971e-22,1.846090e-07
47,0.542911,1,turbulent,mid,-9.840630e-08,9.326296e-10,-1.841401e-07,1.109802e-08,1.179648e-09,2.435567e-22,1.841401e-07
48,0.532939,1,turbulent,mid,-9.780795e-08,7.848929e-10,-1.832853e-07,1.104026e-08,1.215065e-09,2.850975e-22,1.832853e-07
49,0.522965,1,turbulent,mid,-9.801214e-08,3.148312e-10,-1.838693e-07,1.013689e-08,1.250707e-09,3.343280e-22,1.838693e-07
50,0.512990,1,turbulent,mid,-9.780073e-08,2.826052e-10,-1.837478e-07,1.002024e-08,1.290014e-09,3.929619e-22,1.837478e-07
51,0.503014,1,turbulent,mid,-9.743634e-08,6.956104e-10,-1.832460e-07,1.048200e-08,1.330004e-09,4.630069e-22,1.832460e-07
52,0.493036,1,turbulent,mid,-9.669713e-08,9.055935e-10,-1.821497e-07,1.066753e-08,1.374230e-09,5.468473e-22,1.821497e-07
53,0.483057,1,turbulent,mid,-9.611124e-08,1.614403e-09,-1.812959e-07,1.175319e-08,1.412682e-09,6.478569e-22,1.812959e-07
54,0.473076,1,turbulent,mid,-9.507056e-08,1.310980e-09,-1.795233e-07,1.128698e-08,1.455388e-09,7.696109e-22,1.795233e-07
55,0.463094,1,turbulent,mid,-9.534559e-08,1.104113e-09,-1.803702e-07,1.085320e-08,1.491442e-09,9.165258e-22,1.803702e-07
56,0.453111,1,turbulent,mid,-9.589009e-08,9.741799e-10,-1.816176e-07,1.053390e-08,1.530828e-09,1.094560e-21,1.816176e-07
57,0.443126,1,turbulent,mid,-9.473120e-08,7.534324e-10,-1.796590e-07,1.053987e-08,1.574534e-09,1.311475e-21,1.796590e-07
58,0.433140,1,turbulent,mid,-9.462810e-08,7.287600e-10,-1.798120e-07,1.015317e-08,1.616266e-09,1.575764e-21,1.798120e-07
59,0.423153,1,turbulent,mid,-9.430550e-08,4.791804e-10,-1.795520e-07,9.634706e-09,1.662571e-09,1.900064e-21,1.795520e-07
60,0.413165,1,turbulent,mid,-9.411361e-08,5.539375e-10,-1.794567e-07,9.807024e-09,1.707550e-09,2.299718e-21,1.794567e-07
61,0.403175,1,turbulent,mid,-9.448410e-08,4.829191e-10,-1.805984e-07,9.611873e-09,1.744014e-09,2.792870e-21,1.805984e-07
62,0.393184,1,turbulent,mid,-9.437200e-08,6.707728e-10,-1.807145e-07,9.853447e-09,1.788948e-09,3.404294e-21,1.807145e-07
63,0.383192,1,turbulent,mid,-9.297582e-08,2.292462e-10,-1.783671e-07,9.462452e-09,1.833853e-09,4.168106e-21,1.783671e-07
64,0.373199,1,turbulent,mid,-9.379636e-08,9.119795e-11,-1.805976e-07,8.501770e-09,1.883820e-09,5.121927e-21,1.805976e-07
65,0.363205,1,turbulent,mid,-9.317746e-08,4.920376e-10,-1.799777e-07,9.218613e-09,1.931851e-09,6.328464e-21,1.799777e-07
66,0.353210,1,turbulent,mid,-9.316740e-08,8.001326e-10,-1.804435e-07,9.891034e-09,1.970311e-09,7.858240e-21,1.804435e-07
67,0.343214,1,turbulent,mid,-9.226549e-08,3.916061e-10,-1.792886e-07,9.406542e-09,2.005876e-09,9.811261e-21,1.792886e-07
68,0.333217,1,turbulent,mid,-9.278403e-08,-3.346014e-10,-1.810925e-07,7.892282e-09,2.047197e-09,1.230839e-20,1.810925e-07
69,0.323220,1,turbulent,mid,-9.338394e-08,-7.536352e-10,-1.831709e-07,7.254844e-09,2.088224e-09,1.554113e-20,1.831709e-07
70,0.313223,1,turbulent,mid,-9.389140e-08,-6.813638e-10,-1.850757e-07,7.484502e-09,2.119117e-09,1.976294e-20,1.850757e-07
71,0.303225,1,turbulent,mid,-9.383255e-08,-8.825845e-10,-1.860543e-07,7.327657e-09,2.145850e-09,2.531430e-20,1.860543e-07
72,0.293227,1,turbulent,mid,-9.346166e-08,-9.541241e-10,-1.865061e-07,7.481761e-09,2.160650e-09,3.268919e-20,1.865061e-07
73,0.283230,1,turbulent,mid,-9.335426e-08,-1.850172e-09,-1.876849e-07,6.183612e-09,2.163129e-09,4.256197e-20,1.876849e-07
74,0.273232,1,turbulent,mid,-9.502618e-08,-3.710772e-09,-1.928102e-07,3.659889e-09,2.147600e-09,5.588993e-20,1.928102e-07
75,0.263236,1,turbulent,mid,-9.712417e-08,-6.609351e-09,-1.990185e-07,3.289931e-10,2.101785e-09,7.408939e-20,1.990185e-07
76,0.253240,1,turbulent,mid,-9.849071e-08,-1.064113e-08,-2.040521e-07,-4.008069e-09,2.010587e-09,9.906153e-20,2.040521e-07
77,0.243246,1,turbulent,mid,-9.531373e-08,-1.899644e-08,-2.000207e-07,-1.379141e-08,1.887920e-09,1.324242e-19,2.000207e-07
78,0.233253,1,turbulent,mid,-8.370308e-08,-3.314801e-08,-1.798918e-07,-3.159059e-08,1.774964e-09,1.731155e-19,1.798918e-07
79,0.223263,1,turbulent,mid,3.006039e-08,5.676031e-08,9.141303e-08,7.006783e-08,1.887649e-09,1.911916e-19,9.141303e-08
80,0.213275,1,turbulent,mid,1.250654e-07,-9.411974e-08,3.012919e-07,-1.123745e-07,1.489656e-09,2.278503e-19,3.012919e-07
81,0.203291,1,turbulent,mid,1.351136e-08,-1.840014e-07,9.837790e-08,-2.110965e-07,6.457664e-09,1.202361e-19,2.110965e-07
82,0.193310,1,turbulent,mid,7.906148e-08,3.389235e-08,1.804503e-07,4.081896e-08,-3.942270e-09,2.417014e-19,1.804503e-07
83,0.183335,1,turbulent,mid,-5.375249e-07,1.876029e-07,-1.361793e-06,2.591906e-07,-1.627616e-09,1.927666e-19,1.361793e-06
84,0.173365,1,turbulent,mid,-8.279704e-08,-7.774644e-08,-1.576461e-07,-7.266379e-08,8.603547e-09,-2.868239e-19,1.576461e-07
85,0.163402,1,turbulent,mid,-9.706232e-09,5.856816e-08,5.509487e-08,2.894086e-08,6.819760e-09,3.691678e-19,5.856816e-08
86,0.153447,1,turbulent,mid,2.506741e-07,-2.536571e-07,8.020914e-07,-3.160426e-07,1.806452e-08,-3.303482e-19,8.020914e-07
87,0.143503,1,turbulent,mid,-1.958213e-07,5.300212e-08,-5.092875e-07,1.063948e-07,5.766771e-10,-4.792452e-18,5.092875e-07
88,0.133570,1,turbulent,mid,-2.720520e-07,1.531015e-07,-7.019276e-07,2.154553e-07,6.336878e-09,-9.242517e-18,7.019276e-07
89,0.123651,1,turbulent,mid,1.191287e-07,-1.199036e-07,4.186716e-07,-1.423353e-07,3.648764e-08,-1.913505e-17,4.186716e-07
90,0.113749,1,turbulent,mid,-2.330727e-07,2.217835e-07,-5.737226e-07,2.639140e-07,4.542599e-09,-3.929534e-17,5.737226e-07
91,0.103869,1,turbulent,mid,-1.229039e-07,5.237416e-08,-3.173891e-07,6.272398e-08,-4.143925e-09,-9.997138e-17,3.173891e-07
92,0.094014,1,turbulent,mid,2.132111e-08,-5.171589e-08,7.132256e-08,-6.575340e-08,3.133972e-09,-2.327386e-16,7.132256e-08
93,0.084190,1,turbulent,mid,6.951307e-08,2.499790e-08,2.198658e-07,3.489161e-08,5.225314e-09,-5.239488e-16,2.198658e-07
94,0.074407,1,turbulent,mid,9.092174e-08,2.880997e-08,2.855022e-07,3.902334e-08,6.127837e-09,-7.779099e-16,2.855022e-07
95,0.064676,1,turbulent,mid,3.148334e-07,-1.344613e-08,8.593647e-07,-1.889814e-08,5.459977e-09,3.084653e-15,8.593647e-07
96,0.055012,1,turbulent,mid,3.617284e-07,-8.426461e-09,1.128106e-06,-8.081166e-09,1.252417e-08,-5.901346e-14,1.128106e-06
97,0.045443,1,laminar,le_band,2.963253e-09,-5.541194e-09,2.105479e-08,-9.617896e-09,-6.500834e-17,-1.280494e-09,2.105479e-08
98,0.036008,1,laminar,le_band,1.126049e-08,-2.012056e-09,3.452600e-08,-1.009066e-08,0.000000e+00,-1.280494e-09,3.452600e-08
99,0.026778,1,laminar,le_band,2.235744e-08,5.616338e-09,-2.942413e-09,-4.837235e-09,0.000000e+00,-1.280494e-09,2.235744e-08
100,0.017890,1,inflow_pin,le_inflow,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
101,0.009657,1,inflow_pin,le_inflow,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
102,0.002928,1,inflow_pin,le_inflow,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
103,0.002928,-1,inflow_pin,le_inflow,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
104,0.009657,-1,inflow_pin,le_inflow,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
105,0.017890,-1,inflow_pin,le_inflow,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
106,0.026778,-1,laminar,le_band,1.200837e-07,-6.040096e-09,1.169084e-07,-1.696149e-08,0.000000e+00,-1.280494e-09,1.200837e-07
107,0.036008,-1,laminar,le_band,8.215793e-08,-7.150395e-09,4.774256e-08,-1.784895e-08,0.000000e+00,-1.280494e-09,8.215793e-08
108,0.045443,-1,laminar,le_band,1.896795e-07,-6.740720e-08,2.932588e-07,-7.611483e-08,0.000000e+00,-1.280494e-09,2.932588e-07
109,0.055012,-1,turbulent,mid,1.038037e-07,1.713397e-09,2.133694e-07,-5.150524e-09,4.814018e-09,-1.413167e-14,2.133694e-07
110,0.064676,-1,turbulent,mid,1.493459e-07,3.738354e-07,3.145216e-07,3.920532e-07,-7.886581e-09,-2.098437e-15,3.920532e-07
111,0.074407,-1,turbulent,mid,1.061974e-07,-1.408008e-08,3.999748e-07,7.698768e-08,-6.678440e-09,-2.771043e-16,3.999748e-07
112,0.084190,-1,turbulent,mid,7.191553e-08,-2.869997e-07,1.743191e-07,-2.270816e-07,-1.377953e-08,-4.925252e-16,2.869997e-07
113,0.094014,-1,turbulent,mid,4.803334e-07,-2.636832e-07,9.928844e-07,-1.925664e-07,1.999566e-09,-1.814987e-16,9.928844e-07
114,0.103869,-1,turbulent,mid,2.031855e-07,1.650339e-07,4.217722e-07,1.416053e-07,2.174517e-08,-1.945970e-17,4.217722e-07
115,0.113749,-1,turbulent,mid,2.967183e-07,-1.161605e-07,6.695078e-07,-1.218142e-07,1.337501e-08,1.194349e-17,6.695078e-07
116,0.123651,-1,turbulent,mid,-4.607678e-07,3.126659e-07,-9.422815e-07,3.092882e-07,1.044062e-08,2.024714e-18,9.422815e-07
117,0.133570,-1,turbulent,mid,1.926104e-07,-1.447864e-07,4.170936e-07,-1.507090e-07,7.742206e-09,8.271870e-18,4.170936e-07
118,0.143503,-1,turbulent,mid,-2.882454e-08,5.346540e-08,-8.079050e-08,5.097284e-08,4.453756e-09,6.846584e-18,8.079050e-08
119,0.153447,-1,turbulent,mid,1.680685e-07,6.393979e-08,3.309199e-07,6.484143e-08,3.453304e-09,8.126979e-18,3.309199e-07
120,0.163402,-1,turbulent,mid,-4.675435e-07,1.385262e-07,-1.063811e-06,1.528487e-07,-2.447569e-09,6.719388e-18,1.063811e-06
121,0.173365,-1,turbulent,mid,9.124660e-09,-5.618286e-07,1.010447e-07,-5.454047e-07,1.356744e-08,3.944730e-18,5.618286e-07
122,0.183335,-1,turbulent,mid,4.339890e-08,-3.080822e-07,1.045431e-07,-2.907224e-07,5.021857e-09,4.293890e-18,3.080822e-07
123,0.193310,-1,turbulent,mid,6.535758e-07,4.424586e-07,1.403877e-06,4.479066e-07,4.913381e-09,1.304980e-18,1.403877e-06
124,0.203291,-1,turbulent,mid,7.098701e-08,-7.526974e-08,1.453367e-07,-7.866157e-08,3.279778e-09,1.150017e-18,1.453367e-07
125,0.213275,-1,turbulent,mid,9.777665e-08,6.672546e-08,1.994092e-07,6.485013e-08,2.330634e-09,7.835744e-19,1.994092e-07
126,0.223263,-1,turbulent,mid,-1.057557e-07,6.776198e-08,-2.071845e-07,6.538163e-08,2.351373e-09,5.420743e-19,2.071845e-07
127,0.233253,-1,turbulent,mid,-1.679027e-08,1.982408e-08,-3.276313e-08,1.945793e-08,2.178181e-09,4.336764e-19,3.276313e-08
128,0.243246,-1,turbulent,mid,-8.948407e-08,-6.827718e-09,-1.689191e-07,-9.463240e-09,2.309763e-09,3.186885e-19,1.689191e-07
129,0.253240,-1,turbulent,mid,-3.272718e-08,1.077415e-07,-7.169194e-08,1.145096e-07,1.493754e-09,2.736477e-19,1.145096e-07
130,0.263236,-1,turbulent,mid,2.533927e-08,2.202707e-09,5.068485e-08,-5.847112e-09,2.365334e-09,2.304271e-19,5.068485e-08
131,0.273232,-1,turbulent,mid,-4.386919e-08,-1.177772e-08,-8.774883e-08,-1.134405e-08,2.081829e-09,1.682001e-19,8.774883e-08
132,0.283230,-1,turbulent,mid,-4.555096e-08,-3.300027e-09,-8.807431e-08,-1.898864e-09,1.928005e-09,1.355184e-19,8.807431e-08
133,0.293227,-1,turbulent,mid,-2.425932e-08,-9.561895e-09,-4.737589e-08,-9.174361e-09,1.891540e-09,1.070314e-19,4.737589e-08
134,0.303225,-1,turbulent,mid,-3.685131e-08,-1.188429e-08,-7.668993e-08,-1.139035e-08,1.877871e-09,8.424496e-20,7.668993e-08
135,0.313223,-1,turbulent,mid,1.838205e-07,1.610758e-07,3.714440e-07,1.670050e-07,1.213441e-09,5.519218e-20,3.714440e-07
136,0.323220,-1,turbulent,mid,-1.692667e-07,-5.345358e-08,-3.393765e-07,-5.353474e-08,1.144204e-09,5.563903e-20,3.393765e-07
137,0.333217,-1,turbulent,mid,-5.448013e-08,-2.594730e-08,-1.015768e-07,-2.366252e-08,1.496052e-09,4.995267e-20,1.015768e-07
138,0.343214,-1,turbulent,mid,-3.878434e-08,-1.392742e-08,-7.220910e-08,-1.187316e-08,1.594568e-09,3.864998e-20,7.220910e-08
139,0.353210,-1,turbulent,mid,-2.432861e-08,-9.098168e-09,-4.521881e-08,-6.867610e-09,1.695122e-09,3.043368e-20,4.521881e-08
140,0.363205,-1,turbulent,mid,-2.305261e-08,-4.688804e-09,-4.250417e-08,-2.105865e-09,1.694633e-09,2.468839e-20,4.250417e-08
141,0.373199,-1,turbulent,mid,-2.416932e-08,-2.721710e-09,-4.430437e-08,1.939081e-10,1.673115e-09,2.029397e-20,4.430437e-08
142,0.383192,-1,turbulent,mid,-2.598641e-08,-2.845252e-09,-4.748278e-08,1.383116e-10,1.640999e-09,1.679872e-20,4.748278e-08
143,0.393184,-1,turbulent,mid,-2.783917e-08,-1.776364e-09,-5.087906e-08,1.342207e-09,1.606814e-09,1.395547e-20,5.087906e-08
144,0.403175,-1,turbulent,mid,-2.954931e-08,-9.809283e-10,-5.398224e-08,2.271543e-09,1.573950e-09,1.163774e-20,5.398224e-08
145,0.413165,-1,turbulent,mid,-3.125441e-08,-1.159583e-09,-5.710714e-08,2.053748e-09,1.539920e-09,9.739654e-21,5.710714e-08
146,0.423153,-1,turbulent,mid,-3.270828e-08,-1.187265e-09,-5.985809e-08,2.122261e-09,1.507752e-09,8.173537e-21,5.985809e-08
147,0.433140,-1,turbulent,mid,-3.406182e-08,-8.485226e-10,-6.242783e-08,2.522952e-09,1.477370e-09,6.876176e-21,6.242783e-08
148,0.443126,-1,turbulent,mid,-3.509270e-08,-5.091911e-10,-6.440499e-08,2.931465e-09,1.449357e-09,5.799393e-21,6.440499e-08
149,0.453111,-1,turbulent,mid,-3.639254e-08,4.885255e-11,-6.681885e-08,3.748375e-09,1.419540e-09,4.902585e-21,6.681885e-08
150,0.463094,-1,turbulent,mid,-3.750612e-08,6.625817e-10,-6.893956e-08,4.529865e-09,1.390505e-09,4.154434e-21,6.893956e-08
151,0.473076,-1,turbulent,mid,-3.843631e-08,1.316329e-09,-7.069080e-08,5.563700e-09,1.364274e-09,3.529430e-21,7.069080e-08
152,0.483057,-1,turbulent,mid,-4.008179e-08,8.251859e-10,-7.375118e-08,5.140335e-09,1.332695e-09,3.006309e-21,7.375118e-08
153,0.493036,-1,turbulent,mid,-4.108737e-08,2.744635e-10,-7.571867e-08,4.438107e-09,1.306263e-09,2.565889e-21,7.571867e-08
154,0.503014,-1,turbulent,mid,-4.197762e-08,1.267664e-10,-7.749008e-08,4.305062e-09,1.280475e-09,2.193200e-21,7.749008e-08
155,0.512990,-1,turbulent,mid,-4.291157e-08,4.882417e-10,-7.931585e-08,4.888315e-09,1.254383e-09,1.878255e-21,7.931585e-08
156,0.522965,-1,turbulent,mid,-4.392823e-08,7.086409e-10,-8.121296e-08,5.223331e-09,1.228250e-09,1.612132e-21,8.121296e-08
157,0.532939,-1,turbulent,mid,-4.517847e-08,8.749645e-10,-8.352869e-08,5.587588e-09,1.199868e-09,1.386509e-21,8.352869e-08
158,0.542911,-1,turbulent,mid,-4.613410e-08,7.740940e-10,-8.538603e-08,5.573992e-09,1.174056e-09,1.195043e-21,8.538603e-08
159,0.552882,-1,turbulent,mid,-4.690595e-08,9.893313e-10,-8.688844e-08,5.938749e-09,1.150722e-09,1.031643e-21,8.688844e-08
160,0.562851,-1,turbulent,mid,-4.815345e-08,9.453591e-10,-8.918112e-08,6.001447e-09,1.123504e-09,8.921700e-22,8.918112e-08
161,0.572819,-1,turbulent,mid,-4.928345e-08,6.175901e-10,-9.126105e-08,5.649086e-09,1.096621e-09,7.730704e-22,9.126105e-08
162,0.582786,-1,turbulent,mid,-5.059865e-08,5.929730e-10,-9.363594e-08,5.808115e-09,1.068913e-09,6.710428e-22,9.363594e-08
163,0.592751,-1,turbulent,mid,-5.184870e-08,4.862289e-10,-9.594217e-08,5.758078e-09,1.041075e-09,5.835285e-22,9.594217e-08
164,0.602714,-1,turbulent,mid,-5.255944e-08,5.896629e-10,-9.724479e-08,5.956204e-09,1.018720e-09,5.083244e-22,9.724479e-08
165,0.612677,-1,turbulent,mid,-5.375567e-08,4.486570e-10,-9.941026e-08,5.938063e-09,9.916310e-10,4.434235e-22,9.941026e-08
166,0.622637,-1,turbulent,mid,-5.477007e-08,8.909934e-10,-1.012237e-07,6.631289e-09,9.664213e-10,3.874892e-22,1.012237e-07
167,0.632597,-1,turbulent,mid,-5.639721e-08,4.918040e-10,-1.039742e-07,6.223447e-09,9.376083e-10,3.392633e-22,1.039742e-07
168,0.642555,-1,turbulent,mid,-5.784971e-08,3.648320e-10,-1.065194e-07,6.197335e-09,9.081079e-10,2.974607e-22,1.065194e-07
169,0.652511,-1,turbulent,mid,-5.900835e-08,5.224516e-10,-1.085383e-07,6.600566e-09,8.818051e-10,2.612442e-22,1.085383e-07
170,0.662467,-1,turbulent,mid,-6.054082e-08,4.003750e-10,-1.110605e-07,6.478647e-09,8.541390e-10,2.297815e-22,1.110605e-07
171,0.672420,-1,turbulent,mid,-6.211422e-08,8.226867e-10,-1.136663e-07,7.131689e-09,8.226420e-10,2.023440e-22,1.136663e-07
172,0.682373,-1,turbulent,mid,-6.365099e-08,1.455502e-09,-1.161649e-07,8.213532e-09,7.932594e-10,1.785386e-22,1.161649e-07
173,0.692324,-1,turbulent,mid,-6.568327e-08,9.863427e-10,-1.194865e-07,7.760770e-09,7.614329e-10,1.577817e-22,1.194865e-07
174,0.702273,-1,turbulent,mid,-6.755745e-08,1.115631e-09,-1.225140e-07,8.053351e-09,7.298460e-10,1.396004e-22,1.225140e-07
175,0.712221,-1,turbulent,mid,-7.018655e-08,5.888110e-10,-1.266990e-07,7.641677e-09,6.926531e-10,1.237052e-22,1.266990e-07
176,0.722168,-1,turbulent,mid,-7.259235e-08,1.805056e-10,-1.305163e-07,7.270872e-09,6.562863e-10,1.097768e-22,1.305163e-07
177,0.732113,-1,turbulent,mid,-7.489336e-08,2.637545e-10,-1.341075e-07,7.673636e-09,6.198659e-10,9.753679e-23,1.341075e-07
178,0.742057,-1,turbulent,mid,-7.725168e-08,5.064612e-10,-1.377267e-07,8.165039e-09,5.837024e-10,8.677578e-23,1.377267e-07
179,0.751999,-1,turbulent,mid,-8.021689e-08,7.974072e-10,-1.422198e-07,8.850116e-09,5.426437e-10,7.729558e-23,1.422198e-07
180,0.761940,-1,turbulent,mid,-8.357266e-08,7.009192e-10,-1.473623e-07,8.979149e-09,4.984569e-10,6.895102e-23,1.473623e-07
181,0.771879,-1,turbulent,mid,-8.730752e-08,5.647808e-10,-1.529783e-07,9.188059e-09,4.519827e-10,6.158223e-23,1.529783e-07
182,0.781817,-1,turbulent,mid,-9.136940e-08,2.102042e-10,-1.591222e-07,9.003196e-09,4.017129e-10,5.506590e-23,1.591222e-07
