idx,sigma_rel_max,abs_align_over_Fnorm
44,9.9999992236887469e-01,6.51009307e-18
45,9.9999992236887469e-01,6.89113317e-12
46,9.9999992236887447e-01,1.81857348e-18
47,9.9999992236887447e-01,3.22484999e-18
48,9.9999992236887447e-01,6.78905819e-17
49,9.9999992236887447e-01,5.66533992e-17
50,9.9999992236887425e-01,4.85669051e-18
51,9.9999992236887403e-01,1.73701290e-11
52,3.3590031700895612e-02,5.68859159e-02
53,3.1122232183604701e-02,9.22650664e-02
54,2.5851014060275485e-02,2.55908544e-02
55,2.4567050172599983e-02,3.46780256e-02
56,1.8567574172820501e-02,1.85754912e-01
57,1.7819852297348712e-02,3.89586197e-02
58,1.6781901523326672e-02,1.91286770e-02
59,1.6086604587632041e-02,3.89893779e-02
60,1.5646219613340118e-02,5.81231564e-03
61,1.5486441970333935e-02,2.62067674e-02
62,1.4582522206213812e-02,1.70795073e-02
63,1.4276985189536722e-02,1.08308152e-02
64,1.4246181914619092e-02,2.92233361e-02
65,1.3657989741388954e-02,1.30165510e-02
66,1.3346728402888693e-02,3.73898364e-02
67,1.2962078348718355e-02,1.04929584e-02
68,1.2593731411718389e-02,4.47710463e-02
69,1.2577836500803546e-02,1.77447563e-01
70,1.2244512053861189e-02,1.36748553e-02
71,1.1953700418366679e-02,5.03429677e-02
72,1.1805309108499461e-02,1.13621984e-02
73,1.1730971282200622e-02,2.04785724e-02
74,1.1577635770177742e-02,1.29099253e-02
75,1.1413399061579467e-02,4.70262987e-02
76,1.1370885911269115e-02,5.20984280e-03
77,1.1286342378202401e-02,2.55667728e-03
78,1.0985774853926059e-02,8.54661178e-03
79,1.0967070539144858e-02,9.14138709e-04
80,1.0908896709908900e-02,3.54866583e-02
81,1.0872181572575313e-02,1.04925190e-02
82,1.0608012340102136e-02,4.81059264e-03
83,1.0493265323926212e-02,2.06041292e-02
84,1.0459851538951447e-02,6.29827634e-03
85,1.0398141787336506e-02,2.83112904e-02
86,1.0273231378008497e-02,7.27194133e-03
87,1.0142254694764801e-02,2.89580310e-02
88,9.9628088221562720e-03,1.17662286e-02
89,9.9534852936272334e-03,9.54797401e-03
90,9.8977679721339081e-03,2.56192244e-02
91,9.8133364447563921e-03,3.58086380e-02
92,9.6374985908508123e-03,1.13709650e-02
93,9.4955763549848474e-03,4.06348614e-02
94,9.4885652285995343e-03,1.81340848e-02
95,9.4287346339980097e-03,2.53138062e-02
96,9.3260026509868251e-03,1.24070491e-02
97,9.1827827852113339e-03,4.42608716e-02
98,9.0296575527853296e-03,2.59673541e-02
99,9.0146372049621035e-03,1.43466500e-02
100,8.9839556855285645e-03,2.51344376e-02
101,8.8724943521125976e-03,4.03392677e-02
102,8.7023884708702145e-03,8.04859636e-03
103,8.5925561147600360e-03,2.77355559e-02
104,8.5598001953424620e-03,4.28638038e-02
105,8.5579619232306961e-03,3.24578043e-02
106,8.3913941242768388e-03,1.49734096e-02
107,8.2400831450930700e-03,2.77560257e-02
108,8.1994892956804531e-03,4.68064531e-02
109,8.1234924924984356e-03,5.63356535e-02
110,8.0808486037075612e-03,1.20983982e-02
111,7.9084270189753551e-03,3.19560536e-02
112,7.8232692347889824e-03,7.56276351e-02
113,7.7622973642188717e-03,1.45889110e-02
114,7.6920090937518653e-03,4.46327393e-02
115,7.5569474065488168e-03,1.83391909e-02
116,7.4496235642449900e-03,8.14081249e-02
117,7.4241627499267975e-03,2.42647744e-02
118,7.2908751344901504e-03,7.47437539e-02
119,7.1994619917744394e-03,1.11099509e-02
120,7.1089519900571210e-03,9.96310968e-02
121,7.0673361767445630e-03,2.78121175e-03
122,7.0343016359577367e-03,2.53017573e-02
123,6.8593873563894186e-03,1.68258732e-02
124,6.8517716298939161e-03,1.02272125e-04
125,6.7215423577678150e-03,3.20727760e-02
126,6.6865348875231080e-03,2.40226233e-02
127,6.4826269592831035e-03,6.17297900e-03
128,6.4643889159284700e-03,1.12360124e-02
129,6.3068316107698927e-03,8.77702195e-03
130,6.3066085973320727e-03,7.34653068e-02
131,6.1003922604478157e-03,1.30211353e-02
132,6.0933064241289704e-03,1.73319544e-02
133,5.9576871191399736e-03,4.00421975e-02
134,5.8713175865191597e-03,6.05353850e-02
135,5.7855277765776906e-03,2.15505507e-02
136,5.6853600479449921e-03,1.46102802e-02
137,5.6564041316732004e-03,1.27417234e-02
138,5.6387343112464785e-03,2.65524136e-02
139,5.3854650635503411e-03,2.30865147e-02
140,5.3076724736107672e-03,5.39258277e-02
141,5.3016698893644972e-03,6.51475225e-03
142,5.2020907927806748e-03,7.06371530e-02
143,5.0576869817950572e-03,7.17880874e-03
144,5.0034314531184699e-03,5.44280206e-02
145,4.8951345253245805e-03,2.06635764e-02
146,4.7846602813047907e-03,1.14146207e-01
147,4.7417745232571735e-03,1.12645022e-02
148,4.6997400485535284e-03,5.50249931e-02
149,4.6155110328021057e-03,4.54636195e-02
150,4.4029324103979119e-03,1.01529322e-02
151,4.3557201346760442e-03,2.51080036e-02
152,4.2410386883987398e-03,1.16777762e-01
153,4.1497162530609128e-03,5.12276546e-02
154,4.0728125595888278e-03,2.90210823e-02
155,4.0056510736074108e-03,3.87457059e-02
156,3.8947667274616387e-03,7.82768101e-05
157,3.8501930958008005e-03,2.84461455e-02
158,3.7120165889528377e-03,1.02871158e-03
159,3.6807382444120364e-03,1.91357713e-02
160,3.6589359884528980e-03,4.89713232e-02
161,3.6327929247505532e-03,8.75454704e-02
162,3.5387047685796315e-03,1.43716514e-01
163,3.4615916344723535e-03,9.72346348e-03
164,3.4202724265537440e-03,2.92433102e-02
165,3.3672061690999404e-03,9.67267569e-03
166,3.2975828416987236e-03,1.23614835e-02
167,3.2134907099488357e-03,7.62009120e-02
168,3.1798085623319576e-03,1.31449801e-02
169,3.1590918238572239e-03,1.36983660e-01
170,3.1095737303598703e-03,9.07002364e-02
171,3.0952860286764571e-03,9.63253589e-02
172,3.0667378938973380e-03,3.84068421e-02
173,2.9791040685566259e-03,5.47879028e-03
174,2.9054429664503536e-03,3.04069530e-02
175,2.8899193531291396e-03,1.33414497e-02
176,2.8771129180125967e-03,7.29773121e-02
177,2.8229228805842829e-03,2.89080843e-02
178,2.7601181684209285e-03,2.87405168e-03
179,2.7487349448204407e-03,5.48515980e-04
180,2.7019156606453380e-03,1.31900847e-02
181,2.6868003015209862e-03,4.06888639e-02
182,2.6534668230355496e-03,6.25174551e-02
183,2.6277826478248610e-03,6.72157884e-03
184,2.6063687679339165e-03,3.70069972e-02
185,2.5668711596419031e-03,4.31636947e-02
186,2.5468561053986405e-03,3.26967874e-02
187,2.5171819465022432e-03,2.14264239e-02
188,2.5144981602895247e-03,2.41231527e-02
189,2.4533091445667126e-03,3.60354642e-03
190,2.4477156726831024e-03,3.44855005e-02
191,2.4426017922194463e-03,2.08138797e-02
192,2.4048222278627114e-03,1.10034006e-02
193,2.4009407805258617e-03,5.33317341e-02
194,2.3831060669919539e-03,1.37628929e-02
195,2.3585643509053994e-03,1.31326536e-02
196,2.3363565115811645e-03,3.50272170e-02
197,2.3082695581425746e-03,1.41522906e-02
198,2.3012124830607346e-03,1.63461110e-01
199,2.2805245265490590e-03,1.92661855e-02
200,2.2500623445480166e-03,2.13246299e-01
201,2.2358375878209287e-03,7.45887429e-03
202,2.2232285063083410e-03,8.56477091e-03
203,2.2045719320806009e-03,2.26476249e-02
204,2.1672649973457979e-03,7.67807598e-03
205,2.1611869791645067e-03,7.95524333e-02
206,2.1357599013974143e-03,2.86735510e-02
207,2.1097369911430991e-03,1.46753791e-02
208,2.1008245743562612e-03,1.00359193e-02
209,2.0683277036947149e-03,5.38929758e-02
210,2.0460135037180553e-03,4.19830209e-02
211,2.0313461087375462e-03,8.19059362e-03
212,2.0146891467093071e-03,1.42130435e-01
213,2.0014718853525659e-03,1.05053886e-02
214,1.9864160500571645e-03,1.11967995e-01
215,1.9856069333414484e-03,1.21854152e-02
216,1.9464261530094471e-03,6.35260866e-03
217,1.9184935486899345e-03,3.61013016e-02
218,1.9166202235108296e-03,2.82717332e-02
219,1.8804613891973804e-03,6.54202523e-03
220,1.8341169354452664e-03,9.05254052e-03
221,1.7897652577607702e-03,1.53321123e-02
222,1.7071087975166572e-03,1.52249934e-02
223,1.6764035971663146e-03,4.16828696e-04
224,1.6590389646176549e-03,1.94417210e-01
225,1.5453236390456854e-03,6.40426323e-03
226,1.5416388581170730e-03,1.14123518e-01
227,1.4925303498366915e-03,8.52940630e-02
228,1.4030943954050628e-03,1.47174473e-02
229,1.3941626237249361e-03,2.84735413e-02
230,1.2470148796267606e-03,8.11650130e-03
231,1.2126663621833760e-03,3.09897115e-02
232,1.0803309818686660e-03,2.24434052e-02
233,1.0623595444069567e-03,1.98211381e-01
234,1.0325419479681732e-03,4.05345170e-02
235,9.5469553029929209e-04,2.79519794e-01
236,9.4605757461419990e-04,2.27717736e-01
237,8.9520354947529406e-04,1.15201081e-01
238,8.4974961117756322e-04,6.46965828e-02
239,8.1893245007149458e-04,1.31918583e-03
240,7.4777892171697244e-04,1.66444009e-02
241,7.2707009517206935e-04,2.71460825e-02
242,6.2093656785054999e-04,1.90696263e-02
243,6.1126917414035850e-04,1.26315898e-01
244,5.5564990266745832e-04,2.51267656e-02
245,4.7651577904609245e-04,1.37997450e-01
246,4.0923566096804265e-04,4.96478338e-02
247,4.0259371083548989e-04,1.43715158e-02
248,3.5840041437625297e-04,1.19935409e-01
249,3.4330681205863733e-04,3.48868587e-01
250,2.5355166279988184e-04,1.06994805e-01
251,2.4141783698369506e-04,1.04389498e-03
252,2.0654349705755717e-04,1.63524190e-14
253,2.0633510441768715e-04,8.96985410e-16
254,2.0474806813966650e-04,6.97855650e-05
255,2.0453250631366555e-04,5.51266949e-05
256,1.9868565028823774e-04,4.62882936e-15
257,1.9832106295279489e-04,4.09792190e-15
258,1.9818670513319358e-04,3.58675592e-14
259,1.9817032604570124e-04,8.13622402e-15
260,1.9685206646524034e-04,8.71439528e-05
261,1.9645457194759081e-04,9.27669441e-05
262,1.9607491466252719e-04,6.53462043e-06
263,1.9605704498118094e-04,5.74279435e-05
264,1.9324604644968427e-04,2.12471391e-14
265,1.9316585196444821e-04,1.56875480e-14
266,1.9107166587903050e-04,2.76994713e-05
267,1.9101533363125316e-04,6.15374301e-14
268,1.9098279255105297e-04,1.09824275e-04
269,1.9052132444884897e-04,6.89954798e-15
270,1.8914391476870074e-04,9.94634638e-05
271,1.8858151956388267e-04,8.34571942e-05
272,1.8818952781585904e-04,1.41182838e-14
273,1.8805046024928946e-04,2.01024579e-14
274,1.8595032572604151e-04,1.35905027e-05
275,1.8579014044247866e-04,3.23832402e-04
276,1.8346202768544068e-04,1.77521407e-14
277,1.8304411909445396e-04,1.20886512e-14
278,1.8288275819853766e-04,7.59242980e-15
279,1.8280827234558582e-04,1.64658712e-14
280,1.8154638585884286e-04,1.37952390e-04
281,1.8086691310239476e-04,3.33683384e-05
282,1.8075216813645762e-04,1.59060295e-04
283,1.8048896189522138e-04,5.41433451e-04
284,1.7784847462438730e-04,1.10165020e-14
285,1.7751850584409089e-04,2.77289437e-14
286,1.7606557730426504e-04,5.51396997e-14
287,1.7549292217304099e-04,3.99930126e-04
288,1.7543792833187011e-04,2.71945412e-13
289,1.7512576683893663e-04,8.29090204e-04
290,1.7409237489780018e-04,2.01775541e-04
291,1.7334651247210626e-04,4.95556574e-05
292,1.7259057226668892e-04,1.39383626e-13
293,1.7215637699075754e-04,1.50610962e-13
294,1.7017273725692658e-04,7.31040990e-04
295,1.6969636206586481e-04,1.18409658e-03
296,1.6877677042614593e-04,8.82512147e-14
297,1.6815713125331445e-04,3.21591394e-14
298,1.6730054125769424e-04,1.06092264e-13
299,1.6675977968757323e-04,9.00249941e-14
300,1.6673071303129023e-04,2.77797149e-04
301,1.6599805472336458e-04,1.50419666e-04
302,1.6477238002221079e-04,1.15683777e-03
303,1.6423224735391781e-04,1.42279961e-03
304,1.6208675453677028e-04,1.01742917e-12
305,1.6157326822053756e-04,1.85606757e-13
306,1.6133612113466509e-04,8.47530544e-13
307,1.6099209189965384e-04,8.73042714e-14
308,1.5944626921406030e-04,3.70048145e-04
309,1.5935817185437650e-04,1.69316046e-03
310,1.5878771485162136e-04,1.44147621e-03
311,1.5877389743764901e-04,2.53897289e-04
312,1.5712310494054647e-04,4.28689088e-13
313,1.5577289286555643e-04,3.50577028e-13
314,1.5444671798626054e-04,4.04196242e-13
315,1.5394045064263110e-04,1.72916799e-03
316,1.5393277871244871e-04,3.75986523e-14
317,1.5331263667362022e-04,1.50343830e-03
318,1.5234624167507178e-04,3.74870883e-12
319,1.5223203748728371e-04,4.74001399e-04
320,1.5167126317204506e-04,3.17038058e-04
321,1.4993706441786655e-04,2.30262455e-12
322,1.4857477539919245e-04,2.05671910e-03
323,1.4766219725354118e-04,5.45490399e-04
324,1.4741839322712818e-04,7.42785511e-13
325,1.4714225659950118e-04,6.40047806e-13
326,1.4699346144589218e-04,2.78372461e-13
327,1.4512684597155662e-04,5.87064773e-04
328,1.4469219519800701e-04,3.71259134e-04
329,1.4389355859299120e-04,8.61181426e-12
330,1.4336208736966970e-04,1.33190937e-03
331,1.4180535265727697e-04,1.19081712e-04
332,1.4120062210136580e-04,4.54211646e-12
333,1.4049954657404431e-04,1.71030680e-12
334,1.4016139718835976e-04,3.63149700e-13
335,1.3818098738746667e-04,7.12371768e-04
336,1.3814368287876143e-04,3.77415137e-10
337,1.3813140465764146e-04,1.47783188e-03
338,1.3778083485119097e-04,4.64365856e-04
339,1.3594056317950832e-04,2.32832450e-03
340,1.3478273192410516e-04,2.85818987e-11
341,1.3425609355441126e-04,4.61711645e-11
342,1.3372159498370646e-04,2.26616043e-12
343,1.3337780102100499e-04,1.98240789e-14
344,1.3258317599848356e-04,5.73960609e-04
345,1.3139706696634271e-04,9.18214511e-04
346,1.3090357234763375e-04,4.95241825e-04
347,1.3052345794710760e-04,3.35341996e-03
348,1.2963119349739793e-04,4.27602173e-12
349,1.2771164180044436e-04,2.98943548e-12
350,1.2698098837975844e-04,7.19048410e-12
351,1.2682072240278536e-04,2.50392933e-12
352,1.2667860283535574e-04,1.53555146e-03
353,1.2512962555984926e-04,6.76063157e-03
354,1.2479395742845991e-04,1.18146732e-03
355,1.2416834588550702e-04,7.15758762e-04
356,1.2330934263583032e-04,3.54535323e-11
357,1.2088620719917419e-04,1.08858442e-11
358,1.2052040403809822e-04,1.46204239e-10
359,1.2051996935252676e-04,1.71329523e-03
360,1.1995719207088505e-04,2.11386205e-12
361,1.1901424563527740e-04,9.39505753e-03
362,1.1873213418756490e-04,1.66058412e-03
363,1.1711784168875390e-04,8.59640126e-04
364,1.1686005623530214e-04,1.37670406e-11
365,1.1472586966316929e-04,1.88493143e-11
366,1.1409324547875034e-04,3.85840916e-04
367,1.1375270215705409e-04,2.14398405e-11
368,1.1318469454360807e-04,1.54784943e-11
369,1.1290053342178703e-04,1.11346891e-02
370,1.1232917317032280e-04,1.97630816e-03
371,1.1026762815022269e-04,5.43062616e-04
372,1.1013586731472392e-04,3.66044511e-11
373,1.0869737863469011e-04,3.92701897e-11
374,1.0807800279974594e-04,5.26375741e-03
375,1.0673124535213243e-04,1.78346653e-11
376,1.0668752574117553e-04,4.91430427e-11
377,1.0617324236253683e-04,2.14586607e-03
378,1.0588675504500685e-04,1.01311397e-02
379,1.0396603303931490e-04,1.10156351e-10
380,1.0356366384375628e-04,5.52278863e-04
381,1.0255125902834452e-04,1.28504770e-11
382,1.0193721684787396e-04,2.11063131e-09
383,1.0184220842948478e-04,7.56948220e-03
384,1.0012491377842995e-04,2.68132198e-11
385,9.9707300301442160e-05,2.03233448e-03
386,9.8998643166223814e-05,2.94623808e-11
387,9.8723290581592408e-05,4.90223355e-03
388,9.6953842300999705e-05,6.27886866e-05
389,9.6934818792976079e-05,1.32773579e-02
390,9.6554305687421662e-05,1.43902238e-10
391,9.6379545278207779e-05,1.54372019e-09
392,9.3703684464228860e-05,2.07745950e-10
393,9.3453040328168418e-05,1.85400085e-03
394,9.2961241344817727e-05,9.09025375e-03
395,9.2758381191177333e-05,4.60803668e-09
396,9.2451433840004923e-05,5.45426592e-10
397,9.0784818240270289e-05,9.07235443e-03
398,9.0353740086363227e-05,1.66858003e-04
399,9.0353301125263715e-05,8.09185265e-09
400,8.9397630670522680e-05,1.64602505e-09
401,8.7511315403859967e-05,1.78182306e-11
402,8.7034072587499644e-05,1.64863683e-03
403,8.6541670250427313e-05,1.68015226e-02
404,8.5964798238733893e-05,5.75434068e-11
405,8.4210839605320986e-05,6.90034867e-10
406,8.4078365159185296e-05,6.71172610e-04
407,8.3987525533747143e-05,2.39634730e-03
408,8.3815337949953161e-05,6.09086276e-10
409,8.1397226343103474e-05,1.16307381e-10
410,8.0517397204548049e-05,1.17256218e-03
411,7.9830209805599638e-05,1.54375426e-02
412,7.9546347812721035e-05,1.04380387e-09
413,7.8047052597597359e-05,3.67060916e-10
414,7.7902902603281329e-05,1.33480912e-03
415,7.7864284415003754e-05,7.79573643e-09
416,7.7652505243146414e-05,8.83594569e-03
417,7.5567379341795907e-05,1.34200504e-10
418,7.4382659214010494e-05,4.37768209e-09
419,7.4111383460239130e-05,8.33733431e-04
420,7.3613540565552364e-05,1.18550710e-02
421,7.2480593501535241e-05,8.08344210e-09
422,7.1850150926406245e-05,2.99947532e-09
423,7.1720537510568821e-05,1.97860760e-03
424,7.1459782821622461e-05,2.23242002e-02
425,7.0002868030940880e-05,2.07639974e-09
426,6.9831549208877083e-05,6.28332943e-09
427,6.8629838857053098e-05,3.70473329e-03
428,6.8031498446850173e-05,7.58112851e-04
429,6.7014883317863968e-05,2.43891129e-09
430,6.6068887541608382e-05,7.76591517e-09
431,6.5681634510447680e-05,1.82147895e-02
432,6.5476111383107945e-05,3.92875362e-03
433,6.4859409031969533e-05,7.48844925e-09
434,6.4375085429557342e-05,1.46688592e-08
435,6.3805945709566908e-05,6.49794318e-03
436,6.2665953724356743e-05,3.84128669e-03
437,6.1790289912850728e-05,2.69204060e-08
438,6.1760386501652641e-05,3.53538606e-03
439,6.1097814166428071e-05,1.10354614e-07
440,6.0957385880982366e-05,3.11676919e-02
441,6.0497277756269469e-05,2.65434392e-08
442,5.9514579812823540e-05,4.55002591e-03
443,5.9509505770296692e-05,1.15518665e-03
444,5.8812498364188139e-05,1.61079737e-08
445,5.6999404738463421e-05,5.12615440e-07
446,5.6954480389183623e-05,9.67621910e-03
447,5.6867895196161471e-05,6.53706456e-08
448,5.6785219313865177e-05,2.44992565e-03
449,5.5077582494251477e-05,3.12130553e-02
450,5.4921761907415886e-05,2.65918525e-08
451,5.4393913091611136e-05,1.02209136e-07
452,5.4338577861562861e-05,5.56605638e-03
453,5.3195053100433753e-05,8.54909004e-08
454,5.3014866498022406e-05,5.87111176e-03
455,5.2678146221675562e-05,2.47630529e-08
456,5.2234547129000615e-05,7.02365239e-03
457,5.0842786672475024e-05,1.32314054e-09
458,4.9534056103809129e-05,1.46678639e-08
459,4.9406307230497683e-05,1.53889493e-04
460,4.9383269687524284e-05,3.79373575e-02
461,4.9053959007774369e-05,1.70384009e-07
462,4.8836383289674296e-05,1.85954821e-02
463,4.8479141534657456e-05,4.10671988e-03
464,4.7770652316975282e-05,5.42530829e-09
465,4.7622100597307630e-05,1.68616463e-08
466,4.7342824170515006e-05,4.39905326e-09
467,4.7276807697263611e-05,4.98983947e-09
468,4.6847947841784160e-05,5.72821991e-08
469,4.6781220325919576e-05,5.84715854e-11
470,4.6779729105786271e-05,1.45422532e-11
471,4.5511620446883986e-05,1.00783313e-07
472,4.5457704522573068e-05,3.08686815e-04
473,4.5444811116533132e-05,9.16555511e-04
474,4.5362249821358225e-05,1.20122092e-02
475,4.5150673580922233e-05,1.08527790e-09
476,4.5149653858723388e-05,1.03644325e-09
477,4.5063477716761005e-05,2.21654324e-08
478,4.4732828753156038e-05,4.15875888e-09
479,4.4731954823461191e-05,4.16205528e-08
480,4.4699490063360647e-05,3.44074821e-03
481,4.4605343770100803e-05,5.41566417e-04
482,4.4603922209756801e-05,2.92170399e-04
483,4.4269249900190831e-05,1.48273058e-03
484,4.4219426221489829e-05,7.72584968e-08
485,4.3803987039359616e-05,3.00202165e-02
486,4.3500379261626133e-05,1.61853269e-10
487,4.3496737169184952e-05,5.89704267e-11
488,4.3154985644709412e-05,9.58554818e-09
489,4.2855135842181513e-05,2.76497704e-04
490,4.2850922636695402e-05,8.28904994e-04
491,4.2718977244181573e-05,3.21863412e-04
492,4.2699172862360113e-05,1.82732335e-08
493,4.2657921520533128e-05,1.87916023e-03
494,4.2290317794939768e-05,2.97121478e-09
495,4.2186750958865437e-05,1.06257416e-09
496,4.1905294166599343e-05,7.48512460e-04
497,4.1864417879875571e-05,1.67461095e-10
498,4.1834517789180862e-05,7.45316820e-11
499,4.1134603762377323e-05,2.76029558e-09
500,4.1100298623901306e-05,1.10976587e-04
501,4.1078496260378747e-05,1.46362041e-03
502,4.1033702752644114e-05,5.19673182e-04
503,4.0460460131743256e-05,2.20035713e-08
504,4.0359598341022871e-05,1.99259000e-08
505,4.0277954250844562e-05,8.40325717e-09
506,4.0198268345615236e-05,4.29207199e-10
507,4.0151470055384531e-05,5.06336992e-03
508,4.0058849404119017e-05,1.80326221e-03
509,4.0054335662799774e-05,2.18735179e-08
510,3.9756534130939887e-05,8.23182808e-10
511,3.9384332223389574e-05,2.25459698e-03
512,3.9335776875162699e-05,4.23983917e-03
513,3.9219125837077315e-05,2.31997014e-02
514,3.9122640661254431e-05,8.70122344e-03
515,3.8993174627991149e-05,2.25515378e-07
516,3.8933157804259604e-05,3.02204460e-08
517,3.8724589478176250e-05,1.94994301e-08
518,3.8472842481940338e-05,1.63573660e-08
519,3.8248878965646019e-05,2.31216614e-08
520,3.7979101767658865e-05,3.05399080e-03
521,3.7840565878744955e-05,3.69207979e-09
522,3.7806317097862816e-05,3.18852800e-08
523,3.7751446605851427e-05,6.59376603e-03
524,3.7626524892756858e-05,1.03960665e-02
525,3.7548064250386912e-05,1.95767171e-03
526,3.7500716139299490e-05,2.77799620e-10
527,3.7369719388211565e-05,1.93733268e-03
528,3.7365196316766485e-05,2.32892837e-02
529,3.7103838727441083e-05,1.72875464e-08
530,3.6959238627961049e-05,3.47531797e-08
531,3.6601362198541651e-05,2.58304982e-08
532,3.6415742004238667e-05,1.58943809e-02
533,3.6149045341714008e-05,8.55376255e-03
534,3.6097970671352809e-05,4.04191849e-08
535,3.6092975364713217e-05,3.38505318e-08
536,3.5962237252518086e-05,2.45463765e-03
537,3.5918964679755413e-05,3.95447874e-03
538,3.5536814023915813e-05,4.74464092e-03
539,3.5414732972506349e-05,6.43619042e-10
540,3.5300280268839282e-05,1.16087003e-08
541,3.4919992439224451e-05,1.20303774e-03
542,3.4899300046134801e-05,6.42854482e-04
543,3.4492679451620578e-05,2.80045562e-03
544,3.4399446055071243e-05,1.54491288e-07
545,3.4372220232133517e-05,5.06877046e-03
546,3.4341344050232242e-05,1.42075010e-08
547,3.4253763634511797e-05,1.06461350e-02
548,3.3955931264820192e-05,6.72444841e-09
549,3.3684260095567776e-05,7.34772563e-03
550,3.3572727660388280e-05,2.53823231e-08
551,3.3360788625836955e-05,2.29227450e-03
552,3.3351562926673360e-05,1.05448796e-02
553,3.3137904435117367e-05,1.88645583e-08
554,3.3135399966656197e-05,2.77002787e-09
555,3.3054389425737085e-05,3.36499738e-03
556,3.2482083570003543e-05,4.94535160e-08
557,3.2445433105176979e-05,6.65643720e-03
558,3.2278465842626232e-05,4.67854160e-09
559,3.1986330324650982e-05,4.68210169e-03
560,3.1611788984529754e-05,2.95773018e-03
561,3.1574112198411660e-05,4.11314781e-08
562,3.1317280403123130e-05,9.06152880e-09
563,3.1274969644442673e-05,9.02474724e-04
564,3.0791718557924964e-05,2.79825054e-03
565,3.0701410300373270e-05,8.61417077e-09
566,3.0652295811088675e-05,4.45883925e-08
567,3.0287622720145631e-05,5.10031276e-03
568,3.0166004708504991e-05,7.59460146e-04
569,2.9701896094545811e-05,3.91600187e-07
570,2.9662035131658841e-05,5.99375504e-03
571,2.9019456314955902e-05,8.52810808e-09
572,2.8728308588458799e-05,3.86691546e-08
573,2.8710536469183765e-05,1.06458333e-02
574,2.8627438895734205e-05,1.34366566e-02
575,2.8238148823930149e-05,1.68604589e-02
576,2.7893584290713410e-05,7.30747687e-03
577,2.7725024895498392e-05,1.91838157e-08
578,2.7700700469776254e-05,5.71416900e-07
579,2.7553356493216761e-05,2.81281816e-02
580,2.6830485060018833e-05,8.13018491e-03
581,2.6726782663341625e-05,4.34278799e-03
582,2.6596200193401553e-05,1.59956254e-07
583,2.6557746030481383e-05,7.28077082e-03
584,2.6551375289676530e-05,4.73310844e-07
585,2.5847095366340684e-05,8.58625048e-03
586,2.5821942796250407e-05,3.75373578e-09
587,2.5519210127664930e-05,1.57062524e-07
588,2.5389821409074104e-05,3.52330793e-02
589,2.5007195507339196e-05,4.98946182e-03
590,2.4821924358113654e-05,8.13177446e-04
591,2.4484900589028168e-05,3.51215629e-02
592,2.4379496109612885e-05,7.31639383e-03
593,2.4362218346683326e-05,2.55035624e-08
594,2.4292870701385778e-05,1.36471614e-08
595,2.3432444198805534e-05,8.18642742e-03
596,2.3093185490583465e-05,8.54708064e-08
597,2.2966908656808792e-05,1.71137098e-09
598,2.2453744551255888e-05,2.30982003e-02
599,2.2335544324670192e-05,1.00317684e-02
600,2.1651852751877104e-05,8.91823405e-08
601,2.1553192628983255e-05,2.57853793e-09
602,2.1337264923928117e-05,1.13757988e-02
603,2.0607389470219914e-05,2.79834475e-02
604,2.0490255659979229e-05,2.18109582e-07
605,2.0271482747052856e-05,1.09960070e-02
